,0
0,0.9589426321709786
1,0.9623268698060942
2,0.9614093959731543
3,0.962253829321663
4,0.9497515184980674
5,0.9562569213732004
6,0.9629424778761062
7,0.9468784227820373
8,0.9618528610354223
9,0.9629629629629629
10,0.9495614035087719
11,0.9613878007834359
12,0.9617391304347827
13,0.9571192963166575
14,0.9613416714042069
15,0.9542889390519187
16,0.9593908629441624
17,0.9516770892552586
18,0.9562326869806094
19,0.9610678531701891
20,0.961218836565097
21,0.9499715747583855
22,0.9611650485436893
23,0.9505962521294719
24,0.9603476371537208
25,0.9546979865771812
26,0.9493962047153537
27,0.9438517686692869
28,0.9721448467966574
29,0.9480069324090121
30,0.9594137542277339
31,0.9624439461883408
32,0.9474272930648769
33,0.9545706371191136
34,0.9568181818181818
35,0.9625069949636262
36,0.9525155455059355
37,0.947339246119734
38,0.9711328976034859
39,0.9603794642857143
40,0.9583098591549296
41,0.9597130242825607
42,0.9569060773480663
43,0.9469480889903024
44,0.9550814149354295
45,0.9667957941339236
46,0.9656301145662848
47,0.9490196078431372
48,0.964804469273743
49,0.9611923509561305
50,0.9516853932584269
51,0.9477777777777778
52,0.9598393574297188
53,0.9443155452436195
54,0.9603130240357741
55,0.9539978094194962
56,0.9516496018202503
57,0.9523545706371191
58,0.9499146272054638
59,0.9587912087912088
60,0.953943580886586
61,0.9578414839797639
62,0.9669282511210763
63,0.9606430155210643
64,0.9475108225108225
65,0.9603045133224578
66,0.9609156895589056
67,0.95625
68,0.954874651810585
69,0.9545712663259511
70,0.9594517418617933
71,0.9557321225879682
72,0.9586776859504132
73,0.9597352454495311
74,0.9522998296422487
75,0.9424581005586592
76,0.960577456968351
77,0.9603624009060022
78,0.9621416982152515
79,0.9598623853211009
80,0.9633294528521537
81,0.9409817981246553
82,0.9625907314349526
83,0.96147495872317
84,0.9467120181405896
85,0.9577543079488605
86,0.9632272228320526
87,0.9559471365638766
88,0.9523809523809523
89,0.9510410804727069
90,0.9578606158833063
91,0.9543956043956044
92,0.9620184481823114
93,0.9564971751412429
94,0.9553620032661949
95,0.9601528384279476
96,0.9543937708565072
97,0.9525934188510876
98,0.9583333333333334
99,0.9523545706371191
100,0.9574350469872858
101,0.9575289575289575
102,0.9520856820744081
103,0.9603351955307262
104,0.9628378378378378
105,0.9560867148415787
106,0.9511924570160843
107,0.955068493150685
108,0.9529867256637168
109,0.9562084257206208
110,0.9592861126603458
111,0.9675796534376747
112,0.9577702702702703
113,0.966120218579235
114,0.9616879511382566
115,0.948051948051948
116,0.9666666666666667
117,0.9620826259196378
118,0.9614955357142857
119,0.9650507328072153
120,0.9566907273736813
121,0.9642258244829514
122,0.9579545454545455
123,0.9598189020939445
124,0.9516666666666667
125,0.9545196134167141
126,0.9483248154457694
127,0.9586129753914989
128,0.9655963302752294
129,0.9405714285714286
130,0.96751329001772
131,0.964527027027027
132,0.9603130240357741
133,0.9563244469653999
134,0.9630038652678078
135,0.9529006318207927
136,0.9614740368509213
137,0.9478114478114478
138,0.9537088678192973
139,0.9614955357142857
140,0.9686975964225825
141,0.9626783754116356
142,0.9578888265019652
143,0.9552752293577982
144,0.9567415730337079
145,0.952835485682201
146,0.9625489100055897
147,0.9566929133858267
148,0.955543050084412
149,0.9543147208121827
150,0.9536053661263275
151,0.9439822518025514
152,0.9564498346196252
153,0.9651355838406198
154,0.9387984278495227
155,0.9610104338275672
156,0.9564974902398216
157,0.9580498866213152
158,0.9472206625491297
159,0.9532920652785594
160,0.9426644182124789
161,0.9515320334261839
162,0.9444126074498568
163,0.9580805295091009
164,0.9475806451612904
165,0.9613473219215903
166,0.9602076124567474
167,0.9575656058068118
168,0.9421534936998854
169,0.9491051454138703
170,0.9380925822643614
171,0.9642857142857143
172,0.9606389047347405
173,0.9450056116722784
174,0.9518539014941892
175,0.9546775130737943
176,0.9614074914869466
177,0.9521889400921659
178,0.9586636466591166
179,0.9438943894389439
180,0.94914317302377
181,0.9563294637921503
182,0.9563739376770538
183,0.9568627450980393
184,0.9655937846836848
185,0.9521690767519466
186,0.9514192139737991
187,0.9484593837535014
188,0.9595959595959596
189,0.9556313993174061
190,0.9538888888888889
191,0.9631519274376418
192,0.9589195272931907
193,0.9595902105862265
194,0.9489678899082569
195,0.9661971830985916
196,0.9578012215435869
197,0.9567901234567902
198,0.9522222222222222
199,0.9480593607305936
200,0.9509803921568627
201,0.9451219512195121
202,0.9551020408163265
203,0.9571899012074643
204,0.9414466130884042
205,0.9738307349665924
206,0.9598643301300169
207,0.9539911308203991
208,0.947279865395401
209,0.9584736251402918
210,0.9607061503416856
211,0.9311531841652324
212,0.9593589009730967
213,0.9605911330049262
214,0.950974930362117
215,0.9519388312397596
216,0.9646924829157175
217,0.9629213483146067
218,0.9554427523970671
219,0.9601328903654485
220,0.9432785025524674
221,0.9513422818791947
222,0.9480662983425414
223,0.9446640316205533
224,0.9561304836895388
225,0.9611327040533038
226,0.9527027027027027
227,0.9555680539932508
228,0.9552154195011338
229,0.9522714203565268
230,0.9621802002224694
231,0.9533295389869095
232,0.9571269487750557
233,0.9579878385848535
234,0.945433658816772
235,0.9404494382022472
236,0.9585635359116023
237,0.9559713813979086
238,0.9503141062250143
239,0.9390862944162437
240,0.9634009009009009
241,0.9512058328659563
242,0.942627653471027
243,0.9601092896174863
244,0.955410549211528
245,0.9545970488081725
246,0.9543147208121827
247,0.9617092119866815
248,0.9523809523809523
249,0.9581447963800905
250,0.9536571747627024
251,0.9577308120133482
252,0.961736150770988
253,0.948905109489051
254,0.9451357466063348
255,0.9571106094808126
256,0.9677239844184753
257,0.956882255389718
258,0.9667755991285403
259,0.9514285714285714
260,0.957471264367816
261,0.9636058230683091
262,0.9604456824512535
263,0.9581267217630854
264,0.9595671981776766
265,0.9387060158910329
266,0.952220348510399
267,0.9606481481481481
268,0.9614525139664805
269,0.9531938325991189
270,0.9468680089485458
271,0.958974358974359
272,0.9444759206798867
273,0.958011049723757
274,0.9577308120133482
275,0.9600222098833981
276,0.9611809732094041
277,0.9622124863088719
278,0.9553775743707094
279,0.9604966139954854
280,0.9430985915492958
281,0.9509237875288684
282,0.954468802698145
283,0.9627539503386005
284,0.949438202247191
285,0.9552065154159395
286,0.964
287,0.9431626336522229
288,0.9520089285714286
289,0.9622222222222222
290,0.9513966480446927
291,0.9642058165548099
292,0.9457236842105263
293,0.9663299663299664
294,0.954945054945055
295,0.9442881260551491
296,0.9569110240626749
297,0.9543118218161051
298,0.9491150442477876
299,0.9530463946338736
300,0.9577866514546491
301,0.9580302182428652
302,0.9447293447293448
303,0.9607951408061844
304,0.9647527003979534
305,0.9565462753950339
306,0.9571830985915493
307,0.9637362637362638
308,0.9521715228147334
309,0.9602829162132753
310,0.9525155455059355
311,0.9608062709966405
312,0.9577940348902645
313,0.9638139000574383
314,0.9529816513761468
315,0.9597090095131505
316,0.963302752293578
317,0.9556179775280899
318,0.9632975719932242
319,0.9648326715825298
320,0.9629023458810693
321,0.9536312849162011
322,0.9624786810687891
323,0.9418472063854048
324,0.943725379853686
325,0.9678530424799081
326,0.9513172966781214
327,0.9517319704713231
328,0.9496321448783248
329,0.9543429844097996
