,0.7,0.4,0.1
0,0.9130434782608695,0.9432071269487751,0.9610855094726063
1,0.9044321329639889,0.9615166949632145,0.9649568308786186
2,0.9045161290322581,0.9534090909090909,0.9672466734902764
3,0.8761609907120743,0.9492753623188406,0.96415770609319
4,0.9153225806451613,0.9549697968149369,0.9638124362895005
5,0.8399412628487518,0.9502890173410404,0.956095041322314
6,0.900976290097629,0.9549647314161693,0.9582909460834181
7,0.912850812407681,0.9624439461883408,0.96
8,0.8506998444790047,0.9616252821670429,0.9672557172557172
9,0.8635658914728682,0.9413735343383585,0.96514607893388
10,0.9377537212449256,0.9556786703601108,0.9624292331446217
11,0.9184615384615384,0.9588963963963963,0.9693506493506493
12,0.9428191489361702,0.9558323895809739,0.9642309657639244
13,0.8995433789954338,0.9656724817107485,0.9659725749111224
14,0.8746130030959752,0.9573033707865168,0.9619289340101523
15,0.8876560332871013,0.9467658843732112,0.9661885245901639
16,0.8798751950078003,0.9575892857142857,0.9642492339121552
17,0.8988015978695073,0.9636963696369637,0.9560327198364008
18,0.8739635157545605,0.9517045454545454,0.9661190965092402
19,0.9305949008498584,0.9597469810235768,0.9608739837398373
20,0.905688622754491,0.9571759259259259,0.9545683997980817
21,0.9280575539568345,0.9525669642857143,0.9629441624365482
22,0.8585858585858586,0.9649507119386638,0.9595141700404858
23,0.9015151515151515,0.9624649859943978,0.967408173823073
24,0.904,0.9481185860889396,0.9696509863429439
25,0.9173047473200613,0.9565962307252999,0.9604113110539846
26,0.8330683624801272,0.9651226158038148,0.9679552390640895
27,0.8369905956112853,0.9595505617977528,0.9631336405529954
28,0.891271056661562,0.9613228699551569,0.9610126582278481
29,0.8711819389110226,0.95406162464986,0.9517031011692934
30,0.8167701863354038,0.9616685456595265,0.9642301710730948
31,0.8877284595300261,0.957174638487208,0.9630785231409257
32,0.8415697674418605,0.9634626194491287,0.9602649006622517
33,0.8859259259259259,0.9592760180995475,0.9605861546235472
34,0.9365781710914455,0.9594669627984453,0.9620707329574577
35,0.8267394270122783,0.9456210646823126,0.9612837493632196
36,0.8578352180936996,0.9522502744237102,0.9668565510098395
37,0.8652173913043478,0.9569591950810509,0.9545923632610939
38,0.9118136439267887,0.9407821229050279,0.9650986342943855
39,0.8922470433639947,0.9496925656791504,0.961439588688946
40,0.8411669367909238,0.9573304157549234,0.9623905203503349
41,0.7669902912621359,0.9494725152692949,0.9569569569569569
42,0.7770154373927959,0.956989247311828,0.9600404653515427
