symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
MAFTRR	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
APOE	0.013674454623333965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11246719755814989	No data	No data	No data	0	1	0	0	0	0	No data	0.1554490518858096	-0.9832509398565298	0	-1	No data	0	0.75	-1
SPATA2	0.01899012873723685	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1561865989668841	No data	No data	No data	0	0	0	0	0	0.2307699999999997	No data	-0.7678683058970619	0	0	No data	No data	0	-1	-1
PRTN3	0.004506821005738447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	0	1	1	1	1	0	No data	0.7166076265888728	0	0	No data	No data	0	1	0.5
NELFCD	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.8967300000000001	No data	-0.5716816003334029	0	-1	No data	No data	No data	-1	-1
CSF2	0.046386346607006565	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3815100895467436	No data	No data	0.75	0	1	0	0	0	0	No data	-0.4920816836841009	-0.9076898439333353	0	No data	No data	No data	0.5	1
LCN2	0.0042501683288740716	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03495602086266821	No data	No data	No data	0	1	0	0	1	0	No data	0.7658887268180872	-0.9081327284738988	0	No data	No data	0	0.5	0
MINDY4	0.013340806143410273	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10972306548559743	No data	No data	No data	0	0	0	0	0	0	No data	0.27203584080016663	No data	0	No data	No data	0	-1	-1
ASAH1	0.017739833024865686	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14590339142678904	No data	No data	No data	0	1	1	1	0	0	No data	0.32735986663888306	-0.9274867519309518	0	No data	No data	0	0.5	-1
TNXB	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	1	0	0	0	0	No data	-0.372681808710148	-0.6940545315841729	0	No data	No data	0	0.5	0
