symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
GARRE1	0.07391597093694036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	0	0	0	0	0	0.6495350000000002	No data	-0.7398416336736819	0	0	No data	No data	No data	-1	-1
MAGEE1	0.0019700195203117376	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01620266260610054	No data	No data	0	0	0	0	0	0	No data	-0.7420295894978121	No data	0	No data	No data	0	1	0
MT-RNR2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	1	No data	No data	No data	No data	No data	No data	-0.8271669918441826	No data	No data	No data	No data	No data	No data
RBP1	0.0042501683288740716	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03495602086266821	No data	No data	No data	0	0	0	0	0	0	No data	0.7552615128151698	-0.7716408051027335	0	No data	No data	0	0.5	-1
Metazoa_SRP	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	-0.5058150000000001	No data	No data
ADGRL3	0.03698755185684496	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	0.299649090142768	No data	1	0	0	0	0	0.8152949999999997	No data	-0.9049802042092102	-0.28649232490722487	0	-1	No data	0	0.5	0
NAV1	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	0	0	0	0	0	0.5217199999999999	No data	-0.9899979162325484	-0.7606797080288469	0	No data	No data	0	-1	-1
PEA15	0.013674454623333965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11246719755814989	No data	No data	No data	0	0	0	0	0	0.9615400000000001	No data	-0.4041466972285893	0	0	No data	No data	No data	1	-1
DMBX1	0.03238956782028427	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.26639189812009223	No data	No data	No data	0	0	0	0	0	0.6949599999999997	No data	-0.6677432798499687	-0.7112569908284078	0	No data	No data	0	No data	No data
MUC16	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	1	1	0	0	0	0	No data	-0.1860804334236299	No data	0	-1	No data	No data	0.75	0.5
B3GNT2	0.006105869843674255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05021846127603996	No data	No data	No data	0	0	0	0	0	0.3702750000000002	No data	-0.6109606167951657	-0.2838740570276904	0	No data	No data	0	-1	-1
SCAPER	0.11124353626009523	No data	No data	0.18237923928348632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.40714499999999987	No data	-0.6559699937486976	-0.6164656411052677	0	No data	No data	No data	0.5	-1
SYT2	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	0	0	0	0	0	0.9045349999999999	No data	-0.7749531152323401	-0.6901238762599882	0	No data	No data	-0.3973749999999999	1	0.5
RNF220	0.06843140589341938	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5628223324288387	No data	0	0	0	0	0	0.8939950000000003	No data	-0.8856011669097729	-0.754208958736662	0	No data	No data	No data	0.75	-1
GLS2	0.006390158712239762	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.052556629285313315	No data	No data	No data	0	0	1	1	0	0.7176099999999999	No data	-0.09991664930193789	-0.6558061357937917	0	No data	No data	-0.1735875	1	0
EIF4EBP1	0.011555913196559213	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09504299866003624	No data	No data	No data	0	0	0	0	0	0.5338999999999998	No data	0.6181496145030214	-0.20048869973694317	0	No data	No data	0	0.5	-1
CES3	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0	No data	0.2883934152948531	No data	0	No data	No data	0	0.5	0
TNFRSF1A	0.030935255585031025	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.254430732137329	No data	No data	0.25	1	1	0	1	0	0	No data	-0.8435090643884142	-0.9392443232357308	0	-1	No data	0	-1	-1
SHMT1	0.027320780113283597	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22470304367387536	No data	No data	No data	0	0	0	0	0	0.5134549999999998	No data	0.5093769535319859	-0.536073563266993	0	-1	No data	-0.07867499999999997	0.5	-1
UQCR11	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.19643000000000016	No data	0.9645759533236091	No data	0	No data	No data	No data	0.5	-1
SLC17A8	0.004784005896751974	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.039346632178752144	No data	No data	No data	0	0	0	0	0	0.6264850000000003	No data	-0.3664305063554907	-0.34159281114363393	0	No data	No data	-0.28692749999999984	0.5	0.5
DPF1	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3039653988058105	No data	0	0	0	0	0	0.89664	No data	-0.778287143154824	0	0	No data	No data	-0.22480499999999992	1	0.5
