symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
TNFRSF1A	0.6624404083896251	0.8738441242623839	No data	0.5592963338026914	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.25	1	1	0	1	0	0	No data	-0.8435090643884142	-0.9392443232357308	0	-1	No data	0	-1	-1
CD58	0.5306090501624271	0.8487623825092331	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	No data	No data	-0.3144405084392582	No data	0	No data	No data	No data	-1	-1
TNFSF14	0.5080167821014588	0.8182475702393021	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.5	0	1	0	0	0	0	No data	-0.13825797041050214	0	0	No data	No data	0	0.75	0
CD86	0.5178932127945379	0.802451851966246	No data	No data	No data	No data	No data	No data	No data	No data	0.16253705352810702	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0	No data	-0.6971244009168577	-0.3219699845368945	0	No data	No data	0	0.5	0
CD5	0.4815398758073026	0.7781420404902258	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	0	0	0	0	0	No data	0.15003125651177318	0	0	No data	No data	0	0.5	0
PTGER4	0.4715336475112735	0.7734361297386493	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.4159849999999999	1	-0.7570327151489894	-0.9613965032289162	0	No data	No data	0	0.5	0
RGS1	0.4721228750136485	0.7726486805954791	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.33014500000000024	No data	-0.49176911856636796	-0.08625119081808047	0	No data	No data	0	0.5	-1
IL2RA	0.6491335290406111	0.7581817865151174	No data	No data	No data	No data	No data	No data	No data	No data	0.8688345460042132	No data	No data	No data	No data	No data	No data	1	0	0	0	1	0	0	No data	-0.3085017712023338	-0.8950522684742601	0	No data	No data	No data	0.5	0
CD40	0.46633475510944794	0.7471351062486193	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	1	0	1	0	0	No data	-0.5973119399874973	-0.2546990079032288	0	-1	No data	0	-1	0
CYP24A1	0.4521929059264913	0.7379798204701539	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.1439700000000002	No data	0.644092519274849	-0.6228894450444019	0	-1	No data	0	0.75	0
GATA3	0.4362533110371366	0.7099259398022267	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.81982	No data	-0.6419045634507189	-0.9689960211737705	0	-1	-1	-0.16103500000000004	0.5	0
ERG	0.49548842620229144	0.6958016091793913	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.46945714724781573	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.8225450000000002	No data	-0.7169201917066055	-0.9546738487107798	0	No data	No data	-0.08141999999999996	-1	0
IL7R	0.5541518298181067	0.6939217057763034	No data	0.5592963338026914	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.16263804959366546	0	0	No data	-1	0	0.5	0
SP140	0.418663911384116	0.6836074683783335	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.39456136695144817	-0.2968774632995319	0	No data	No data	0	0.75	0
EVI5	0.41798777566467904	0.6830318537673765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2493949999999998	No data	-0.18399666597207753	0	0	No data	No data	-0.1979424999999999	-1	-1
MMEL1	0.41703007515061846	0.6772437031783562	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	1	0	0	No data	0.10971035632423431	0	0	No data	No data	0	0.5	0
CBLB	0.4124670648927896	0.6712845148395824	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.7606949999999998	No data	-0.8025630339654095	0	0	No data	-1	0	-1	-1
SCN3A	0.475634464107194	0.6595575948335274	No data	No data	No data	No data	No data	No data	No data	No data	0.4896787800969464	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7399999999999999	No data	-0.9175869972911023	-0.45806794162493086	0	No data	No data	-0.68875	0.5	0.5
TAGAP	0.4025650060840194	0.6582966374538285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.5972077516149198	-0.21576803032356207	0	No data	No data	0	0.5	0
ZC2HC1A	0.39222990520590395	0.6451884108304076	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.35384499999999974	No data	-0.44978120441758696	-0.035273244377982405	0	No data	No data	0	-1	0
AHI1	0.3911938306295892	0.6401405274378621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.05136486768076676	-0.7847278153291098	0	No data	No data	0	-1	-1
ANKRD55	0.388198957604616	0.630732317553444	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.28339	No data	-0.05313607001458642	No data	0	No data	No data	0	0.5	0.5
BCL10	0.3817558946233475	0.6279594587462136	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5493549999999999	No data	-0.2204625963742446	-0.6624472948720023	0	No data	-1	No data	-1	-1
IL12A	0.3820708094606691	0.6247233849647736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	0	0	0	0	No data	-0.12033757032715153	-0.6608376736048044	0	-1	No data	No data	0.5	0.5
SLAMF7	0.3639321769180132	0.5954576033269481	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.24848926859762455	0	0	No data	No data	0	0.5	0
BACH2	0.3582966154881407	0.5868014329407687	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5005949999999999	No data	-0.8465305271931652	-0.35063214038584284	0	No data	No data	0	0.75	0
IFNGR2	0.3577955349509045	0.5844011644033079	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.7052510939779121	0	0	No data	No data	0	-1	-1
INAVA	0.35428824263380715	0.5827772569274333	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3771650000000001	No data	-0.2185872056678475	-0.031038826058105984	0	No data	No data	0	0.5	0
SHMT1	0.43794320443924517	0.5766612965071939	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5688988374835828	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5134549999999998	No data	0.5093769535319859	-0.536073563266993	0	-1	No data	-0.07867499999999997	0.5	-1
PHGDH	0.3494838179394846	0.5748743431201419	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	1	0.727955	1	-0.1635757449468639	-0.9113009845959088	0	No data	No data	0	-1	-1
FCRL3	0.36241562093215296	0.5747784020403404	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	No data	No data	0.42967284851010623	No data	0	No data	No data	0	1	0.5
RANBP6	0.34843280199391735	0.5731455016965845	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8099550000000001	No data	-0.37934986455511566	No data	0	No data	No data	-0.4705874999999999	-1	-1
ATP23	0.34703411938319845	0.5708447750082609	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.024389999999999645	No data	0.3794540529276933	-0.6554331108209621	0	No data	No data	No data	0.5	0
TIMMDC1	0.34635361273078036	0.5697253932380141	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4175869972911024	-0.6500366874962166	0	No data	No data	No data	-1	-1
DLG2	0.3462933813368298	0.569626317168522	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.676925	No data	-0.7066055428214211	-0.2521249202274059	0	No data	No data	-0.15897499999999987	0.5	0
RND3	0.3459321437209908	0.5690321087203595	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	1	No data	-0.7811002292144197	-0.8660901408732532	0	No data	No data	0	0.5	-1
TTC33	0.3430774955335536	0.5643364292143166	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.10305499999999981	No data	0.15753281933736196	No data	0	-1	No data	No data	-1	0
SATB1	0.34314678293341994	0.5638424709282779	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9148099999999999	No data	-0.7659929151906647	-0.8585911940106496	0	No data	No data	0	0.75	-1
IRF5	0.3519889254326622	0.5621540490615018	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.27043000000000034	No data	-0.3823713273598667	-0.632939079468739	0	No data	No data	0	-1	0
MAPK3	0.34530394931780023	0.5607814637267678	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	1	1	0	0.8416899999999998	1	-0.36111689935403213	-0.7405796430633149	0	-1	No data	-0.5448550000000001	-1	-1
SPRED2	0.33909782093099605	0.557790166682146	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6052649999999999	No data	0.19576995207334869	-0.6568930297566961	0	No data	No data	0	-1	-1
TOX2	0.33855712864617565	0.5569007689300587	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3972349999999999	No data	-0.34819754115440715	-0.16068148577515484	0	No data	No data	0	0.5	-1
SAE1	0.3370773326645839	0.5544666169058391	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0.6676299999999997	1	-0.7987080641800375	0	-1	No data	No data	0	-1	-1
CIMAP1B	0.33422434339140966	0.5491657353901807	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.2394248801833716	-0.6496534920892894	0	No data	No data	0	0.5	0
STAT3	0.40766113132060605	0.5451908668510128	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4854431075534621	No data	No data	No data	No data	No data	0.5	0	0	1	1	0	0.9935049999999996	1	-0.9820795999166493	-0.8662496394979585	0	-1	-1	0	-1	-1
RNASEL	0.33139506042404693	0.545119710542712	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0	No data	0.2748489268597625	0	0	No data	No data	No data	-1	-1
CLEC16A	0.33505509063996475	0.5428713244250872	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4776850000000003	No data	-0.6469056053344446	-0.7363340013088678	0	No data	No data	No data	-1	-1
CD28	0.3384283013526449	0.5428119562809643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	0	0	0	0	0	No data	-0.24557199416545117	-0.2598204566637946	0	No data	No data	0	0.75	0
MTHFR	0.3349430584088355	0.5415441073430316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5045749999999998	No data	0.014065430297978798	-0.75257434052664	0	-1	No data	0	-1	-1
HOXA1	0.32717427010540573	0.538176830966248	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6865650000000002	No data	-0.34736403417378625	-0.9698182422561604	0	No data	No data	0	0.5	0.5
NLRC5	0.3295299760776574	0.5377287249648581	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.5605334444675973	0	0	No data	No data	0	0.5	0
ETS1	0.3268496319214535	0.5317725082422171	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.6804099999999998	No data	-0.6400291727443217	-0.9202363218672646	0	-1	No data	0	0.5	-1
GLDN	0.3234203264474666	0.5313939478999123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0.3194200000000002	No data	0.42290060429256093	0	0	-1	No data	0	0.5	0
CMC1	0.32233372561726925	0.5302145028408207	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.43395999999999973	No data	0.38341321108564275	No data	0	No data	No data	No data	-1	-1
ATXN1	0.3241152318156299	0.5283659337139411	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.3496949999999998	No data	-0.7332777662012919	-0.704686161185096	0	No data	No data	0	-1	-1
NFKBIZ	0.318001369341811	0.5224801749393302	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.07381499999999974	No data	-0.9002917274432174	-0.6762022603481055	0	No data	No data	0	1	-1
NCF4	0.31785268592256216	0.5221476231205067	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.32153500000000007	No data	0.34736403417378625	-0.4700118918221574	0	-1	No data	0	0.5	0
TGFBR3	0.31757216950323947	0.5208622775989376	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.07167999999999992	No data	-0.5006251302354657	-0.9546843360878445	0	No data	No data	0	-1	-1
PTPN22	0.3192704069137484	0.5198283921351026	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0	No data	0.2202542196290893	-0.7777096794822363	0	No data	No data	0	0.5	0
SH2B3	0.3178869443576743	0.519183796225158	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.13252760991873302	0	0	No data	-1	0	0.5	-1
IFI30	0.3181810184343659	0.5151648970781707	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.6232548447593249	No data	0	No data	No data	No data	0.5	-1
PVR	0.312122155625604	0.5134172456007147	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	No data	0.45186497186913943	-0.08158723681407493	0	No data	No data	0	-1	-1
FOXP1	0.3140365335236465	0.5128511192262718	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.859675	No data	-0.9163367368201709	-0.9250388461562081	0	No data	No data	0	-1	-1
CLEC2D	0.31065274352458383	0.5097843126763318	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.2963117316107522	-0.33265562107578445	0	No data	No data	0	0.5	0
POU5F1B	0.30779159215677204	0.5062937975276026	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.06685000000000016	No data	0.872681808710148	No data	0	No data	No data	-0.9025075000000001	0.5	0.5
JAK1	0.3201560989368973	0.50583756142118	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.7400350000000003	1	-0.8714315482392165	-0.9404746140460091	0	No data	-1	0	-1	-1
GFI1	0.30890940942883416	0.5048648940236496	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3838850000000001	No data	-0.42165034382162947	-0.7356397504576051	0	No data	No data	0	0.75	0
TENT4A	0.3057071106125921	0.5028649836685758	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6212099999999999	No data	-0.9044592623463221	-0.7396229743341148	0	No data	No data	0	-1	-1
ZFP36L1	0.3058186974545135	0.50244060475279	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9260350000000003	No data	-0.37851635757449464	-0.9089812404026845	0	No data	No data	0	-1	-1
WWOX	0.3057684854056978	0.5006576610782582	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6739150000000003	No data	0.6361742029589499	-0.9403385307640757	0	-1	No data	0	-1	-1
DKKL1	0.3033620101022379	0.4966517395590538	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.5609501979579079	0	0	No data	No data	No data	1	0.5
RGS14	0.2995928600018073	0.4928075056878486	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.2579500000000003	No data	-0.40425088560116695	No data	0	No data	No data	0	1	0
ZNF774	0.2995880940554727	0.4927996660680213	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.6026255469889561	No data	0	No data	No data	0	-1	0
JAZF1	0.44440812490545106	0.4923472902819024	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9794249999999998	No data	-0.6228380912690143	-0.37488308494159406	0	No data	No data	No data	0.5	-1
TRIM14	0.2983938581235486	0.4908352386420447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.05292769326943114	-0.3444418667398136	0	No data	No data	0	-1	-1
LBH	0.29649948409667637	0.48771913721353566	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5238100000000003	No data	0.7041050218795581	0	0	No data	No data	0	-1	-1
TNRC18	0.2966681843513054	0.48647680932843773	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.7747447384871848	No data	0	No data	No data	0	-1	-1
IQCB1	0.29312826193474784	0.4821737327445187	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3478250000000003	No data	-0.017503646593040267	-0.6602695055832843	0	No data	No data	No data	-1	-1
UBASH3B	0.293353287078331	0.4816319858224385	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7996899999999997	No data	-0.3799749947905814	No data	0	No data	No data	0	0.5	0
TXK	0.29313448252893337	0.4814363758751532	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.14611000000000018	No data	-0.1595123984163367	0	0	No data	No data	0	0.5	0
CXCR4	0.2941653382901076	0.4791998531501681	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	1	0.5596600000000003	0	0.1749322775578246	-0.9769994957769043	0	No data	-1	0	0.5	-1
RREB1	0.28985540363553775	0.47572625046477995	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.04132999999999996	No data	-0.9360283392373411	-0.9022933022533566	0	No data	No data	0	-1	-1
SEC61G	0.28576918769925397	0.47006861442446396	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	1	No data	0.024380079183163206	0	-1	No data	No data	No data	-1	-1
RRP15	0.5330279855201744	0.468077499871116	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7597711867446437	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.3144405084392581	No data	-1	No data	No data	No data	-1	-1
SYPL1	0.2841688904030038	0.46743624688766994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.21161999999999992	No data	-0.11721191914982287	-0.19367094385831896	0	No data	No data	0	-1	-1
ZFP42	0.34400998954747686	0.46393104620201314	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4077570594321775	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	-0.6232929426617279	0	No data	No data	0	0.5	1
IRF8	0.28477448855874654	0.462281051564653	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4835700000000003	No data	-0.6987914148780996	-0.8355707132960744	0	No data	No data	0	0.5	0
BATF3	0.2808009587965746	0.4618962551325872	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.41998332986038767	-0.08625119081808047	0	No data	No data	0	0.5	0
TNIP3	0.28012948686259126	0.4607917347881314	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	-0.4217545321942071	No data	0	No data	No data	0	0.5	0.5
PUS10	0.27944496393326757	0.45966574654734316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.32892500000000024	No data	0.1617003542404667	0	0	No data	No data	No data	-1	-1
PRXL2B	0.2788907395584604	0.4587540895347612	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4191899999999997	No data	0.6254428005834549	0	0	No data	No data	No data	0.5	0
RMI2	0.27680651086262986	0.45471776079445797	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.21768500000000018	No data	0.9392581787872474	No data	0	No data	No data	No data	0.5	0
MALT1	0.278521082639099	0.45300146498371596	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.3992699999999999	1	-0.7568243384038341	0	0	-1	No data	No data	-1	-1
ZBTB38	0.27353788314301886	0.4499490471903507	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.06694499999999977	No data	-0.8614294644717649	No data	0	No data	No data	0	-1	-1
IL12B	0.29617477916789886	0.4468360927019499	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	1	0	1	0	0	0	0	No data	0.01083559074807261	-0.7719200804355791	0	No data	No data	No data	0.5	1
ETV7	0.2722060241968529	0.4464367946540745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.6329443634090435	No data	0	No data	No data	0	0.5	0
TCF7	0.27669751890398814	0.44042941670402014	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.6614600000000003	No data	-0.24359241508647633	0	0	-1	No data	0	1	0
LEF1	0.26708222723932	0.43781015643271376	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.8621549999999999	No data	-0.8747655761617004	-0.8189250526739389	0	-1	-1	-0.09147750000000006	1	0
STARD10	0.26603623344002864	0.4370809914977315	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8625450000000001	No data	0.07084809335278175	-0.8872725118759164	0	No data	No data	0	0.5	-1
RBM17	0.26208074201923587	0.4311029200179905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.9625950000000003	No data	-0.9637424463429881	No data	-1	No data	No data	No data	-1	-1
PKIA	0.26202918965315747	0.43101812029032266	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0.8684199999999997	No data	0.7993331944155033	0	0	No data	No data	0	0.75	0
KCNRG	0.26010458934223174	0.42785229891972104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.7036882683892478	No data	0	No data	No data	0	1	0.5
NADSYN1	0.25420887410904397	0.4175463642434603	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2705399999999997	No data	0.035736611794123796	-0.8102139577806855	0	No data	No data	No data	-1	-1
MYB	0.2533189888707748	0.4166905013958655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.3955300000000001	No data	-0.6871223171494061	-0.9030570167800214	0	-1	-1	0	0.75	0
L3MBTL3	0.3819655067540737	0.4163432844281546	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5223686751804598	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.46794999999999976	1	-0.798291310689727	-0.5048627940027491	0	No data	No data	0	-1	-1
C1QL2	0.2514941982277407	0.413688859350088	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.7038350000000001	No data	0.3659095644926027	-0.10006653173107727	0	No data	No data	-0.1289200000000001	1	0.5
MAF	0.2525548494339256	0.41132148924371453	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5285350000000001	No data	-0.4483225672015003	-0.9558786801623228	0	No data	No data	0	-1	-1
OS9	0.2488106800373716	0.40927467569479065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.07796000000000021	No data	-0.1581579495728277	0	0	No data	No data	0	-1	-1
HHEX	0.24863859459296567	0.40838367740811277	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	-0.4011252344238383	-0.9682252838678473	0	No data	No data	No data	0.5	0
