symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
LANCL1	0.01089619624696236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5739350000000002	No data	0.37903729943738274	-0.2920459654454413	0	No data	No data	0	0.5	-1
FUT7	0.0013271308463773436	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	No data	0.35434465513648683	0	0	No data	No data	0	0.75	0.5
RAB20	0.32500530006120454	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5346090399401602	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.12393000000000001	No data	0.6804542613044384	0	0	No data	No data	0	-1	-1
ZNF596	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.6455511564909355	No data	0	No data	No data	0	0.5	-1
KIAA0586	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.23379870806418002	-0.8187456046116273	0	No data	No data	No data	-1	-1
CSF2RB	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	1	0	No data	-0.5731402375494894	-0.674548840923049	0	No data	No data	0	0.5	0
CHD1L	0.04398000270747951	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3143799999999999	No data	0.4509272765159409	No data	0	No data	No data	0	-1	-1
PLAUR	0.14170272781413784	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2261214697546541	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0	No data	-0.08689310272973538	-0.8050844780892271	0	-1	No data	0	1	-1
RRM1	0.03695798546847018	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	1	1	0	0	1	1	0.88005	No data	-0.9770785580329235	-0.5716940165100484	-1	-1	No data	No data	-1	-1
HLA-DRB1	0.401756768005121	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.75	1	0	0	1	0	0	No data	0.2992290060429257	0	0	-1	No data	-0.718045	0.5	0
S1PR5	0.5747673652156244	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9423779142111337	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.2462299999999999	No data	0.15451135653261105	0	0	No data	No data	0	0.5	0
TPO	0.013661096113393662	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0	No data	0.24202958949781195	-0.8133443197287307	0	-1	No data	0	1	0
TAF1	0.2903855107014044	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47462246124321905	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.8211449999999999	1	-0.9992706813919566	No data	-1	No data	No data	-0.7437275	-1	-1
CREM	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3478250000000003	No data	-0.5285476140862679	-0.7900137410211661	0	No data	No data	-0.07190750000000001	0.5	-1
IGHV3-7	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	No data	No data	No data	No data	No data	No data	-0.7649574999999998	0.5	0
AGER	0.01695434627888107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	1	1	1	1	0	No data	0.4943738278808085	-0.8670442313580745	0	No data	No data	0	1	0
SBK2	0.005068618140007653	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0.08046000000000006	No data	0.7100437591164825	0	0	No data	No data	0	0.75	0.5
RICTOR	0.009239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.7716650000000002	No data	-0.9375911648260055	-0.43957067362037694	0	No data	No data	No data	-1	-1
OCA2	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	-0.06803500729318612	-0.9583584828863195	0	No data	No data	0	1	0
MSRB2	0.002369492018783328	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.6581579495728276	No data	0	No data	No data	0	-1	-1
TREML1	0.0026701764882718633	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.8568451760783498	-0.7081856387391041	0	No data	No data	0	0.75	0.5
CD59	0.07245585582545275	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.11846217962075434	-0.8269662409432657	0	No data	No data	0	-1	-1
NGF	0.019052259053026908	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	1	0	1	0	0.2531100000000002	No data	-0.4593665346947281	-0.9450779071332829	0	No data	No data	0	0.5	0
MPRIP	0.34742183841412844	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5688988374835828	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.7536986872265055	-0.15090759407502263	0	No data	No data	0	-1	-1
ENSG00000277548	0.0015800559273409546	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA4	0.3052416146064566	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.4717027382044574	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.52166	No data	-0.6210668889351949	No data	0	-1	No data	0	0.75	0.5
RPL8	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	1	No data	-0.7459887476557616	No data	-1	No data	No data	0	-1	-1
PIMREG	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.2824546780579287	No data	0	No data	No data	No data	0.5	0.5
NOC3L	0.38563381679235326	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6343383462515694	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5125	No data	-0.06730568868514275	No data	-1	No data	No data	No data	-1	-1
ENSG00000261367	0.001409866875227086	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMEM97	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.11931999999999973	0	0.6110648051677432	-0.031038826058105984	0	No data	No data	No data	0.5	-1
GPIHBP1	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	No data	-0.12511711754295884	0	No data	No data	0	0.5	0
NAT8L	0.009239496367117545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6854300000000002	No data	-0.5511564909356116	-0.6590801518560985	0	No data	No data	0	0.75	0
CXCL16	0.011243097100547725	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.49333194415503234	-0.20363345368340835	0	No data	No data	No data	-1	-1
CCL13	0.004588949862335047	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	No data	No data	0.7917274432173369	-0.9570952464677102	0	No data	No data	-0.1326525	0.5	0
ADRA2B	0.33395087084558955	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	0.5284734430464738	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.1666649999999997	1	No data	-0.8410782060696528	0	-1	No data	0	-1	0
HLA-C	0.02359478688176778	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.1346113773702855	-0.6731233513695991	0	-1	No data	-0.6379774999999999	0.5	0
ERAL1	0.02844172377401309	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.14346738903938316	-0.5716940165100484	0	No data	No data	0	-1	-1
ICAM2	0.0025870589827929123	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.40341737862054594	No data	0	No data	No data	0	0.5	-1
NPTN	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.7613050000000001	No data	-0.8287143154823922	-0.7188407300405899	0	No data	No data	0	-1	-1
LINC01194	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFB5	0.1144640520078783	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.4098770577203583	-0.7970603619816965	0	No data	No data	No data	-1	-1
TPI1	0.009072146251058616	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.7991950000000003	No data	-0.21806626380495941	-0.6441794138647511	-1	No data	No data	No data	0.5	-1
SEMA6A	0.0022066720341633044	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7572800000000001	No data	-0.862783913315274	No data	0	No data	No data	0	0.5	-1
HCG4	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TDRD7	0.007913019278659755	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.19399000000000016	No data	-0.5196916024171703	-0.19037287424326255	0	No data	No data	0	0.5	-1
LGALS9	0.02842588303305875	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	1	1	0	No data	No data	0.0983538237132735	0	0	No data	No data	-0.8802824999999999	0.5	-1
TRAPPC9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5949500000000001	No data	-0.21796207543238177	-0.3556943862964834	0	No data	No data	No data	-1	-1
KLF6	0.011900458750104039	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7526499999999998	No data	-0.8212127526568035	-0.767065491280931	0	No data	No data	0	0.5	-1
SEC24C	0.27446638737221274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.45147636614316855	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6252299999999998	No data	-0.918212127526568	-0.4025761376112691	0	No data	No data	No data	-1	-1
MYD88	0.011161156737231738	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.08783999999999992	No data	-0.3117316107522401	-0.8762281824050694	0	-1	-1	No data	-1	0
PPP1R13L	0.005358907892928176	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3659399999999998	No data	-0.512085851219004	-0.9654403205734576	0	No data	No data	No data	0.5	0
TPH2	0.005707955533463728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	No data	No data	1	1	0	0.6632649999999998	No data	-0.07397374453011041	-0.9431351724049769	0	No data	No data	-0.1224499999999999	No data	No data
PPP3CC	0.37015415801015017	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6088754829733508	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.34570500000000026	No data	-0.5692852677641176	0	0	No data	No data	-0.49707000000000007	-1	-1
OTC	0.008869916512432843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	1	0.63277	No data	-0.6204417586997291	-0.9259331835091456	0	No data	No data	0	0.75	0.5
ITGB2	0.02064765165739462	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.031210000000000092	No data	0.09908314232131699	-0.8694545863625888	0	No data	No data	0	0.5	-1
ETFA	0.01074615024138218	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.78979	No data	-0.2859970827255678	-0.39200627018009526	0	No data	No data	No data	0.5	-1
PTGR2	0.0044349582562164215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.3304850000000002	No data	0.2053552823504896	0	0	No data	No data	0	-1	0
TELO2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.020629297770368815	-0.6192584199503304	0	No data	No data	No data	-1	-1
PBK	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.39440999999999987	No data	0.36007501562825595	0	0	No data	No data	No data	0.75	0
FURIN	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.6914349999999999	No data	-0.8972702646384664	-0.8899847875022523	0	No data	No data	0	0.5	-1
DPYD	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	0	0	1	0	0.47805000000000036	No data	0.12023338195457378	-0.05905544609812324	0	-1	No data	0	0.5	-1
KAT8	0.4619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0.9126649999999998	No data	-0.5224005001041884	-0.8393675880278839	-1	No data	No data	0	-1	-1
DCLK3	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	No data	-0.4187330693894561	No data	0	No data	No data	0	0.5	0.5
SLC12A2	0.2650293000675372	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43443324712025894	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0.7029699999999999	No data	-0.7413002708897687	-0.9241788374436629	0	No data	No data	0	0.5	-1
NDUFA6	0.4905908313578468	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1882846739424511	0.7599134970145264	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.375	No data	0.7643259012294228	-0.7277052597941727	0	No data	No data	No data	-1	-1
ABLIM1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5629800000000003	No data	-0.7202542196290894	-0.5978362227576506	0	No data	No data	0	-1	-1
TAS2R16	0.010348235931171651	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0	No data	No data	No data	0	-1	No data	0	No data	No data
MPST	0.003326218692162316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4923942488018338	-0.101334915822818	0	No data	No data	0	0.5	0
GABRB1	0.38805884741893687	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	0.607930797611621	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.9050649999999998	No data	-0.747551573244426	-0.3025500666184963	0	No data	No data	-0.4831225	0.5	0.5
IL1A	0.0199315266829551	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	1	0	0	0	0	No data	0.4596790998124609	-0.11063639916225082	0	-1	No data	No data	0.5	0
MTM1	0.26239453627943427	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.43161908774864544	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.60199	No data	-0.9153990414669723	-0.8440414345822567	0	No data	No data	-0.11277000000000008	-1	-1
OSBPL6	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8875799999999998	No data	-0.8846634715565743	No data	0	No data	No data	0	0.5	0
PSMA6	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.9796750000000003	No data	-0.8487184830172952	No data	-1	No data	No data	0	-1	-1
JAG1	0.01966163569848278	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.8275849999999998	No data	-0.9448843509064389	-0.9687709106246164	0	No data	No data	0	-1	-1
MB	0.0018478992734235094	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.15584500000000007	No data	0.4358199624921859	-0.9379996512026706	0	No data	No data	0	0.75	0
HOMEZ	0.2710762751517147	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44589988896218546	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	No data	0	No data	No data	0	-1	-1
DHX37	0.4619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.19619500000000017	No data	-0.7720358408001667	-0.6007611519457762	-1	No data	No data	0	-1	0
GLRA3	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.9461199999999999	No data	-0.2608876849343613	No data	0	No data	No data	-0.48814749999999985	0.75	0.5
CENPC	0.0037365045975436125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.4371744113356949	No data	-1	No data	No data	No data	-1	0
BRCC3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8625450000000001	No data	-0.12221296103354862	-0.05232536463477516	0	No data	No data	0	-1	-1
SOX2	0.008463879406890041	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9211350000000003	No data	-0.4124817670347989	-0.9586006143868209	0	No data	-1	-0.03785500000000006	0.5	0
WDR48	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.9409149999999997	1	-0.8694519691602417	-0.6628371320606985	0	No data	No data	No data	-1	-1
FBXO24	0.00551961448970901	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0.37068999999999974	No data	-0.3489268597624505	0	0	No data	No data	0	1	0.5
HSPA5	0.025397025668411285	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.9311950000000003	No data	-0.6197124400916858	-0.865826387984295	-1	No data	No data	-0.09021500000000007	-1	-1
GRM3	0.008419645056141983	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	0	1	1	0	0.83504	0	-0.6571160658470514	-0.23254160433628684	0	-1	No data	-0.17519999999999988	1	0.5
PLAAT4	0.012196135204595159	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	No data	No data	0.9487393206918109	No data	0	No data	No data	0	-1	-1
NTSR1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	0	1	1	0	0.27033500000000005	1	0.5163575744946864	-0.2980558385350718	0	-1	No data	0	1	0.5
PECAM1	0.29930819479956206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4804847676120516	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	No data	-0.9277065579280871	No data	No data	No data	0	0.5	-1
ENSG00000285994	0.001678539222841848	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
BGLAP	0.00406537840153172	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.9846843092310897	-0.3532859962759047	0	-1	No data	No data	0.5	0
IL19	0.004322031078396096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.4498853927901647	-0.4621024643363289	0	-1	No data	0	0.75	0.5
RAB32	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.4429047718274641	-0.6918173241916342	0	No data	No data	-0.05555500000000002	0.5	-1
IGKV1D-37	0.009015079266467335	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	No data	No data	No data	No data	No data	No data	-1	0.5	0.5
KCNK5	0.013856780684978417	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4689399999999999	No data	-0.4553031881642009	-0.5907693915496134	0	No data	No data	0	0.5	0
MRGPRX3	0.0039541610775994385	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	No data	-0.6467226559701269	0	No data	No data	-0.580745	0.5	1
NUP205	0.4619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7599134970145264	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6496049999999997	No data	-0.8475724109189414	-0.4157884719002361	-1	No data	No data	No data	-1	-1
FN1	0.022757491574638144	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	0	1	0	0.6023400000000002	No data	-0.7057720358408002	-0.962909460361478	0	No data	No data	0	0.5	0
H3P19	0.0031697632203457927	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
LPAR5	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.032260000000000136	No data	0.19952073348614285	-0.26913066249445006	0	No data	No data	0	0.5	0
CCDC92	0.11403120620970772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18757267547178452	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.10876000000000019	No data	-0.3561158574703063	-0.885367703041717	0	No data	No data	0	0.5	-1
PDIA3	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.653465	No data	-0.8249635340695978	0	0	No data	No data	0	0.5	-1
LYST	0.007761176948378739	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.2646650000000001	No data	-0.7456761825380287	-0.7405231821636667	0	No data	No data	0	0.5	-1
ILDR2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.5383400000000002	No data	-0.7096270056261721	-0.1684471026633641	0	No data	No data	0	0.5	0.5
FADD	0.008017829625243115	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4279016461762868	-0.8816904434802655	0	No data	No data	No data	-1	-1
THOP1	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.44847499999999985	No data	-0.3307980829339445	-0.7909515477574427	0	No data	No data	-0.06023250000000004	-1	-1
IKBKB	0.24958335436042958	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.40937624384759064	No data	No data	No data	No data	No data	0.75	0	0	1	1	0	0.6296300000000002	1	-0.7709939570743904	-0.9196490980060448	0	-1	-1	0	-1	-1
ERVFRD-1	0.0022580176803094257	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.510731402375495	-0.7885248426448926	0	No data	No data	0	1	0.5
PLA2G4A	0.013797326650309095	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	1	1	0	0.719625	No data	-0.3924775994998958	-0.9360530925746535	0	-1	No data	0	0.5	0
POLG2	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0	No data	0.1836841008543446	-0.6559822379262517	0	No data	No data	0	-1	-1
YPEL3-DT	0.0028941570655644155	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GLB1	0.008759658522451906	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	No data	-0.06292977703688274	-0.850885216570878	0	No data	No data	0	-1	-1
ARID5B	0.0036957985468470188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.39814999999999967	No data	-0.9734319649927068	-0.8666773335478478	0	-1	No data	0	0.5	-1
