"","Feature","Comparison","Estimate","P","FDR","Gene","Color","invert_P"
"1","0610009B22Rik","NeuN vs pSyn",0.309257602931129,0.0576990252468212,0.0969692676265092,"0610009B22Rik","NS or FC < 0.5",1.23883152364674
"2","0610010K14Rik","NeuN vs pSyn",0.156175998749977,0.221239776566695,0.299865193711385,"0610010K14Rik","NS or FC < 0.5",0.655136788803037
"3","0610012G03Rik","NeuN vs pSyn",-0.126138214023375,0.369310128543419,0.455338020113236,"0610012G03Rik","NS or FC < 0.5",-0.432608781408873
"4","1110002E22Rik","NeuN vs pSyn",0.913271137927742,1.24608157434406e-07,2.11623064364635e-06,"1110002E22Rik","Enriched in pSyn FDR < 0.01",6.90445352579254
"5","1110004F10Rik","NeuN vs pSyn",-0.549996976835525,9.78334537370656e-06,8.18449309735544e-05,"1110004F10Rik","Enriched in NeuN FDR < 0.01",-5.00951261464903
"6","Bbln","NeuN vs pSyn",0.0258959625382458,0.838013202056239,0.876934130249956,"Bbln","NS or FC < 0.5",0.0767491394425032
"7","1110032A03Rik","NeuN vs pSyn",0.185035873207469,0.124426963711795,0.185419366177811,"1110032A03Rik","NS or FC < 0.5",0.905085496475304
"8","1110032F04Rik","NeuN vs pSyn",-0.0143982150087118,0.91193408938865,0.931839459129886,"1110032F04Rik","NS or FC < 0.5",-0.0400365494448452
"9","1110051M20Rik","NeuN vs pSyn",-0.475444334486006,0.000144255286307706,0.000711433685474959,"1110051M20Rik","NS or FC < 0.5",-3.84086826294034
"10","1110059E24Rik","NeuN vs pSyn",0.246337030305491,0.0363989631154403,0.0659179458304275,"1110059E24Rik","NS or FC < 0.5",1.43891098777008
"11","1110059G10Rik","NeuN vs pSyn",0.375542084836416,0.00806345582313456,0.0187007877293284,"1110059G10Rik","NS or FC < 0.5",2.09347878905633
"12","1110065P20Rik","NeuN vs pSyn",-0.479461173699208,0.000395792295526909,0.00160862950521171,"1110065P20Rik","NS or FC < 0.5",-3.40253266400207
"13","1190007I07Rik","NeuN vs pSyn",0.0830347258043355,0.554646528930627,0.635539808356146,"1190007I07Rik","NS or FC < 0.5",0.255983700552947
"14","1500009C09Rik","NeuN vs pSyn",-0.396292239748231,0.00747418493063351,0.0176500943147605,"1500009C09Rik","NS or FC < 0.5",-2.12643616078661
"15","1500009L16Rik","NeuN vs pSyn",0.556359247024097,0.000111217164752863,0.000585916666788406,"1500009L16Rik","Enriched in pSyn FDR < 0.01",3.9538281805402
"16","1520401A03Rik","NeuN vs pSyn",-0.495984605233562,0.000746189060875393,0.00268588936086717,"1520401A03Rik","NS or FC < 0.5",-3.12715112200154
"17","1600012H06Rik","NeuN vs pSyn",0.401116071121756,0.00523446983168502,0.0130897965483737,"1600012H06Rik","NS or FC < 0.5",2.28112729886261
"18","1600014C10Rik","NeuN vs pSyn",0.16316620586263,0.20931470112909,0.28658256170652,"1600014C10Rik","NS or FC < 0.5",0.679200268101706
"19","1700003E16Rik","NeuN vs pSyn",0.261563621004237,0.0596403152918488,0.0997156326591461,"1700003E16Rik","NS or FC < 0.5",1.22446006929101
"20","1700019D03Rik","NeuN vs pSyn",0.412885691626557,0.00256861823950489,0.00728877694532873,"1700019D03Rik","NS or FC < 0.5",2.5903004378888
"21","1700020L24Rik","NeuN vs pSyn",0.39838080787264,0.00329292959347827,0.00895730981650469,"1700020L24Rik","NS or FC < 0.5",2.48241755489112
"22","1700025G04Rik","NeuN vs pSyn",-0.222399162731848,0.133029301581882,0.19619976163766,"1700025G04Rik","NS or FC < 0.5",-0.876052689004852
"23","1700030J22Rik","NeuN vs pSyn",0.368757776189319,0.0121047182434067,0.0261516330294548,"1700030J22Rik","NS or FC < 0.5",1.91704531500026
"24","1700037H04Rik","NeuN vs pSyn",-0.0378105304907951,0.77831920505801,0.82672396163874,"1700037H04Rik","NS or FC < 0.5",-0.108842253185027
"25","1700086L19Rik","NeuN vs pSyn",-0.218907295199101,0.121461783543025,0.181479612090497,"1700086L19Rik","NS or FC < 0.5",-0.915560345992912
"26","1700094D03Rik","NeuN vs pSyn",0.625300606325254,4.27285023517805e-05,0.000268838453167365,"1700094D03Rik","Enriched in pSyn FDR < 0.01",4.36928232908208
"27","1700123O20Rik","NeuN vs pSyn",0.427628688743156,0.00338026814774631,0.00913681242305316,"1700123O20Rik","NS or FC < 0.5",2.47104884692134
"28","1700129C05Rik","NeuN vs pSyn",0.378419370230377,0.00662450949550964,0.0159478932299306,"1700129C05Rik","NS or FC < 0.5",2.17884627305604
"29","1810013L24Rik","NeuN vs pSyn",-0.770301027188604,2.39377498013689e-06,2.5963693812169e-05,"1810013L24Rik","Enriched in NeuN FDR < 0.01",-5.62091667660208
"30","1810030O07Rik","NeuN vs pSyn",0.213974675577853,0.066163212286773,0.108668355391928,"1810030O07Rik","NS or FC < 0.5",1.17938341753421
"31","1810037I17Rik","NeuN vs pSyn",-0.455980529208499,0.000721617037374389,0.00261315027361828,"1810037I17Rik","NS or FC < 0.5",-3.14169322165468
"32","1810055G02Rik","NeuN vs pSyn",0.165530598461829,0.219647711406296,0.298154608256593,"1810055G02Rik","NS or FC < 0.5",0.658273317455775
"33","Cracdl","NeuN vs pSyn",-0.237355639888382,0.0577588571940906,0.0970344504924895,"Cracdl","NS or FC < 0.5",-1.23838140822253
"34","2210016L21Rik","NeuN vs pSyn",-0.733446005394504,2.01047531850242e-08,4.49619913432409e-07,"2210016L21Rik","Enriched in NeuN FDR < 0.01",-7.69670125412237
"35","2210408I21Rik","NeuN vs pSyn",-0.0392991261365593,0.770548724206522,0.820358828253851,"2210408I21Rik","NS or FC < 0.5",-0.11319989427848
"36","2210418O10Rik","NeuN vs pSyn",-0.961243184369566,6.72125540161723e-09,1.81815995669496e-07,"2210418O10Rik","Enriched in NeuN FDR < 0.01",-8.17254960148873
"37","2310011J03Rik","NeuN vs pSyn",0.292356636180253,0.044808018578421,0.0787320979883379,"2310011J03Rik","NS or FC < 0.5",1.34864426027093
"38","2310022A10Rik","NeuN vs pSyn",0.108533386800459,0.39889096158382,0.485908027222572,"2310022A10Rik","NS or FC < 0.5",0.399145804198417
"39","2310033P09Rik","NeuN vs pSyn",0.154644962300714,0.215081718423245,0.292741053237841,"2310033P09Rik","NS or FC < 0.5",0.667396502329047
"40","2310039H08Rik","NeuN vs pSyn",0.536206597299107,0.000283882001941174,0.00122842720917602,"2310039H08Rik","Enriched in pSyn FDR < 0.01",3.54686214077956
"41","2310057M21Rik","NeuN vs pSyn",0.307830981728398,0.056974187800153,0.0960197326570383,"2310057M21Rik","NS or FC < 0.5",1.24432185722132
"42","2310061I04Rik","NeuN vs pSyn",-0.547782386337639,5.21687168415538e-05,0.000314649103246621,"2310061I04Rik","Enriched in NeuN FDR < 0.01",-4.28258984519225
"43","2410002F23Rik","NeuN vs pSyn",-0.242912396426858,0.0552914244369899,0.0936378668768891,"2410002F23Rik","NS or FC < 0.5",-1.257342221471
"44","2410004B18Rik","NeuN vs pSyn",0.386659377890583,0.00319424055615112,0.00874544346206829,"2410004B18Rik","NS or FC < 0.5",2.49563238053471
"45","2510002D24Rik","NeuN vs pSyn",0.622931182764526,0.000125862556197763,0.000647221511238925,"2510002D24Rik","Enriched in pSyn FDR < 0.01",3.90010345222217
"46","2510009E07Rik","NeuN vs pSyn",0.133183463335423,0.37654346439425,0.46337104342169,"2510009E07Rik","NS or FC < 0.5",0.424184885978308
"47","2510039O18Rik","NeuN vs pSyn",0.401206915853431,0.00341635870788252,0.00921122080743614,"2510039O18Rik","NS or FC < 0.5",2.46643653591183
"48","2610001J05Rik","NeuN vs pSyn",0.131471636887588,0.349870432324459,0.436010945662274,"2610001J05Rik","NS or FC < 0.5",0.456092758348523
"49","2610002M06Rik","NeuN vs pSyn",0.190604083257223,0.0764440864280036,0.122639299884033,"2610002M06Rik","NS or FC < 0.5",1.11665610516364
"50","2610008E11Rik","NeuN vs pSyn",0.366985123837004,0.0112888327943935,0.0246661679074596,"2610008E11Rik","NS or FC < 0.5",1.94735095950632
"51","2610301B20Rik","NeuN vs pSyn",0.358712602096401,0.0111834995689101,0.0244596752856701,"2610301B20Rik","NS or FC < 0.5",1.95142227465664
"52","2610507B11Rik","NeuN vs pSyn",-0.0321383489193842,0.787425071776666,0.835021775058941,"2610507B11Rik","NS or FC < 0.5",-0.103790761299778
"53","2610524H06Rik","NeuN vs pSyn",0.484309161901702,0.000424875614451146,0.00170157410308781,"2610524H06Rik","NS or FC < 0.5",3.37173819433581
"54","2610528J11Rik","NeuN vs pSyn",0.0844461362765984,0.522170693909467,0.606480552702408,"2610528J11Rik","NS or FC < 0.5",0.282187505991729
"55","2700062C07Rik","NeuN vs pSyn",0.308810035723514,0.0138543982861914,0.029301144315482,"2700062C07Rik","NS or FC < 0.5",1.85841233142354
"56","Zfta","NeuN vs pSyn",0.308667855500971,0.0109227371035513,0.0240348099684818,"Zfta","NS or FC < 0.5",1.96166851913876
"57","2810459M11Rik","NeuN vs pSyn",0.528698757122896,1.87271272679746e-05,0.000137337333495252,"2810459M11Rik","Enriched in pSyn FDR < 0.01",4.72752883807341
"58","2900026A02Rik","NeuN vs pSyn",-0.145630643811887,0.251389637694336,0.333453088926967,"2900026A02Rik","NS or FC < 0.5",-0.599652627942501
"59","3110040N11Rik","NeuN vs pSyn",0.37231296681999,0.00382774855204183,0.0100915401714905,"3110040N11Rik","NS or FC < 0.5",2.41705659912075
"60","3830406C13Rik","NeuN vs pSyn",0.0405267411777221,0.749246761908293,0.804354146131348,"3830406C13Rik","NS or FC < 0.5",0.125375125310445
"61","4833420G17Rik","NeuN vs pSyn",-0.211631377032115,0.121395535961566,0.181410629740779,"4833420G17Rik","NS or FC < 0.5",-0.915797283136413
"62","4833439L19Rik","NeuN vs pSyn",-0.433770861222407,0.00321305903383163,0.00878631609281743,"4833439L19Rik","NS or FC < 0.5",-2.49308129504238
"63","4921524J17Rik","NeuN vs pSyn",0.487078725997044,0.000616270932532079,0.00229798096385775,"4921524J17Rik","NS or FC < 0.5",3.21022831602501
"64","Dnaaf9","NeuN vs pSyn",0.383727053994308,0.00363747479252939,0.00968599609504954,"Dnaaf9","NS or FC < 0.5",2.43920000762894
"65","4930430F08Rik","NeuN vs pSyn",0.333856807749863,0.00931803196501327,0.021052367792922,"4930430F08Rik","NS or FC < 0.5",2.03067580406111
"66","4930447C04Rik","NeuN vs pSyn",-0.21323546426869,0.0423279822224799,0.0751055880889708,"4930447C04Rik","NS or FC < 0.5",-1.37337243387726
"67","4930449I24Rik","NeuN vs pSyn",0.563729681954997,4.64042736027151e-06,4.51342166212098e-05,"4930449I24Rik","Enriched in pSyn FDR < 0.01",5.33344202124232
"68","4930453N24Rik","NeuN vs pSyn",0.530270593041644,0.000171311695646403,0.000815061174389283,"4930453N24Rik","Enriched in pSyn FDR < 0.01",3.76621298623878
"69","4930467E23Rik","NeuN vs pSyn",0.204601948977911,0.160349078493283,0.229088223305947,"4930467E23Rik","NS or FC < 0.5",0.794933531566113
"70","4930503L19Rik","NeuN vs pSyn",0.572523160227298,0.000457553291625948,0.00180997985544678,"4930503L19Rik","Enriched in pSyn FDR < 0.01",3.33955831599925
"71","4930578G10Rik","NeuN vs pSyn",0.0101585734241049,0.94027144487275,0.953462682876015,"4930578G10Rik","NS or FC < 0.5",0.0267467527912917
"72","Garre1","NeuN vs pSyn",0.332374071807059,0.00688856624140405,0.0164825730908595,"Garre1","NS or FC < 0.5",2.1618711610013
"73","4931428F04Rik","NeuN vs pSyn",0.26717440346311,0.0496406596872367,0.0854292114807968,"4931428F04Rik","NS or FC < 0.5",1.30416245568614
"74","4932438A13Rik","NeuN vs pSyn",-0.284816631886354,0.028237849402458,0.05339660304546,"4932438A13Rik","NS or FC < 0.5",-1.54916838227359
"75","4933427D14Rik","NeuN vs pSyn",0.0350296582784455,0.775130594341749,0.824106929104934,"4933427D14Rik","NS or FC < 0.5",0.110625121204762
"76","4933434E20Rik","NeuN vs pSyn",-0.255587887528351,0.0482804489621709,0.0836231773575743,"4933434E20Rik","NS or FC < 0.5",-1.31622870003105
"77","5031439G07Rik","NeuN vs pSyn",-0.335795329250838,0.00748992695687659,0.0176734108266858,"5031439G07Rik","NS or FC < 0.5",-2.12552241759828
"78","Elapor1","NeuN vs pSyn",-0.275476861223126,0.0274824729815968,0.0522525554269207,"Elapor1","NS or FC < 0.5",-1.56094419031924
"79","5730409E04Rik","NeuN vs pSyn",-0.273784370210764,0.0505551839393755,0.0867716730418422,"5730409E04Rik","NS or FC < 0.5",-1.29623430514056
"80","5730455P16Rik","NeuN vs pSyn",-0.0833288518450118,0.485996488455735,0.573534257209714,"5730455P16Rik","NS or FC < 0.5",-0.313366868700272
"81","6030458C11Rik","NeuN vs pSyn",0.319594357418298,0.011642438761839,0.0253224444422762,"6030458C11Rik","NS or FC < 0.5",1.9339560377384
"82","6330403K07Rik","NeuN vs pSyn",-0.51143287958361,0.0003212800029074,0.00136088365038366,"6330403K07Rik","Enriched in NeuN FDR < 0.01",-3.49311630494098
"83","6430548M08Rik","NeuN vs pSyn",-0.572914006698843,0.000117205730598417,0.000610347997669564,"6430548M08Rik","Enriched in NeuN FDR < 0.01",-3.93105115362145
"84","8030462N17Rik","NeuN vs pSyn",0.200011478954947,0.103531823053924,0.15865163183382,"8030462N17Rik","NS or FC < 0.5",0.984926138589174
"85","9030025P20Rik","NeuN vs pSyn",0.116870786380319,0.383724121173553,0.470802527450924,"9030025P20Rik","NS or FC < 0.5",0.415980899880887
"86","9030624G23Rik","NeuN vs pSyn",-0.145752154151401,0.346703416845284,0.432660962872533,"9030624G23Rik","NS or FC < 0.5",-0.460041878246285
"87","9130401M01Rik","NeuN vs pSyn",0.0133694648193383,0.916283820580154,0.934647472195962,"9130401M01Rik","NS or FC < 0.5",0.0379699819876406
"88","9330159F19Rik","NeuN vs pSyn",0.0423409437331685,0.794185497001981,0.840710716510006,"9330159F19Rik","NS or FC < 0.5",0.100078048057229
"89","Elapor2","NeuN vs pSyn",0.557495006337722,0.000270325791462116,0.00118581015667204,"Elapor2","Enriched in pSyn FDR < 0.01",3.56811251680472
"90","9530068E07Rik","NeuN vs pSyn",-0.213482347411052,0.082398916264923,0.130747138822195,"9530068E07Rik","NS or FC < 0.5",-1.08407850023564
"91","9930021J03Rik","NeuN vs pSyn",0.216194480995564,0.116028900617092,0.174924264487807,"9930021J03Rik","NS or FC < 0.5",0.935433822710662
"92","A430005L14Rik","NeuN vs pSyn",0.475075528334063,0.000222846973262302,0.00100570549621623,"A430005L14Rik","NS or FC < 0.5",3.65199326018407
"93","A430033K04Rik","NeuN vs pSyn",0.536577947045717,5.17169097057512e-05,0.000312808760598737,"A430033K04Rik","Enriched in pSyn FDR < 0.01",4.28636743386583
"94","A530032D15Rik","NeuN vs pSyn",-0.199506213256066,0.17931174419272,0.251721816156188,"A530032D15Rik","NS or FC < 0.5",-0.746391264977359
"95","A830018L16Rik","NeuN vs pSyn",-0.500347269355563,0.00136035605925705,0.00438019137397984,"A830018L16Rik","Enriched in NeuN FDR < 0.01",-2.86634740462111
"96","Aaas","NeuN vs pSyn",0.235459867015498,0.0465379938035191,0.0811562968567449,"Aaas","NS or FC < 0.5",1.33219234255425
"97","Aacs","NeuN vs pSyn",-0.356708108501999,0.0148970667149036,0.031069944083369,"Aacs","NS or FC < 0.5",-1.82689923728851
"98","Aagab","NeuN vs pSyn",-0.0452072890645776,0.757387601213022,0.810301595850758,"Aagab","NS or FC < 0.5",-0.120681808759478
"99","Aamp","NeuN vs pSyn",-0.305953633003204,0.0149456836380733,0.0311425857172492,"Aamp","NS or FC < 0.5",-1.82548421488683
"100","Aar2","NeuN vs pSyn",0.634022224051769,1.14301856943954e-05,9.22068997757703e-05,"Aar2","Enriched in pSyn FDR < 0.01",4.9419467140145
"101","Aars","NeuN vs pSyn",-0.803396220677749,4.5564472484405e-07,6.45258634634168e-06,"Aars","Enriched in NeuN FDR < 0.01",-6.34137365333821
"102","Aars2","NeuN vs pSyn",0.0658898817855254,0.605957306696113,0.682816695684633,"Aars2","NS or FC < 0.5",0.217557973390571
"103","Aarsd1","NeuN vs pSyn",-0.565077692568116,9.96420118667408e-06,8.30503300014763e-05,"Aarsd1","Enriched in NeuN FDR < 0.01",-5.00155751222944
"104","Aasdhppt","NeuN vs pSyn",0.133694749534165,0.261037742138197,0.343100960171459,"Aasdhppt","NS or FC < 0.5",0.583296695660431
"105","Aatf","NeuN vs pSyn",0.401999396828332,0.00203966344583329,0.00603219614831548,"Aatf","NS or FC < 0.5",2.69044148731707
"106","Aatk","NeuN vs pSyn",-0.602517352218261,2.12811948319088e-05,0.000152237209268643,"Aatk","Enriched in NeuN FDR < 0.01",-4.67200399224459
"107","Abat","NeuN vs pSyn",-0.0838281498982279,0.545850630249228,0.627450438206333,"Abat","NS or FC < 0.5",-0.262926183913357
"108","Abca2","NeuN vs pSyn",-0.563878835090215,0.000230866341928046,0.00103517488799995,"Abca2","Enriched in NeuN FDR < 0.01",-3.63663937838822
"109","Abca3","NeuN vs pSyn",-0.110134390389281,0.404123035152707,0.491023617886593,"Abca3","NS or FC < 0.5",-0.393486393916203
"110","Abca5","NeuN vs pSyn",0.258971727803473,0.0689606076544824,0.112587475633944,"Abca5","NS or FC < 0.5",1.16139892032972
"111","Abca7","NeuN vs pSyn",0.573981726592359,0.00014140447511557,0.000702358126810982,"Abca7","Enriched in pSyn FDR < 0.01",3.84953684593343
"112","Abca8b","NeuN vs pSyn",0.993571507021377,3.27739961451856e-10,1.4236204575565e-08,"Abca8b","Enriched in pSyn FDR < 0.01",9.48447060170602
"113","Abcb10","NeuN vs pSyn",0.0177118462589157,0.894452376175588,0.918860400084871,"Abcb10","NS or FC < 0.5",0.0484427778632392
"114","Abcb7","NeuN vs pSyn",0.505660500289147,0.00035071077468873,0.00145753074945385,"Abcb7","Enriched in pSyn FDR < 0.01",3.45505089132985
"115","Abcb8","NeuN vs pSyn",0.347855549397829,0.01084049511324,0.0238887495971034,"Abcb8","NS or FC < 0.5",1.9649508820008
"116","Abcb9","NeuN vs pSyn",-0.293010049419511,0.0438761619050837,0.0773957678274954,"Abcb9","NS or FC < 0.5",-1.35777136961934
"117","Abcc1","NeuN vs pSyn",0.438502937453994,0.000845314358986593,0.00297871108948669,"Abcc1","NS or FC < 0.5",3.07298175379061
"118","Abcc5","NeuN vs pSyn",-0.390317824898176,0.000752602195100295,0.00270046101379316,"Abcc5","NS or FC < 0.5",-3.12343451931598
"119","Abcc8","NeuN vs pSyn",-0.146501464647165,0.237706470552316,0.318412775571191,"Abcc8","NS or FC < 0.5",-0.62395899628226
"120","Abcd2","NeuN vs pSyn",-0.234840413225613,0.0318766367057279,0.0589570957290177,"Abcd2","NS or FC < 0.5",-1.49652750713783
"121","Abcd3","NeuN vs pSyn",0.226529152319999,0.0868647258868415,0.136776367791498,"Abcd3","NS or FC < 0.5",1.0611565464826
"122","Abce1","NeuN vs pSyn",-0.197419909155427,0.113618950624853,0.171807065923941,"Abce1","NS or FC < 0.5",-0.944549226147831
"123","Abcf1","NeuN vs pSyn",-0.358672648133422,0.00222495179388617,0.00649933380464324,"Abcf1","NS or FC < 0.5",-2.65267939406553
"124","Abcf2","NeuN vs pSyn",-0.0543814622852491,0.654202080113553,0.725447574372465,"Abcf2","NS or FC < 0.5",-0.18428807931773
"125","Abcf3","NeuN vs pSyn",-0.395495053824541,0.00520306770019779,0.0130251104830865,"Abcf3","NS or FC < 0.5",-2.28374052320428
"126","Abcg1","NeuN vs pSyn",0.126075757099621,0.254244615934919,0.33657144395194,"Abcg1","NS or FC < 0.5",0.594748235237129
"127","Abcg4","NeuN vs pSyn",-0.245327784740971,0.0632114449004656,0.104945866349818,"Abcg4","NS or FC < 0.5",-1.19920428236442
"128","Abhd10","NeuN vs pSyn",0.268540540262102,0.0455177722471475,0.0796895286590462,"Abhd10","NS or FC < 0.5",1.34181900154371
"129","Abhd11","NeuN vs pSyn",0.351013373764806,0.0162214710655598,0.0334614134879755,"Abhd11","NS or FC < 0.5",1.7899097637694
"130","Abhd12","NeuN vs pSyn",-0.809025461989173,2.05167160075049e-09,6.52706088478192e-08,"Abhd12","Enriched in NeuN FDR < 0.01",-8.68789215301229
"131","Abhd13","NeuN vs pSyn",0.00111791706141168,0.992383259448333,0.994695223997746,"Abhd13","NS or FC < 0.5",0.00332057046848474
"132","Abhd14a","NeuN vs pSyn",-0.0953907759520958,0.421494602518873,0.509118146224333,"Abhd14a","NS or FC < 0.5",-0.375207982394585
"133","Abhd16a","NeuN vs pSyn",-0.52147856830935,0.000191798120863368,0.000886845456499758,"Abhd16a","Enriched in NeuN FDR < 0.01",-3.71715565213234
"134","Abhd17a","NeuN vs pSyn",-0.244880118294493,0.0583359693546699,0.097810464139189,"Abhd17a","NS or FC < 0.5",-1.23406358117071
"135","Abhd17b","NeuN vs pSyn",0.143804157712019,0.276240845217379,0.35921647042876,"Abhd17b","NS or FC < 0.5",0.558712105840609
"136","Abhd2","NeuN vs pSyn",-0.658010849079003,9.61689324955535e-07,1.19516685708023e-05,"Abhd2","Enriched in NeuN FDR < 0.01",-6.01696520472819
"137","Abhd3","NeuN vs pSyn",0.391752334936284,0.00811942340419002,0.0188244779206715,"Abhd3","NS or FC < 0.5",2.09047481081668
"138","Abhd4","NeuN vs pSyn",0.290686989295318,0.0155495799796712,0.0322170717253748,"Abhd4","NS or FC < 0.5",1.80828133750368
"139","Abhd5","NeuN vs pSyn",0.336606875179784,0.0108361184361766,0.0238849304881327,"Abhd5","NS or FC < 0.5",1.96512625687836
"140","Abhd6","NeuN vs pSyn",0.103839474872835,0.406109538353892,0.492774600997504,"Abhd6","NS or FC < 0.5",0.391356810052405
"141","Abhd8","NeuN vs pSyn",-0.435926782067085,2.06166386033707e-05,0.000148660279155191,"Abhd8","NS or FC < 0.5",-4.68578214191424
"142","Abi1","NeuN vs pSyn",-0.32387388617148,0.0166175553796689,0.0341459205947939,"Abi1","NS or FC < 0.5",-1.77943286522152
"143","Abi2","NeuN vs pSyn",-0.41257617580725,0.00096782115218657,0.00332658159899665,"Abi2","NS or FC < 0.5",-3.01420489041347
"144","Abitram","NeuN vs pSyn",0.694992902346703,8.78791890890453e-07,1.11232275830143e-05,"Abitram","Enriched in pSyn FDR < 0.01",6.05611395921372
"145","Abl1","NeuN vs pSyn",0.383199751167982,0.00541084239190816,0.0134378672377378,"Abl1","NS or FC < 0.5",2.26673511609911
"146","Abl2","NeuN vs pSyn",0.251443331798628,0.100348803661144,0.154665888959133,"Abl2","NS or FC < 0.5",0.998487800719701
"147","Ablim1","NeuN vs pSyn",-0.534208776098094,0.000142464610436297,0.00070529740015997,"Ablim1","Enriched in NeuN FDR < 0.01",-3.84629300513645
"148","Ablim2","NeuN vs pSyn",-0.498182077829036,0.00105784326973361,0.00356494365611459,"Ablim2","NS or FC < 0.5",-2.97557867269025
"149","Ablim3","NeuN vs pSyn",0.296677048451237,0.0325620385881223,0.0600159156759863,"Ablim3","NS or FC < 0.5",1.48728841336952
"150","Abr","NeuN vs pSyn",-0.319648758253786,0.00148900856599223,0.00470555872463792,"Abr","NS or FC < 0.5",-2.82710280382441
"151","Abracl","NeuN vs pSyn",0.198953228264228,0.14531104220097,0.211278607384255,"Abracl","NS or FC < 0.5",0.837701382365868
"152","Abt1","NeuN vs pSyn",0.556970128077224,0.000450828176983341,0.0017880740030924,"Abt1","Enriched in pSyn FDR < 0.01",3.3459889481584
"153","Abtb1","NeuN vs pSyn",0.174621154833214,0.228439827049234,0.308328927007743,"Abtb1","NS or FC < 0.5",0.641228177309541
"154","Acaa1a","NeuN vs pSyn",-0.158963168525068,0.293399482672021,0.377992916860361,"Acaa1a","NS or FC < 0.5",-0.532540656248989
"155","Acaca","NeuN vs pSyn",0.152626772021859,0.337008758451124,0.423016689720187,"Acaca","NS or FC < 0.5",0.472358812192265
"156","Acad8","NeuN vs pSyn",0.239332369291347,0.0350474686154165,0.0639446443740486,"Acad8","NS or FC < 0.5",1.45534334448926
"157","Acad9","NeuN vs pSyn",0.159902570430229,0.161290214445566,0.230250764341237,"Acad9","NS or FC < 0.5",0.792391980665654
"158","Acadm","NeuN vs pSyn",0.472463918954724,0.000111683826198734,0.000587689790160489,"Acadm","NS or FC < 0.5",3.95200971588377
"159","Acadsb","NeuN vs pSyn",-0.0571551107777845,0.655697775925559,0.726720977120636,"Acadsb","NS or FC < 0.5",-0.183296289423153
"160","Acadvl","NeuN vs pSyn",0.314331166029068,0.0187887202535554,0.03804454311294,"Acadvl","NS or FC < 0.5",1.72610279976891
"161","Acap2","NeuN vs pSyn",-0.33613673075361,0.00700695264499969,0.0167127289196336,"Acap2","NS or FC < 0.5",-2.15447081758346
"162","Acap3","NeuN vs pSyn",-0.123917167991249,0.449381568226856,0.536916486237721,"Acap3","NS or FC < 0.5",-0.347384744514861
"163","Acat1","NeuN vs pSyn",-0.48491429641065,0.000140616308184647,0.000699567278486925,"Acat1","NS or FC < 0.5",-3.85196430844933
"164","Acat2","NeuN vs pSyn",-0.231895103097885,0.0755927473196459,0.121570037741723,"Acat2","NS or FC < 0.5",-1.12151987050613
"165","Acbd3","NeuN vs pSyn",0.238927392968134,0.0918601907179372,0.143318394601375,"Acbd3","NS or FC < 0.5",1.03687265724531
"166","Acbd5","NeuN vs pSyn",-0.223246421901231,0.0815622331661054,0.129624411021242,"Acbd5","NS or FC < 0.5",-1.08851089178993
"167","Acbd6","NeuN vs pSyn",0.162265220203211,0.259254499151976,0.341293523562262,"Acbd6","NS or FC < 0.5",0.586273698044335
"168","Acd","NeuN vs pSyn",0.563101867021217,3.041829729788e-05,0.000202377994172567,"Acd","Enriched in pSyn FDR < 0.01",4.5168650997778
"169","Acer3","NeuN vs pSyn",0.322943331573501,0.021137624038779,0.041899612371735,"Acer3","NS or FC < 0.5",1.67494383088093
"170","Ache","NeuN vs pSyn",-0.440968134024566,4.34337251449415e-05,0.000272516462975379,"Ache","NS or FC < 0.5",-4.36217292125915
"171","Acin1","NeuN vs pSyn",-0.488437175380974,0.000158495394037513,0.000766598439576514,"Acin1","NS or FC < 0.5",-3.79998335409706
"172","Ackr1","NeuN vs pSyn",-0.348637719300095,0.00102219051597327,0.00347068444638051,"Ackr1","NS or FC < 0.5",-2.9904681528071
"173","Acly","NeuN vs pSyn",-0.66173291064132,3.3948967833383e-07,5.04488362458249e-06,"Acly","Enriched in NeuN FDR < 0.01",-6.46917342524447
"174","Aco1","NeuN vs pSyn",0.0786653335268333,0.614889328281802,0.691243633324136,"Aco1","NS or FC < 0.5",0.211203044292389
"175","Aco2","NeuN vs pSyn",-0.421004626420724,0.00102390987109321,0.00347521626045349,"Aco2","NS or FC < 0.5",-2.98973827012735
"176","Acot13","NeuN vs pSyn",-0.463875180111738,0.000201048921740841,0.000920667515422454,"Acot13","NS or FC < 0.5",-3.69669825174912
"177","Acot7","NeuN vs pSyn",-0.632942988263086,1.33933787406838e-08,3.25293486349672e-07,"Acot7","Enriched in NeuN FDR < 0.01",-7.87310984992354
"178","Acot8","NeuN vs pSyn",0.549903434631316,0.000114903574629867,0.000600290722707287,"Acot8","Enriched in pSyn FDR < 0.01",3.93966646027709
"179","Acox1","NeuN vs pSyn",-0.411370764495364,0.00292956274021145,0.00813626042695042,"Acox1","NS or FC < 0.5",-2.53319719660309
"180","Acox3","NeuN vs pSyn",0.531099151800038,6.70127054590438e-05,0.00038737030954732,"Acox3","Enriched in pSyn FDR < 0.01",4.1738428482301
"181","Acp1","NeuN vs pSyn",0.200886278717592,0.174624228440062,0.246135710445547,"Acp1","NS or FC < 0.5",0.757895499760876
"182","Acp2","NeuN vs pSyn",-0.0296648824960542,0.816801757557485,0.859761899065438,"Acp2","NS or FC < 0.5",-0.0878833364247014
