"","Feature","Comparison","Estimate","P","FDR","Gene","Color","invert_P"
"1","ACADM","NeuN vs pSyn",-0.150216286846359,0.293819536182029,0.425684110372283,"ACADM","NS or FC < 0.5",-0.531919331166665
"2","ACAT1","NeuN vs pSyn",-0.00454899707206553,0.971596747781012,0.982225332631247,"ACAT1","NS or FC < 0.5",-0.0125139475753513
"3","PSEN1","NeuN vs pSyn",0.434513616010928,0.0334015955457097,0.0967852349893794,"PSEN1","NS or FC < 0.5",1.47623278707626
"4","AGL","NeuN vs pSyn",0.707016503861963,0.000558739013549526,0.00661592133356849,"AGL","Enriched in pSyn FDR < 0.01",3.25279100328144
"5","APC","NeuN vs pSyn",0.0406405504259352,0.81420246761067,0.872491287888601,"APC","NS or FC < 0.5",0.0892675857344708
"6","APOE","NeuN vs pSyn",-0.0279816145641439,0.840595139970066,0.891118513525229,"APOE","NS or FC < 0.5",-0.0754131252635864
"7","ASL","NeuN vs pSyn",0.34453524427234,0.0101309939272718,0.0449389782199406,"ASL","NS or FC < 0.5",1.99434794496998
"8","ASS1","NeuN vs pSyn",0.373810595485331,0.0416512550578224,0.111428443157801,"ASS1","NS or FC < 0.5",1.38037190766717
"9","ATM","NeuN vs pSyn",0.311633499294931,0.0220684985871594,0.0740368020678633,"ATM","NS or FC < 0.5",1.65622721271475
"10","ATP7B","NeuN vs pSyn",0.490565633188449,0.0262192306312182,0.0822134898502033,"ATP7B","NS or FC < 0.5",1.5813800562584
"11","SERPING1","NeuN vs pSyn",0.571497969029402,0.0299112104424436,0.0897962726057443,"SERPING1","Enriched in pSyn P < 0.05",1.52416601164815
"12","CA2","NeuN vs pSyn",0.262977295733458,0.175069876107906,0.296237655794629,"CA2","NS or FC < 0.5",0.756788575593287
"13","CBS","NeuN vs pSyn",-0.344492848971088,0.190033280555943,0.313598665783129,"CBS","NS or FC < 0.5",-0.721170334330856
"14","CDKN1C","NeuN vs pSyn",0.680044984394315,9.8120656324292e-06,0.00038956647894492,"CDKN1C","Enriched in pSyn FDR < 0.01",5.0082395554813
"15","LYST","NeuN vs pSyn",0.201494304235327,0.0952884192436737,0.194112980734699,"LYST","NS or FC < 0.5",1.02095987757973
"16","CLN3","NeuN vs pSyn",0.223004812382496,0.0747765272825149,0.163568899073477,"CLN3","NS or FC < 0.5",1.1262347079042
"17","CNGA1","NeuN vs pSyn",0.764220012271088,0.0101465202991683,0.0449794615701875,"CNGA1","Enriched in pSyn FDR < 0.05",1.99368287144262
"18","CPOX","NeuN vs pSyn",0.836293003310786,0.0225447836059068,0.0748727233227617,"CPOX","Enriched in pSyn P < 0.05",1.64695392887423
"19","CST3","NeuN vs pSyn",-0.333903461418403,0.149152216145268,0.265767186879106,"CST3","NS or FC < 0.5",-0.826370289385321
"20","CSTB","NeuN vs pSyn",-0.342634298019001,0.217196576386763,0.344923883586143,"CSTB","NS or FC < 0.5",-0.663147024700388
"21","DLD","NeuN vs pSyn",0.242165033337913,0.117775953399944,0.22456018071224,"DLD","NS or FC < 0.5",0.92894337144839
"22","TOR1A","NeuN vs pSyn",0.350955111577778,0.0447955651921484,0.116793767563517,"TOR1A","NS or FC < 0.5",1.34876497948207
"23","EMD","NeuN vs pSyn",0.060929927532639,0.721383404956661,0.803394881008966,"EMD","NS or FC < 0.5",0.141833852617388
"24","EPHX1","NeuN vs pSyn",0.191183887382832,0.192562816011181,0.316437290888836,"EPHX1","NS or FC < 0.5",0.715427571625972
"25","ERCC5","NeuN vs pSyn",-0.551874385112019,0.00328255105630567,0.0218497714087968,"ERCC5","Enriched in NeuN FDR < 0.05",-2.48378851023486
"26","FECH","NeuN vs pSyn",0.0453902111027952,0.744005664404676,0.820619738336063,"FECH","NS or FC < 0.5",0.128423757988624
"27","FH","NeuN vs pSyn",0.227037598119771,0.275017586283337,0.406798315873087,"FH","NS or FC < 0.5",0.560639533872983
"28","GALC","NeuN vs pSyn",0.607252064593839,0.0846301358678348,0.178233055484634,"GALC",NA,1.07247496189463
"29","GALT","NeuN vs pSyn",-0.115225073151518,0.279346649299694,0.411273627289741,"GALT","NS or FC < 0.5",-0.553856533537326
"30","GCDH","NeuN vs pSyn",0.647764624157258,0.0152297955523152,0.058740570199759,"GCDH","Enriched in pSyn P < 0.05",1.81730592667691
"31","GJA1","NeuN vs pSyn",0.240243160286,0.264539763743245,0.396494381351938,"GJA1","NS or FC < 0.5",0.577509038652175
"32","GK","NeuN vs pSyn",0.77001563498345,0.000894021636928218,0.00943494490701792,"GK","Enriched in pSyn FDR < 0.01",3.04865197037095
"33","GPI","NeuN vs pSyn",-0.357162077859461,0.303775075673112,0.435752072358978,"GPI","NS or FC < 0.5",-0.517447862276024
"34","GSN","NeuN vs pSyn",0.273375033825024,0.0994320909600189,0.200050389320964,"GSN","NS or FC < 0.5",1.00247342769933
"35","MSH6","NeuN vs pSyn",0.527703202167806,0.000503907607989283,0.00614767281746925,"MSH6","Enriched in pSyn FDR < 0.01",3.29764908462335
"36","GUSB","NeuN vs pSyn",0.737610959365129,0.00295870029760201,0.0206389142414233,"GUSB","Enriched in pSyn FDR < 0.05",2.52889902459594
"37","HADHA","NeuN vs pSyn",0.611811809842061,9.5848820536359e-06,0.000385231638052908,"HADHA","Enriched in pSyn FDR < 0.01",5.01841322694557
"38","HADHB","NeuN vs pSyn",0.731114449724869,0.0538918616301221,0.132345635277058,"HADHB",NA,1.26847681395964
"39","HK1","NeuN vs pSyn",-0.0522927596929326,0.876990810060839,0.916970332766019,"HK1","NS or FC < 0.5",-0.0570049575584501
"40","HPRT1","NeuN vs pSyn",-0.107859816757596,0.741753512528916,0.819081006709616,"HPRT1","NS or FC < 0.5",-0.129740388430988
"41","HPS1","NeuN vs pSyn",0.387848033221783,0.00946825924694215,0.0431565965993373,"HPS1","NS or FC < 0.5",2.02372985932185
"42","SGSH","NeuN vs pSyn",0.579572747380407,0.00269901830503811,0.0196381806810151,"SGSH","Enriched in pSyn FDR < 0.05",2.5687941700007
"43","IDS","NeuN vs pSyn",-0.442896811424533,0.175324714114866,0.296313040300481,"IDS","NS or FC < 0.5",-0.756156860590807
"44","IDUA","NeuN vs pSyn",0.0921258871030272,0.612664497699877,0.718131643188292,"IDUA","NS or FC < 0.5",0.212777285164633
"45","INSR","NeuN vs pSyn",0.101000783596207,0.398955770481622,0.526049146391603,"INSR","NS or FC < 0.5",0.399075248926021
"46","ITGA6","NeuN vs pSyn",0.529656078459942,0.0667392828081577,0.151377787825149,"ITGA6",NA,1.17561846465955
"47","ANOS1","NeuN vs pSyn",0.603074426755802,0.00527974488335193,0.0299743140209307,"ANOS1","Enriched in pSyn FDR < 0.05",2.27738706201719
"48","KCNA1","NeuN vs pSyn",0.830018834835561,0.00247458200333651,0.0184921152172351,"KCNA1","Enriched in pSyn FDR < 0.05",2.60649814985183
"49","KRT18","NeuN vs pSyn",0.158584145814661,0.314596839273572,0.446952001088865,"KRT18","NS or FC < 0.5",0.502245645008798
"50","SGCB","NeuN vs pSyn",-0.171885874374098,0.323152642560482,0.455570542314818,"SGCB","NS or FC < 0.5",-0.49059228831088
"51","LIPA","NeuN vs pSyn",0.696119332046099,0.0411132732474558,0.110435747408297,"LIPA","Enriched in pSyn P < 0.05",1.38601794533793
"52","MLH1","NeuN vs pSyn",0.364035240823877,0.0353849236684495,0.100361512642396,"MLH1","NS or FC < 0.5",1.45118173690787
"53","MSH2","NeuN vs pSyn",0.5849682715747,3.03592242592645e-05,0.000842101349528778,"MSH2","Enriched in pSyn FDR < 0.01",4.51770932975367
"54","MTR","NeuN vs pSyn",0.527282803001065,0.0207265424416491,0.0711232870000217,"MTR","Enriched in pSyn P < 0.05",1.68347313995884
"55","MMUT","NeuN vs pSyn",0.278265441574932,0.0309558766171616,0.0920420335314723,"MMUT","NS or FC < 0.5",1.50925689300448
"56","MYO5A","NeuN vs pSyn",-0.420346564661153,0.127371295493563,0.237716879810196,"MYO5A","NS or FC < 0.5",-0.89492843395784
"57","PTCH1","NeuN vs pSyn",0.568994172330148,0.0216462304029828,0.0730974588520043,"PTCH1","Enriched in pSyn P < 0.05",1.66461772322394
"58","NDP","NeuN vs pSyn",0.152063915711989,0.376802630525468,0.505702602639929,"NDP","NS or FC < 0.5",0.423886073982378
"59","NF1","NeuN vs pSyn",-0.306403515136655,0.342353941112878,0.474168477860203,"NF1","NS or FC < 0.5",-0.465524668253144
"60","OAT","NeuN vs pSyn",-0.400711675778012,0.131742023538883,0.24316588000215,"OAT","NS or FC < 0.5",-0.880275670141345
"61","OCRL","NeuN vs pSyn",0.300044059341859,0.0948200111191566,0.193395047577867,"OCRL","NS or FC < 0.5",1.02309999808911
"62","PCBD1","NeuN vs pSyn",0.278836479853493,0.482153901382587,0.604385072977415,"PCBD1","NS or FC < 0.5",0.31681431476364
"63","PDHA1","NeuN vs pSyn",-0.260323297618491,0.201673486753708,0.326788556813987,"PDHA1","NS or FC < 0.5",-0.695351193078341
"64","PEPD","NeuN vs pSyn",0.277296706460449,0.197917470015581,0.322870767008694,"PEPD","NS or FC < 0.5",0.703515869277684
"65","PEX6","NeuN vs pSyn",0.18349480551943,0.207547373069193,0.333728726073683,"PEX6","NS or FC < 0.5",0.682882759123687
"66","PFKM","NeuN vs pSyn",-0.726067171102233,0.0395408316748225,0.107691796464582,"PFKM","Enriched in NeuN P < 0.05",-1.40295420027304
"67","PGK1","NeuN vs pSyn",-0.839542368656098,4.33382360541724e-09,1.33125774393549e-06,"PGK1","Enriched in NeuN FDR < 0.01",-8.36312876923977
"68","PHKB","NeuN vs pSyn",0.157654998595299,0.263376558523287,0.395549335502858,"PHKB","NS or FC < 0.5",0.579422881451006
"69","PHKG2","NeuN vs pSyn",-0.0395437755279962,0.78952731934483,0.855254971496836,"PHKG2","NS or FC < 0.5",-0.102632837871728
"70","SERPINA1","NeuN vs pSyn",0.491568060583322,0.0892354982336248,0.184943257905399,"SERPINA1","NS or FC < 0.5",1.04946234719154
"71","PKD2","NeuN vs pSyn",0.047314164371097,0.690105889380371,0.779505830146536,"PKD2","NS or FC < 0.5",0.161084266298562
"72","PLOD1","NeuN vs pSyn",0.227732095771087,0.114344764432249,0.220165506801381,"PLOD1","NS or FC < 0.5",0.941783715886604
"73","PON2","NeuN vs pSyn",1.10517033014661,0.000768858471088197,0.00843488738498671,"PON2","Enriched in pSyn FDR < 0.01",3.11415359632631
"74","PRNP","NeuN vs pSyn",-0.38918889284611,0.171679780785612,0.292805432190572,"PRNP","NS or FC < 0.5",-0.765280849919478
"75","PTS","NeuN vs pSyn",0.4959506447121,0.0228823923504103,0.0754563723891986,"PTS","NS or FC < 0.5",1.64049857208761
"76","QDPR","NeuN vs pSyn",-0.332636506995379,0.0878635641665441,0.183026039088507,"QDPR","NS or FC < 0.5",-1.05619118365131
"77","RB1","NeuN vs pSyn",0.44187957171034,0.117368318190594,0.224031270474323,"RB1","NS or FC < 0.5",0.930449118521826
"78","ATXN1","NeuN vs pSyn",-0.10198774044774,0.678948671774437,0.770604054622847,"ATXN1","NS or FC < 0.5",-0.168163056953258
"79","SMN1","NeuN vs pSyn",0.199158978789964,0.546820138852779,0.663253841076742,"SMN1","NS or FC < 0.5",0.262155499167172
"80","SNCA","NeuN vs pSyn",-0.00879106506993025,0.975961676206726,0.985044096281713,"SNCA","NS or FC < 0.5",-0.0105672357541305
"81","ABCC8","NeuN vs pSyn",-0.331494516291285,0.0243933279433434,0.0785499863873819,"ABCC8","NS or FC < 0.5",-1.61272894553149
"82","TCOF1","NeuN vs pSyn",0.535759226445288,0.000175951307324352,0.00304498429435966,"TCOF1","Enriched in pSyn FDR < 0.01",3.75460750199365
"83","TPI1","NeuN vs pSyn",-0.752476740303436,2.7663073365681e-05,0.000801111427670781,"TPI1","Enriched in NeuN FDR < 0.01",-4.55809957145707
"84","TPM1","NeuN vs pSyn",-0.443623869009081,0.0104869805691606,0.0458441178239738,"TPM1","NS or FC < 0.5",-1.979349536679
"85","TPMT","NeuN vs pSyn",0.764305662890835,2.78818015540978e-06,0.000167700262354402,"TPMT","Enriched in pSyn FDR < 0.01",5.55467916817353
"86","TSC1","NeuN vs pSyn",-0.0323095628133781,0.836331593162422,0.888331102134865,"TSC1","NS or FC < 0.5",-0.0776214970488272
"87","UROS","NeuN vs pSyn",0.231595356821819,0.300978472194441,0.432968027988692,"UROS","NS or FC < 0.5",0.521464566670332
"88","XPA","NeuN vs pSyn",0.273473681893625,0.144137151196983,0.259426556951608,"XPA","NS or FC < 0.5",0.841224065817971
"89","BLMH","NeuN vs pSyn",0.367288156008068,0.131001588269023,0.242248061950036,"BLMH","NS or FC < 0.5",0.882723438906899
"90","CHM","NeuN vs pSyn",0.778327251621477,0.00213315526727034,0.0168169280053091,"CHM","Enriched in pSyn FDR < 0.05",2.67097753214336
"91","TPP1","NeuN vs pSyn",-0.503357708251003,0.0117994132884714,0.0497911852298741,"TPP1","Enriched in NeuN FDR < 0.05",-1.92813958692389
"92","COL5A2","NeuN vs pSyn",-0.308334947808761,0.260300744061969,0.392435880749692,"COL5A2","NS or FC < 0.5",-0.584524590471074
"93","CYB5R3","NeuN vs pSyn",-0.320399951452694,0.119909556895974,0.227536938885947,"CYB5R3","NS or FC < 0.5",-0.92114620187378
"94","ERCC2","NeuN vs pSyn",0.402613424663253,0.153165833964233,0.270563420162232,"ERCC2","NS or FC < 0.5",0.814838100079504
"95","G6PD","NeuN vs pSyn",0.193312954564541,0.251572781283262,0.383528990364063,"G6PD","NS or FC < 0.5",0.59933634883066
"96","GLB1","NeuN vs pSyn",0.676562623338123,0.00186579546276476,0.0155651860089619,"GLB1","Enriched in pSyn FDR < 0.05",2.72913596737482
"97","HLCS","NeuN vs pSyn",0.461621143356241,0.0273514918213166,0.0845615316876866,"HLCS","NS or FC < 0.5",1.56301898113689
"98","HSD17B4","NeuN vs pSyn",-0.614881783378768,0.0475381541612923,0.12187054066804,"HSD17B4","Enriched in NeuN P < 0.05",-1.32295768531563
"99","IFNGR1","NeuN vs pSyn",0.198439221079125,0.342650346401814,0.474426212073729,"IFNGR1","NS or FC < 0.5",0.465148824797059
"100","PAFAH1B1","NeuN vs pSyn",-0.568200168775362,0.101543787027976,0.202919810637353,"PAFAH1B1",NA,-0.993346643820092
"101","MVK","NeuN vs pSyn",0.787368980877892,6.87028137194314e-06,0.000309378482094675,"MVK","Enriched in pSyn FDR < 0.01",5.16302547607292
"102","NEU1","NeuN vs pSyn",0.449830275013023,0.0132981271101328,0.054232902453415,"NEU1","NS or FC < 0.5",1.87620952016148
"103","OXCT1","NeuN vs pSyn",-0.109547592441077,0.70467622627757,0.790726708703637,"OXCT1","NS or FC < 0.5",-0.152010380085856
"104","PCSK1","NeuN vs pSyn",0.108578320653868,0.554096696315383,0.668976092786161,"PCSK1","NS or FC < 0.5",0.256414439221573
"105","PLEC","NeuN vs pSyn",-1.0482156642328,2.95352348549371e-11,1.67872329138088e-08,"PLEC","Enriched in NeuN FDR < 0.01",-10.5296595714188
"106","PSEN2","NeuN vs pSyn",0.443938114823513,0.0115834751101616,0.0491754538116979,"PSEN2","NS or FC < 0.5",1.93616113018052
"107","RFX5","NeuN vs pSyn",0.557893437306022,0.00311307171943661,0.0212857416931315,"RFX5","Enriched in pSyn FDR < 0.05",2.50681087385755
"108","SLC5A5","NeuN vs pSyn",0.172447946987287,0.249961176231242,0.381529028707172,"SLC5A5","NS or FC < 0.5",0.602127440359502
"109","UBE3A","NeuN vs pSyn",0.404874563374563,0.0242560040359258,0.0782906634941914,"UBE3A","NS or FC < 0.5",1.61518074378632
"110","PEX1","NeuN vs pSyn",0.918502579255922,0.00105572999261799,0.010594229432314,"PEX1","Enriched in pSyn FDR < 0.05",2.97644714023972
"111","TWIST1","NeuN vs pSyn",0.502740522396852,0.0781309323159756,0.168650881468282,"TWIST1",NA,1.10717699333707
"112","AK1","NeuN vs pSyn",-0.582581247985322,0.0341863000202774,0.0981429794640876,"AK1","Enriched in NeuN P < 0.05",-1.46614790030694
"113","APP","NeuN vs pSyn",-0.622885929083342,7.5669446044293e-06,0.000328703487589376,"APP","Enriched in NeuN FDR < 0.01",-5.12107944537415
"114","ARSA","NeuN vs pSyn",0.274732105523973,0.095504910028542,0.194318262186561,"ARSA","NS or FC < 0.5",1.01997430021221
"115","ATRX","NeuN vs pSyn",-0.444576757300862,0.0629456766809398,0.146125712586441,"ATRX","NS or FC < 0.5",-1.20103409332561
"116","C1QB","NeuN vs pSyn",0.24838245139224,0.199557059446807,0.324459407996595,"C1QB","NS or FC < 0.5",0.699932904188831
"117","F12","NeuN vs pSyn",0.824536544382256,8.6063847695461e-06,0.000355882285590702,"F12","Enriched in pSyn FDR < 0.01",5.06517924161911
"118","HBA2","NeuN vs pSyn",0.678344824065979,0.000115607704649857,0.00220753196989512,"HBA2","Enriched in pSyn FDR < 0.01",3.93701322149148
"119","HEXA","NeuN vs pSyn",0.206879391656354,0.118627376322123,0.225483770993719,"HEXA","NS or FC < 0.5",0.92581507476909
"120","HEXB","NeuN vs pSyn",0.274901167907015,0.0594231355884325,0.141148409057196,"HEXB","NS or FC < 0.5",1.22604443545351
"121","KCNJ11","NeuN vs pSyn",0.104051450401275,0.490060108263182,0.61104492284936,"KCNJ11","NS or FC < 0.5",0.309750648367368
"122","PCCB","NeuN vs pSyn",-0.0336280588494539,0.874454246182413,0.915096845287132,"PCCB","NS or FC < 0.5",-0.0582629090559022
"123","PLP1","NeuN vs pSyn",-0.286033816472185,0.236060226101118,0.365697767416375,"PLP1","NS or FC < 0.5",-0.626977181239544
"124","PMS1","NeuN vs pSyn",0.345465002944203,0.0225254251370117,0.0748727233227617,"PMS1","NS or FC < 0.5",1.64732700354908
"125","SMPD1","NeuN vs pSyn",0.344910328735112,0.0470562550763518,0.121058804629281,"SMPD1","NS or FC < 0.5",1.32738263866428
"126","TSC2","NeuN vs pSyn",0.0366969496466371,0.861744615548213,0.905321286776827,"TSC2","NS or FC < 0.5",0.0646214215202523
"127","VHL","NeuN vs pSyn",0.00053980338526285,0.997493793712961,0.998771143157763,"VHL","NS or FC < 0.5",0.00108979776111294
"128","CD55","NeuN vs pSyn",0.303335074123811,0.0463769014386951,0.119779959258955,"CD55","NS or FC < 0.5",1.33369827107168
"129","GPX1","NeuN vs pSyn",-0.274280813215967,0.0874632193334309,0.18241298484162,"GPX1","NS or FC < 0.5",-1.05817454124896
"130","CD14","NeuN vs pSyn",0.333513089169858,0.14284662124921,0.257867901196491,"CD14","NS or FC < 0.5",0.845130027526094
"131","IGFBP2","NeuN vs pSyn",0.298548878989352,0.158506121285509,0.276758251964405,"IGFBP2","NS or FC < 0.5",0.799953961274714
"132","ORM2","NeuN vs pSyn",0.107452904704412,0.408126376741821,0.535105939993354,"ORM2","NS or FC < 0.5",0.389205336363106
"133","CD59","NeuN vs pSyn",-0.292724180262941,0.37121493264604,0.500755902711511,"CD59","NS or FC < 0.5",-0.430374561991601
"134","NCAM1","NeuN vs pSyn",-0.414538464732358,0.0344300769162441,0.0986781378062696,"NCAM1","NS or FC < 0.5",-1.46306200708728
"135","SLC11A2","NeuN vs pSyn",0.0935130961220995,0.555980768128168,0.670685916784064,"SLC11A2","NS or FC < 0.5",0.254940230792526
"136","NOS2","NeuN vs pSyn",0.374091037978295,0.205841242211126,0.331791702447132,"NOS2","NS or FC < 0.5",0.686467605908623
"137","IFNAR1","NeuN vs pSyn",0.199369149431151,0.503187282267089,0.623888397690534,"IFNAR1","NS or FC < 0.5",0.298270343936045
"138","RFX2","NeuN vs pSyn",0.510545510708915,0.107129381404911,0.21135729707175,"RFX2",NA,0.970091402818439
"139","SOD2","NeuN vs pSyn",-0.729264637543206,0.00233234009655815,0.0178951446659203,"SOD2","Enriched in NeuN FDR < 0.05",-2.63220812145625
"140","GSR","NeuN vs pSyn",0.258552357219186,0.222455881544747,0.350493320602009,"GSR","NS or FC < 0.5",0.652756107386554
"141","RPL9","NeuN vs pSyn",-0.314785406875125,0.0307893234737373,0.0917535329694535,"RPL9","NS or FC < 0.5",-1.51159985363823
"142","ABAT","NeuN vs pSyn",-0.397764568224693,0.0805504263077514,0.172341844943525,"ABAT","NS or FC < 0.5",-1.09393215676414
"143","ACHE","NeuN vs pSyn",0.167887495649655,0.360242275025957,0.49050048000663,"ACHE","NS or FC < 0.5",0.443405323351088
"144","ADH5","NeuN vs pSyn",-0.0834501108708276,0.648761523984519,0.747287781946008,"ADH5","NS or FC < 0.5",-0.187914914679616
"145","ADRA1B","NeuN vs pSyn",0.300174052372357,0.145351144163364,0.261103841050355,"ADRA1B","NS or FC < 0.5",0.837581545235969
"146","ADRA1A","NeuN vs pSyn",0.391100144811236,0.0192670360249979,0.0681677403747456,"ADRA1A","NS or FC < 0.5",1.7151850905856
"147","ALDH1A1","NeuN vs pSyn",0.627267811467335,0.0351161708217243,0.100011319615116,"ALDH1A1","Enriched in pSyn P < 0.05",1.45449284702735
"148","ALDH2","NeuN vs pSyn",-0.244686021042033,0.408608929576365,0.535493738120725,"ALDH2","NS or FC < 0.5",-0.388692146701697
"149","ALDH1B1","NeuN vs pSyn",0.775901098003692,0.0319549282105633,0.0938743890327369,"ALDH1B1","Enriched in pSyn P < 0.05",1.49546215379345
"150","ALDH3B2","NeuN vs pSyn",0.261566081760515,0.17968821200846,0.301619498728487,"ALDH3B2","NS or FC < 0.5",0.745480412749676
"151","ALDH9A1","NeuN vs pSyn",0.547296653136393,0.0258913784704364,0.0816700879072771,"ALDH9A1","Enriched in pSyn P < 0.05",1.58684482688582
"152","ATP1A1","NeuN vs pSyn",-0.707515975835136,2.49938153620601e-07,2.90502440444702e-05,"ATP1A1","Enriched in NeuN FDR < 0.01",-6.60216744278467
"153","ATP1A2","NeuN vs pSyn",0.119540836678925,0.535326713512652,0.653840537194309,"ATP1A2","NS or FC < 0.5",0.27138108420546
"154","BCKDHA","NeuN vs pSyn",0.608032643822734,4.07258103363733e-06,0.000212292542244331,"BCKDHA","Enriched in pSyn FDR < 0.01",5.39013026561702
"155","BLVRA","NeuN vs pSyn",0.440647076773974,0.0919598799473587,0.189267032167321,"BLVRA","NS or FC < 0.5",1.0364016043692
"156","C4BPB","NeuN vs pSyn",0.510696253081361,0.00420668666564041,0.0257337923265812,"C4BPB","Enriched in pSyn FDR < 0.05",2.37605983513089
"157","CA4","NeuN vs pSyn",0.798656438144877,0.00450317953796921,0.026961881490688,"CA4","Enriched in pSyn FDR < 0.05",2.34648073773728
"158","CACNA1B","NeuN vs pSyn",-0.692011054315206,0.0133264861186451,0.0542970663697141,"CACNA1B","Enriched in NeuN P < 0.05",-1.87528434874502
"159","CACNA1D","NeuN vs pSyn",0.0152044821543194,0.900570992798219,0.933567688207482,"CACNA1D","NS or FC < 0.5",0.0454820456814924
"160","CACNA1E","NeuN vs pSyn",-0.732560302643885,0.00169487623195038,0.0145440477162993,"CACNA1E","Enriched in NeuN FDR < 0.05",-2.77086201058393
"161","CACNA2D1","NeuN vs pSyn",-0.598747799638284,0.00185320953664106,0.015520404308325,"CACNA2D1","Enriched in NeuN FDR < 0.05",-2.73207547357792
"162","CACNB2","NeuN vs pSyn",0.000264892253343194,0.998395320013,0.999092280096779,"CACNB2","NS or FC < 0.5",0.000697463416151365
"163","CACNB3","NeuN vs pSyn",-0.184464526425244,0.482926107331809,0.60522329144119,"CACNB3","NS or FC < 0.5",-0.316119315693754
"164","CACNB4","NeuN vs pSyn",-0.402744537343357,0.00111859875006827,0.0109908858720189,"CACNB4","NS or FC < 0.5",-2.95132567029184
"165","CHRM1","NeuN vs pSyn",-0.156399943240654,0.465140371741618,0.589200638784927,"CHRM1","NS or FC < 0.5",-0.332415964372182
"166","CHRM3","NeuN vs pSyn",-0.0616561497996692,0.762014563196192,0.83465472728212,"CHRM3","NS or FC < 0.5",-0.118036728587817
"167","CHRNA4","NeuN vs pSyn",0.327044157842212,0.0316236624711815,0.093340810197197,"CHRNA4","NS or FC < 0.5",1.49998783399539
"168","CYP2E1","NeuN vs pSyn",0.696569808284644,0.00303067674732914,0.0209372294809461,"CYP2E1","Enriched in pSyn FDR < 0.05",2.51846038311037
"169","DCK","NeuN vs pSyn",-0.267495138150363,0.279458198256133,0.411367441930686,"DCK","NS or FC < 0.5",-0.553683145288821
"170","DRD1","NeuN vs pSyn",0.196422355855098,0.285989413622303,0.417693147659267,"DRD1","NS or FC < 0.5",0.543650042711902
"171","DRD4","NeuN vs pSyn",0.316551350108872,0.0551383964950614,0.134298378224046,"DRD4","NS or FC < 0.5",1.25854586796315
"172","DRD5","NeuN vs pSyn",0.508607596838704,0.0607106757902319,0.142982618420532,"DRD5",NA,1.21673493282735
"173","EPO","NeuN vs pSyn",0.719383872590999,0.00486530911595133,0.028312938908185,"EPO","Enriched in pSyn FDR < 0.05",2.31288956174976
"174","GAST","NeuN vs pSyn",0.177583710859403,0.42297084682236,0.548796538470225,"GAST","NS or FC < 0.5",0.373689565250252
"175","GABRA1","NeuN vs pSyn",-0.558354573069518,0.133780629759341,0.245578580221063,"GABRA1",NA,-0.873606763979416
"176","GABRA2","NeuN vs pSyn",-0.146340626515585,0.251945991804797,0.383945335845688,"GABRA2","NS or FC < 0.5",-0.598692546420757
"177","GABRA4","NeuN vs pSyn",-0.000820319307001935,0.996376024537326,0.99790159135672,"GABRA4","NS or FC < 0.5",-0.00157673129251076
"178","GABRA5","NeuN vs pSyn",-0.166133988334297,0.625525930567486,0.729215035078741,"GABRA5","NS or FC < 0.5",-0.203754682343141
"179","GABRB1","NeuN vs pSyn",-0.241036299761683,0.391992930055749,0.520298023365663,"GABRB1","NS or FC < 0.5",-0.406721765799605
"180","GABRB2","NeuN vs pSyn",-1.01778737393123,0.00221663835351362,0.0172810068230306,"GABRB2","Enriched in NeuN FDR < 0.05",-2.65430515663069
"181","GABRB3","NeuN vs pSyn",-0.642164850508863,0.000236969786360924,0.00376458837232068,"GABRB3","Enriched in NeuN FDR < 0.01",-3.62530702299072
"182","GABRD","NeuN vs pSyn",-0.201438550727218,0.198396130907625,0.323305252356287,"GABRD","NS or FC < 0.5",-0.702466801646826
"183","GABRG2","NeuN vs pSyn",-0.188673646312485,0.639869592874752,0.740217668905951,"GABRG2","NS or FC < 0.5",-0.193908527368762
"184","GAD1","NeuN vs pSyn",-0.346861671442189,0.264499178241924,0.396494381351938,"GAD1","NS or FC < 0.5",-0.577575672912547
"185","GAD2","NeuN vs pSyn",0.799155840167296,0.00879546758251972,0.0412935680552686,"GAD2","Enriched in pSyn FDR < 0.05",2.05574106773463
"186","GART","NeuN vs pSyn",0.115271136665184,0.384877568410815,0.512991161614973,"GART","NS or FC < 0.5",0.414677399893429
"187","GAS6","NeuN vs pSyn",-0.151925381282003,0.22578687361636,0.354184369865824,"GAS6","NS or FC < 0.5",-0.646301309894168
"188","GGCX","NeuN vs pSyn",0.586258138890601,0.0351897439075816,0.100121398395339,"GGCX","Enriched in pSyn P < 0.05",1.45358389371976
"189","GLRB","NeuN vs pSyn",-0.902251586250054,1.56218151737275e-07,2.03580655013985e-05,"GLRB","Enriched in NeuN FDR < 0.01",-6.80626850476522
"190","GRIA1","NeuN vs pSyn",-0.648433974459907,0.0111077587326777,0.0479126543930598,"GRIA1","Enriched in NeuN FDR < 0.05",-1.95437356196145
"191","GRIA3","NeuN vs pSyn",-0.00902351428865882,0.946630998579748,0.966176957254587,"GRIA3","NS or FC < 0.5",-0.0238192781358194
"192","GRIA4","NeuN vs pSyn",-0.781357673956882,0.0184408698386053,0.0664195651096499,"GRIA4","Enriched in NeuN P < 0.05",-1.73421859753419
"193","GRIK3","NeuN vs pSyn",0.367274867485508,0.0207308546109818,0.0711232870000217,"GRIK3","NS or FC < 0.5",1.68338279413464
