"","Feature","Comparison","Estimate","P","FDR","Gene","Color","invert_P"
"3793","QKI","NeuN vs pSyn",-0.442212277108014,0.0139231879052381,0.0558551022261908,"QKI","NS or FC < 0.5",-1.85626131564911
"3794","ZFPL1","NeuN vs pSyn",0.729788586535566,3.74866342895512e-06,0.000202585166838712,"ZFPL1","Enriched in pSyn FDR < 0.01",5.42612355064521
"3795","GJB6","NeuN vs pSyn",0.614162527961574,0.0591982878730146,0.140730921502432,"GJB6",NA,1.22769085371719
"3796","RALBP1","NeuN vs pSyn",-0.432966330249577,0.0337710033857605,0.0973732484481817,"RALBP1","NS or FC < 0.5",-1.47145603565048
"3797","MORF4L1","NeuN vs pSyn",-0.481745172256502,0.000450334596958284,0.00572977495331095,"MORF4L1","NS or FC < 0.5",-3.34646468707904
"3798","EHD1","NeuN vs pSyn",0.382299239663737,0.169178062039232,0.289936064380315,"EHD1","NS or FC < 0.5",0.771655954258075
"3799","AFG3L2","NeuN vs pSyn",-0.214387606311329,0.322370707582998,0.454691776963163,"AFG3L2","NS or FC < 0.5",-0.491644427515282
"3800","MSL3","NeuN vs pSyn",0.387237907149222,0.0254990251648462,0.0808421752900097,"MSL3","NS or FC < 0.5",1.59347642245313
"3801","KDELR1","NeuN vs pSyn",0.570772432835964,0.00190388083771049,0.0157606150963888,"KDELR1","Enriched in pSyn FDR < 0.05",2.72036023722481
"3802","HNRNPA0","NeuN vs pSyn",-0.154462698300478,0.611856855282879,0.717818645766118,"HNRNPA0","NS or FC < 0.5",-0.21335016973714
"3803","CBX1","NeuN vs pSyn",0.165720875928813,0.478019019807078,0.600329049145633,"CBX1","NS or FC < 0.5",0.320554822984269
"3804","SEC61B","NeuN vs pSyn",0.175327947444103,0.288877519756706,0.42092783780036,"SEC61B","NS or FC < 0.5",0.539286253328809
"3805","TOMM34","NeuN vs pSyn",-0.647736966953938,0.00465904290704601,0.0275380200697129,"TOMM34","Enriched in NeuN FDR < 0.05",-2.33170328993652
"3806","SERINC3","NeuN vs pSyn",-0.382286638354251,0.232683940631839,0.361901369507133,"SERINC3","NS or FC < 0.5",-0.633233589792996
"3807","TMED2","NeuN vs pSyn",0.0805246259591727,0.735857893571876,0.814977303967513,"TMED2","NS or FC < 0.5",0.133206047070642
"3808","LMAN2","NeuN vs pSyn",0.586100686939496,0.04082225092251,0.1099631005902,"LMAN2","Enriched in pSyn P < 0.05",1.38910305213652
"3809","STIP1","NeuN vs pSyn",-0.465296306139901,0.000714614085468367,0.00799271228753371,"STIP1","NS or FC < 0.5",-3.14592842784685
"3810","ACOT2","NeuN vs pSyn",0.46425096890648,0.00363758834425011,0.0232525680669752,"ACOT2","NS or FC < 0.5",2.4391864503897
"3811","RAB40B","NeuN vs pSyn",-0.448560446627423,0.0135759558154948,0.0548044826588611,"RAB40B","NS or FC < 0.5",-1.86722958414928
"3812","EBNA1BP2","NeuN vs pSyn",0.0735689274951747,0.681514988441053,0.772802955251351,"EBNA1BP2","NS or FC < 0.5",0.166524588360986
"3813","CKAP4","NeuN vs pSyn",0.586019145707084,0.000294130852135075,0.00424466352217078,"CKAP4","Enriched in pSyn FDR < 0.01",3.53145941884801
"3814","YWHAQ","NeuN vs pSyn",-0.530334084670466,0.0357045985785923,0.101074852557886,"YWHAQ","Enriched in NeuN P < 0.05",-1.44727584526901
"3815","TMED10","NeuN vs pSyn",0.03257217952806,0.814215925962129,0.872491287888601,"TMED10","NS or FC < 0.5",0.0892604071275505
"3816","ASCC3","NeuN vs pSyn",0.353376948101864,0.0111705713072929,0.0481032049405908,"ASCC3","NS or FC < 0.5",1.95192461477518
"3817","COPS6","NeuN vs pSyn",-0.297683318709076,0.151416189142282,0.268466428120547,"COPS6","NS or FC < 0.5",-0.819827688380969
"3818","CCNI","NeuN vs pSyn",-0.663486640747069,0.00540188064196525,0.0304067901842559,"CCNI","Enriched in NeuN FDR < 0.05",-2.26745501605907
"3819","COPS5","NeuN vs pSyn",0.0031202705985514,0.993522474117363,0.996534903776494,"COPS5","NS or FC < 0.5",0.00282230442254818
"3820","METAP2","NeuN vs pSyn",0.171921128208579,0.177085473016107,0.298473868981292,"METAP2","NS or FC < 0.5",0.75181706414991
"3821","IMMT","NeuN vs pSyn",0.178152063329536,0.52582395957349,0.644705898259671,"IMMT","NS or FC < 0.5",0.27915962881641
"3822","SF3B2","NeuN vs pSyn",-0.144227142233426,0.247510088860139,0.378526720178886,"SF3B2","NS or FC < 0.5",-0.606407093914304
"3823","ILVBL","NeuN vs pSyn",0.191188722231296,0.125511935986335,0.235490700347972,"ILVBL","NS or FC < 0.5",0.901314971501579
"3824","PDIA2","NeuN vs pSyn",-0.814291663563115,0.00840437738411186,0.0402923665921425,"PDIA2","Enriched in NeuN FDR < 0.05",-2.07549445458146
"3825","KDELR2","NeuN vs pSyn",0.641211173506475,0.0117291601706777,0.0496130587404004,"KDELR2","Enriched in pSyn FDR < 0.05",1.93073308305053
"3826","SNRNP27","NeuN vs pSyn",-0.447756047971731,0.163862841954807,0.28335028219809,"SNRNP27","NS or FC < 0.5",-0.785519517225997
"3827","ADAP1","NeuN vs pSyn",-0.623172879309324,0.00840756654789662,0.0402923665921425,"ADAP1","Enriched in NeuN FDR < 0.05",-2.07532968645521
"3828","DSTN","NeuN vs pSyn",-0.0686561454374702,0.739299619466635,0.817315684708551,"DSTN","NS or FC < 0.5",-0.131179517343106
"3829","PIM2","NeuN vs pSyn",0.334992260151924,0.00661182893671695,0.0345074882795525,"PIM2","NS or FC < 0.5",2.17967839115639
"3830","B4GAT1","NeuN vs pSyn",-0.499846034686896,0.31364117695739,0.445979122441503,"B4GAT1","NS or FC < 0.5",-0.503566925096565
"3831","CALM1","NeuN vs pSyn",-0.386712863301017,0.146844052454642,0.263010037152946,"CALM1","NS or FC < 0.5",-0.833143638779844
"3832","MYO9A","NeuN vs pSyn",-0.428492578767757,0.034476235169895,0.0987372614483871,"MYO9A","NS or FC < 0.5",-1.46248016553325
"3833","PPA2","NeuN vs pSyn",0.619932608507378,4.10232763709028e-05,0.00105571534539119,"PPA2","Enriched in pSyn FDR < 0.01",4.3869696571568
"3834","PRKDC","NeuN vs pSyn",0.122504037635212,0.415053541067156,0.541546648470663,"PRKDC","NS or FC < 0.5",0.381895876564563
"3835","RASGRF2","NeuN vs pSyn",-0.720780280018741,0.0152819810636892,0.0588338737991984,"RASGRF2","Enriched in NeuN P < 0.05",-1.8158203427983
"3836","RIT1","NeuN vs pSyn",0.486553713492015,0.00188333673154555,0.0156557521413128,"RIT1","NS or FC < 0.5",2.72507202327714
"3837","RORB","NeuN vs pSyn",0.950851849386886,2.78253936532986e-05,0.000803108089973225,"RORB","Enriched in pSyn FDR < 0.01",4.55555868286941
"3838","SCN1A","NeuN vs pSyn",-0.0824846366303614,0.59379924003755,0.703189765050663,"SCN1A","NS or FC < 0.5",-0.226360362562995
"3839","SCN3A","NeuN vs pSyn",-0.763965658631804,0.00642584464401148,0.0338656187396708,"SCN3A","Enriched in NeuN FDR < 0.05",-2.19206977848325
"3840","SDF2","NeuN vs pSyn",0.227336127817772,0.0653023903406771,0.14945871722197,"SDF2","NS or FC < 0.5",1.18507092143907
"3841","SRSF1","NeuN vs pSyn",-0.440503339372771,0.230612018835171,0.359719618063349,"SRSF1","NS or FC < 0.5",-0.637118062272139
"3842","ST3GAL2","NeuN vs pSyn",0.277555464736027,0.182541165978028,0.305276408434185,"ST3GAL2","NS or FC < 0.5",0.738639179749744
"3843","SKIV2L","NeuN vs pSyn",0.3712691049313,0.0103856486001891,0.0455285237564864,"SKIV2L","NS or FC < 0.5",1.98356637590432
"3844","SUMO3","NeuN vs pSyn",-0.150533461178833,0.451926303115191,0.576635445991603,"SUMO3","NS or FC < 0.5",-0.344932381029172
"3845","SUMO2","NeuN vs pSyn",-0.222513339822083,0.141856399262194,0.256648483393802,"SUMO2","NS or FC < 0.5",-0.848151068034691
"3846","SOS2","NeuN vs pSyn",0.79905809409531,7.26119102378465e-07,6.18351524708632e-05,"SOS2","Enriched in pSyn FDR < 0.01",6.13899213789033
"3847","SOX12","NeuN vs pSyn",0.294403054130102,0.0821170794757722,0.174521621094914,"SOX12","NS or FC < 0.5",1.08556650487026
"3848","SPTBN2","NeuN vs pSyn",-0.764467938828879,2.26700788664257e-11,1.39275248807234e-08,"SPTBN2","Enriched in NeuN FDR < 0.01",-10.6445469690136
"3849","SRP72","NeuN vs pSyn",0.0326992203456344,0.893335523995681,0.928681135931017,"SRP72","NS or FC < 0.5",0.0489853957004974
"3850","HSPA13","NeuN vs pSyn",0.506036853009539,0.359941974236102,0.490472262421533,"HSPA13",NA,0.443767505622187
"3851","SYN1","NeuN vs pSyn",-0.547909288003891,0.0040799227532531,0.0252637981286753,"SYN1","Enriched in NeuN FDR < 0.05",-2.38934805949676
"3852","ZNF17","NeuN vs pSyn",0.137108550800907,0.396508439084074,0.523866218826747,"ZNF17","NS or FC < 0.5",0.401747564945008
"3853","RNF113A","NeuN vs pSyn",0.0927832166397801,0.500901917587512,0.621682163516622,"RNF113A","NS or FC < 0.5",0.300247305711003
"3854","NPIPA1","NeuN vs pSyn",-1.6873349770039,0.0013924795455476,0.0127683545535766,"NPIPA1","Enriched in NeuN FDR < 0.05",-2.85621117555894
"3855","MAGED1","NeuN vs pSyn",-0.334968248713615,0.0487338480038347,0.123595584937711,"MAGED1","NS or FC < 0.5",-1.31216929555791
"3856","TLE4","NeuN vs pSyn",-0.390999227237525,0.0074947664637816,0.0375874556005746,"TLE4","NS or FC < 0.5",-2.1252418951801
"3857","NUDT21","NeuN vs pSyn",0.00850181331762913,0.975996487444804,0.985044096281713,"NUDT21","NS or FC < 0.5",0.0105517453313451
"3858","CPSF6","NeuN vs pSyn",-0.133298005293142,0.540356753553968,0.657463352287124,"CPSF6","NS or FC < 0.5",-0.267319416208913
"3859","RTN4","NeuN vs pSyn",-0.773301376884662,3.31802068985873e-11,1.67872329138088e-08,"RTN4","Enriched in NeuN FDR < 0.01",-10.4791209102154
"3860","ABHD2","NeuN vs pSyn",-0.335043997638342,0.0352192899925855,0.100139210983877,"ABHD2","NS or FC < 0.5",-1.45321940349113
"3861","WWP1","NeuN vs pSyn",0.147800037952982,0.208077769975125,0.334144305368941,"WWP1","NS or FC < 0.5",0.681774315236864
"3862","RAPGEF4","NeuN vs pSyn",-0.128420219923297,0.618911438912673,0.723858755247199,"RAPGEF4","NS or FC < 0.5",-0.208371490468046
"3863","TOPBP1","NeuN vs pSyn",0.490275587895825,0.0525732728463772,0.130424782160857,"TOPBP1","NS or FC < 0.5",1.2792349859856
"3864","STMN2","NeuN vs pSyn",-0.281294013337595,0.359704593763671,0.490304153876599,"STMN2","NS or FC < 0.5",-0.444054015799853
"3865","TPPP","NeuN vs pSyn",-0.73995823134433,3.1019941457449e-05,0.000852404205992072,"TPPP","Enriched in NeuN FDR < 0.01",-4.50835902614623
"3866","RER1","NeuN vs pSyn",0.245398463811082,0.586932001162545,0.697303018936159,"RER1","NS or FC < 0.5",0.231412210899744
"3867","DNAJB4","NeuN vs pSyn",-0.433556059482459,0.0793465353515589,0.170444443196493,"DNAJB4","NS or FC < 0.5",-1.10047203186502
"3868","HNRNPUL1","NeuN vs pSyn",-0.390304388389141,0.106954941019387,0.211135976063288,"HNRNPUL1","NS or FC < 0.5",-0.97079914743759
"3869","ATE1","NeuN vs pSyn",0.165298696869266,0.267887888667136,0.399852740779074,"ATE1","NS or FC < 0.5",0.572046920598324
"3870","RPP14","NeuN vs pSyn",0.506480227867637,0.0201059350318352,0.0698353150164085,"RPP14","Enriched in pSyn P < 0.05",1.69667572511149
"3871","KRR1","NeuN vs pSyn",0.430288280206934,0.0378871695499492,0.104949289951405,"KRR1","NS or FC < 0.5",1.42150783850316
"3872","PTPRT","NeuN vs pSyn",-0.358700990795427,0.252814841844449,0.384792152663972,"PTPRT","NS or FC < 0.5",-0.597197433783881
"3873","FAF1","NeuN vs pSyn",0.222678543765058,0.0797783363057542,0.171030276811015,"FAF1","NS or FC < 0.5",1.09811502469156
"3874","KIF3A","NeuN vs pSyn",-0.527744182399744,0.122808755575501,0.231589148586906,"KIF3A",NA,-0.910770669330241
"3875","POLR3A","NeuN vs pSyn",0.115980543731717,0.643077679248759,0.74240927963734,"POLR3A","NS or FC < 0.5",0.191736564196312
"3876","PWP1","NeuN vs pSyn",0.404467261032682,0.0365327515713866,0.102618614064499,"PWP1","NS or FC < 0.5",1.43731761639289
"3877","CDC37","NeuN vs pSyn",-0.297267557842713,0.399364189772804,0.526426267622358,"CDC37","NS or FC < 0.5",-0.398630880079521
"3878","PKIG","NeuN vs pSyn",0.296770442081349,0.262623663275341,0.394819812129234,"PKIG","NS or FC < 0.5",0.580666145090021
"3879","KAT7","NeuN vs pSyn",-0.246756143687684,0.0651896630884362,0.149280162998839,"KAT7","NS or FC < 0.5",-1.18582126346374
"3880","PLAAT3","NeuN vs pSyn",0.175739472557349,0.267829372114974,0.399852740779074,"PLAAT3","NS or FC < 0.5",0.572141796823772
"3881","WDR45","NeuN vs pSyn",0.269430766878456,0.233391458080117,0.362764390281008,"WDR45","NS or FC < 0.5",0.631915042791741
"3882","PTP4A3","NeuN vs pSyn",-0.38308405965752,0.145178224137231,0.260902195111643,"PTP4A3","NS or FC < 0.5",-0.838098520318161
"3883","LSM6","NeuN vs pSyn",0.720371364657889,0.000366402740259985,0.00488005866116465,"LSM6","Enriched in pSyn FDR < 0.01",3.43604128698197
"3884","CLTB","NeuN vs pSyn",-0.790766697996175,0.00153346025069845,0.0137102823453819,"CLTB","Enriched in NeuN FDR < 0.05",-2.81432747701834
"3885","CLTCL1","NeuN vs pSyn",-0.0186291409323916,0.921733869744482,0.949213722901375,"CLTCL1","NS or FC < 0.5",-0.0353944537676922
"3886","ATP5ME","NeuN vs pSyn",-0.106470307677036,0.685139256224473,0.775277298090605,"ATP5ME","NS or FC < 0.5",-0.164221148123237
"3887","NDUFV1","NeuN vs pSyn",-0.143475127921708,0.307922645247938,0.439940643152411,"NDUFV1","NS or FC < 0.5",-0.511558371036458
"3888","RPL10A","NeuN vs pSyn",-0.14653037973076,0.388128930900315,0.516233888709861,"RPL10A","NS or FC < 0.5",-0.411023984000322
"3889","UBL3","NeuN vs pSyn",-0.280762008075875,0.0255707715333802,0.0809772481438156,"UBL3","NS or FC < 0.5",-1.59225616803801
"3890","SSR3","NeuN vs pSyn",0.509466464153451,0.000468793372055808,0.00586671896893033,"SSR3","Enriched in pSyn FDR < 0.01",3.32901853713488
"3891","TFDP1","NeuN vs pSyn",0.377111477889602,0.112178802812795,0.217429641764711,"TFDP1","NS or FC < 0.5",0.950089199150638
"3892","TMF1","NeuN vs pSyn",-0.132957623207019,0.418578451889572,0.544658587700788,"TMF1","NS or FC < 0.5",-0.378223132581966
"3893","TRIO","NeuN vs pSyn",-0.744247014169023,0.00824533089522116,0.0398640196907236,"TRIO","Enriched in NeuN FDR < 0.05",-2.0837919109006
"3894","NR1H2","NeuN vs pSyn",0.114659716139918,0.443616861584324,0.568975339470141,"NR1H2","NS or FC < 0.5",0.352991954962334
"3895","UTRN","NeuN vs pSyn",0.352014225483583,0.0675647842467889,0.152566214047422,"UTRN","NS or FC < 0.5",1.1702796057201
"3896","VCP","NeuN vs pSyn",-0.298952397571648,0.199890188533891,0.324816835741545,"VCP","NS or FC < 0.5",-0.69920852239096
"3897","ZNF175","NeuN vs pSyn",0.667000414122249,2.15169316084507e-06,0.000144583694347097,"ZNF175","Enriched in pSyn FDR < 0.01",5.66721966053954
"3898","RNF112","NeuN vs pSyn",-0.161646794083046,0.221132596974615,0.349427249296591,"RNF112","NS or FC < 0.5",-0.655347233709219
"3899","ZNF184","NeuN vs pSyn",0.581255505082573,6.45652888490577e-06,0.000298562392145562,"ZNF184","Enriched in pSyn FDR < 0.01",5.19000090170787
"3900","ZNF195","NeuN vs pSyn",0.232453452111743,0.280557588021597,0.412287413051277,"ZNF195","NS or FC < 0.5",0.551977980778585
"3901","SF3A2","NeuN vs pSyn",0.388796325307127,0.0526871771690612,0.130588052530291,"SF3A2","NS or FC < 0.5",1.27829506908219
"3902","PICALM","NeuN vs pSyn",-0.128798883858526,0.638645994199336,0.738901559874696,"PICALM","NS or FC < 0.5",-0.194739807519609
"3903","POMT1","NeuN vs pSyn",-0.0143620985409947,0.936076229057172,0.958634130538758,"POMT1","NS or FC < 0.5",-0.0286887831947242
"3904","NUP50","NeuN vs pSyn",0.353599231997479,0.0401204246252183,0.108781901423714,"NUP50","NS or FC < 0.5",1.39663447915577
"3905","CIT","NeuN vs pSyn",-0.566454944223112,0.0815585008653166,0.173705008742365,"CIT",NA,-1.08853076562936
"3906","ERG28","NeuN vs pSyn",0.181888932279529,0.258566309511055,0.390958814248884,"ERG28","NS or FC < 0.5",0.587428063162618
"3907","STRAP","NeuN vs pSyn",-0.114975966903264,0.521665472347447,0.640520303734531,"STRAP","NS or FC < 0.5",-0.282607907125068
"3908","RASSF1","NeuN vs pSyn",0.502228143518315,0.00422395730111955,0.0258210780006604,"RASSF1","Enriched in pSyn FDR < 0.05",2.37428048062147
"3909","CEP250","NeuN vs pSyn",0.367151232023997,0.0914721098367649,0.188416028750022,"CEP250","NS or FC < 0.5",1.03871130364266
"3910","WBP4","NeuN vs pSyn",-0.289998418527563,0.01056020607213,0.0460820118901392,"WBP4","NS or FC < 0.5",-1.97632760688595
"3911","ABCF2","NeuN vs pSyn",-0.522967104771374,0.000136504041562555,0.00250335023769623,"ABCF2","Enriched in NeuN FDR < 0.01",-3.86485448999809
"3912","SEC23IP","NeuN vs pSyn",0.545311310796685,0.00353192212189341,0.0228234877313338,"SEC23IP","Enriched in pSyn FDR < 0.05",2.45198888108678
"3913","SUPT16H","NeuN vs pSyn",0.191787099001672,0.164727823524433,0.284359418853927,"SUPT16H","NS or FC < 0.5",0.783233039673146
"3914","POLI","NeuN vs pSyn",0.497817670016646,0.047288455577196,0.12141134519984,"POLI","NS or FC < 0.5",1.325244869644
"3915","PLPBP","NeuN vs pSyn",0.351320287865573,0.0803379328424872,0.17201557390546,"PLPBP","NS or FC < 0.5",1.09507934719547
"3916","AKAP10","NeuN vs pSyn",0.330368444791583,0.0125780048594843,0.0522892964314749,"AKAP10","NS or FC < 0.5",1.90038824181873
"3917","MRPL3","NeuN vs pSyn",-0.191461225713475,0.246375438705256,0.377318478569892,"MRPL3","NS or FC < 0.5",-0.608402589390929
"3918","RPL35","NeuN vs pSyn",0.132921914361635,0.750255444941156,0.826559124111551,"RPL35","NS or FC < 0.5",0.124790844021314
"3919","RNF2","NeuN vs pSyn",0.172387931679793,0.310030172341373,0.442143842199991,"RNF2","NS or FC < 0.5",0.508596038282778
"3920","SEC63","NeuN vs pSyn",-0.00351047557420719,0.984045981254937,0.990263189981715,"SEC63","NS or FC < 0.5",-0.00698460793173737
"3921","RNF139","NeuN vs pSyn",0.326652947276117,0.0103773108561332,0.0455285237564864,"RNF139","NS or FC < 0.5",1.98391517362145
"3922","RNF24","NeuN vs pSyn",-0.162601001666547,0.361029397247924,0.49125357470802,"RNF24","NS or FC < 0.5",-0.442457433709977
"3923","GPR176","NeuN vs pSyn",0.145030027696259,0.388100785252538,0.516233888709861,"GPR176","NS or FC < 0.5",0.411055478541873
"3924","HRH3","NeuN vs pSyn",-0.639730522030584,0.000372130727895724,0.00493934628183815,"HRH3","Enriched in NeuN FDR < 0.01",-3.4293044675636
"3925","XPOT","NeuN vs pSyn",0.194921511792564,0.331218269431383,0.463145559320327,"XPOT","NS or FC < 0.5",0.479885716288088
"3926","PRR4","NeuN vs pSyn",0.254984583460282,0.258052928529533,0.390553094893984,"PRR4","NS or FC < 0.5",0.588291207948421
"3927","KLHL2","NeuN vs pSyn",-0.250608614889931,0.252324330204455,0.384385682622834,"KLHL2","NS or FC < 0.5",-0.598040870908943
"3928","B4GALT7","NeuN vs pSyn",0.521767793209047,0.0248104045694708,0.0795256384241202,"B4GALT7","Enriched in pSyn P < 0.05",1.60536615387144
"3929","PNMA2","NeuN vs pSyn",-0.458869307460562,0.0656351041158137,0.149861303557237,"PNMA2","NS or FC < 0.5",-1.1828638215066
"3930","VPS45","NeuN vs pSyn",0.275826070781297,0.112083333951476,0.217429641764711,"VPS45","NS or FC < 0.5",0.950458959314054
"3931","LYPLA2","NeuN vs pSyn",0.463135735664541,0.0384915860114166,0.106009007775919,"LYPLA2","NS or FC < 0.5",1.41463419382056
"3932","STXBP3","NeuN vs pSyn",0.458812773450375,0.105525660344953,0.209034132802152,"STXBP3","NS or FC < 0.5",0.9766419214927
"3933","FKBP9","NeuN vs pSyn",0.268043023135748,0.134466611300187,0.246388437109695,"FKBP9","NS or FC < 0.5",0.871385539663155
"3934","PHB2","NeuN vs pSyn",0.331304614518449,0.0558196849058163,0.135351058703959,"PHB2","NS or FC < 0.5",1.25321261937106
"3935","ACOT7","NeuN vs pSyn",-0.253952061652993,0.369003185068721,0.498899920014395,"ACOT7","NS or FC < 0.5",-0.432969885191075
"3936","TUSC2","NeuN vs pSyn",-1.01961273462987,9.18758617080907e-06,0.000374513879882127,"TUSC2","Enriched in NeuN FDR < 0.01",-5.03679857461998
"3937","CBX3","NeuN vs pSyn",-0.0083005163764011,0.967265136354602,0.980026792058656,"CBX3","NS or FC < 0.5",-0.0144544654486969
"3938","EXOC3","NeuN vs pSyn",-0.113502992023691,0.692962659761462,0.781802861379363,"EXOC3","NS or FC < 0.5",-0.159290166681785
"3939","GABARAP","NeuN vs pSyn",-0.0501138537089466,0.773906040472935,0.843355545231167,"GABARAP","NS or FC < 0.5",-0.111311763582159
"3940","U2AF2","NeuN vs pSyn",-0.372941390015327,0.0240555220497383,0.0777915271919862,"U2AF2","NS or FC < 0.5",-1.61878521365809
"3941","SCRG1","NeuN vs pSyn",0.437260874906168,0.00812132946649424,0.0395297039056755,"SCRG1","NS or FC < 0.5",2.09037287067249
"3942","MGLL","NeuN vs pSyn",0.0593837291148284,0.743504267194031,0.820277091089771,"MGLL","NS or FC < 0.5",0.12871653458856
"3943","TWF2","NeuN vs pSyn",0.313997156139543,0.0121997464706454,0.051060836688088,"TWF2","NS or FC < 0.5",1.91364919453376
"3944","GABARAPL2","NeuN vs pSyn",-0.189297880849583,0.0786939700199145,0.169593293946701,"GABARAPL2","NS or FC < 0.5",-1.1040585444822
"3945","RANBP3","NeuN vs pSyn",-0.300984918274017,0.0195696978997741,0.0687261331332113,"RANBP3","NS or FC < 0.5",-1.70841587855629
"3946","NSD2","NeuN vs pSyn",-0.106899559982008,0.46210971120489,0.586138567478728,"NSD2","NS or FC < 0.5",-0.335254904715702
"3947","NUP42","NeuN vs pSyn",0.457694852707305,0.0235297176508679,0.0768332289305282,"NUP42","NS or FC < 0.5",1.62838328418844
"3948","TTF1","NeuN vs pSyn",0.881836270007668,3.15745186782953e-08,5.32494970886309e-06,"TTF1","Enriched in pSyn FDR < 0.01",7.50066326110371
"3949","OGFR","NeuN vs pSyn",-0.533276473031834,0.00854609929513347,0.040587689493222,"OGFR","Enriched in NeuN FDR < 0.05",-2.06823206552327
"3950","HSP90AB1","NeuN vs pSyn",-0.542092881922064,0.0510775436942088,0.127523353646993,"HSP90AB1",NA,-1.29176999601513
"3951","COG2","NeuN vs pSyn",0.320183816301338,0.0599344512984781,0.141892710051806,"COG2","NS or FC < 0.5",1.22232346629523
"3952","CASC3","NeuN vs pSyn",0.149465714279465,0.277749307323957,0.409274140194375,"CASC3","NS or FC < 0.5",0.556347015468133
"3953","NONO","NeuN vs pSyn",-0.160496460286477,0.485270683420076,0.607474374303274,"NONO","NS or FC < 0.5",-0.314015944855064
"3954","TMED3","NeuN vs pSyn",0.213136547285173,0.12837897549768,0.238743258001199,"TMED3","NS or FC < 0.5",0.891506094436752
"3955","RALY","NeuN vs pSyn",0.276408436621338,0.0397047952555984,0.107997273917529,"RALY","NS or FC < 0.5",1.40115703914916
"3956","RASA3","NeuN vs pSyn",0.102841419290335,0.478043676037488,0.600329049145633,"RASA3","NS or FC < 0.5",0.32053242264408
"3957","GPR161","NeuN vs pSyn",0.547385055010882,0.105797052831291,0.209475242035436,"GPR161",NA,0.975526430192467
"3958","BRD3","NeuN vs pSyn",0.403924432033986,0.0697960311245703,0.156210164897848,"BRD3","NS or FC < 0.5",1.15616927235828
"3959","DDX42","NeuN vs pSyn",0.351030124894679,0.0166945790690861,0.0624033353208213,"DDX42","NS or FC < 0.5",1.77742452661127
"3960","SHOC2","NeuN vs pSyn",-0.00111112391936027,0.993819112208734,0.996599998147059,"SHOC2","NS or FC < 0.5",-0.00269265556092514
"3961","TARDBP","NeuN vs pSyn",-0.689744806802926,0.00775344735350342,0.0384809005698113,"TARDBP","Enriched in NeuN FDR < 0.05",-2.11050515765914
"3962","COMMD3","NeuN vs pSyn",0.575078520919254,0.0473265567132418,0.121472907875438,"COMMD3","Enriched in pSyn P < 0.05",1.32489509187337
"3963","DGAT1","NeuN vs pSyn",0.450269672644028,0.0851681226740982,0.178927948978974,"DGAT1","NS or FC < 0.5",1.06972292562363
"3964","ELL2","NeuN vs pSyn",0.0712809516021087,0.669954931215049,0.76425365957755,"ELL2","NS or FC < 0.5",0.173954411900593
"3965","ZFPM2","NeuN vs pSyn",0.184541851707639,0.172253842797771,0.293493522564111,"ZFPM2","NS or FC < 0.5",0.763831080669966
"3966","GTF3C5","NeuN vs pSyn",0.153516964228632,0.209032291980427,0.335489222489952,"GTF3C5","NS or FC < 0.5",0.679786617498518
"3967","PGLS","NeuN vs pSyn",0.52434048401543,0.0259595856580012,0.0817869583313071,"PGLS","Enriched in pSyn P < 0.05",1.58570224360818
"3968","ABCB10","NeuN vs pSyn",0.579129900955854,0.0422062491742216,0.112249829668361,"ABCB10","Enriched in pSyn P < 0.05",1.37462324143285
"3969","MACF1","NeuN vs pSyn",-0.651461812955424,0.00133625482109707,0.0123715045384886,"MACF1","Enriched in NeuN FDR < 0.05",-2.87411071488171
"3970","ADAT1","NeuN vs pSyn",0.282134502117386,0.0239343646980297,0.0776813914786078,"ADAT1","NS or FC < 0.5",1.62097809572754
"3971","PRDX5","NeuN vs pSyn",-0.144553757820428,0.606702875466657,0.71375344438363,"PRDX5","NS or FC < 0.5",-0.217023946713538
"3972","AP3M1","NeuN vs pSyn",0.436602154961625,0.00132344150156019,0.0122675960687565,"AP3M1","NS or FC < 0.5",2.87829525051759
"3973","APPL1","NeuN vs pSyn",0.00194436647563494,0.995081645354321,0.997168499556392,"APPL1","NS or FC < 0.5",0.00214128440787786
"3974","DNPEP","NeuN vs pSyn",0.595409972487161,0.00339077471280014,0.0222966768385275,"DNPEP","Enriched in pSyn FDR < 0.05",2.46970106431746
"3975","RERE","NeuN vs pSyn",-0.203754242512931,0.335727733170007,0.467323876516464,"RERE","NS or FC < 0.5",-0.474012781882112
"3976","BACE1","NeuN vs pSyn",-0.154998399300081,0.268394662744486,0.400357699317607,"BACE1","NS or FC < 0.5",-0.571226124731307
"3977","ARL2BP","NeuN vs pSyn",-0.20035310228563,0.382786472099423,0.510995878709784,"ARL2BP","NS or FC < 0.5",-0.417043418848135
"3978","TMEM59L","NeuN vs pSyn",-1.1170773843825,3.4743911275802e-14,4.98053968138621e-11,"TMEM59L","Enriched in NeuN FDR < 0.01",-13.4591212926856
"3979","CHIC2","NeuN vs pSyn",0.543270064257974,0.0382217207383867,0.105536122013118,"CHIC2","Enriched in pSyn P < 0.05",1.41768976494286
"3980","CBX5","NeuN vs pSyn",-0.265570680969888,0.0897553537191926,0.185662769922745,"CBX5","NS or FC < 0.5",-1.04693963721919
"3981","CDC42EP4","NeuN vs pSyn",0.525230423737329,0.0625415590553891,0.145462398441158,"CDC42EP4",NA,1.20383129673055
