,0,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85
AD,5.602716468590832,5.400696864111499,5.189094107299912,4.9733570159857905,4.722222222222222,4.02621722846442,3.9177277179236047,3.715498938428875,4.049079754601228,3.35195530726257,2.841918294849023,2.9473684210526314,2.9885057471264367,3.125,3.125,3.125
ALS,0.3395585738539898,0.34843205574912894,0.2638522427440633,0.2664298401420959,0.1851851851851852,0.09363295880149813,0.0979431929480901,0.10615711252653928,0.1226993865030675,0.13966480446927373,0.0,0.0,0.0,0.0,0.0,0.0
AnorexiaNervosa,2.037351443123939,1.9163763066202089,1.759014951627089,1.4209591474245116,1.1111111111111112,1.0299625468164793,0.5876591576885406,0.6369426751592357,0.36809815950920244,0.27932960893854747,0.0,0.0,0.0,0.0,0.0,0.0
BipolarDisorder,3.65025466893039,3.397212543554007,2.7264731750219875,2.3090586145648313,2.314814814814815,2.3408239700374533,2.1547502448579823,2.1231422505307855,1.7177914110429449,1.675977653631285,1.2433392539964476,1.4736842105263157,0.9195402298850575,2.34375,0.0,0.0
Epilepsy,1.5280135823429541,1.5679442508710801,1.4072119613016711,1.3321492007104796,1.2962962962962963,1.3108614232209739,0.9794319294809012,1.0615711252653928,0.49079754601227,0.5586592178770949,0.0,0.0,0.0,0.0,0.0,0.0
LBD,0.2546689303904924,0.2613240418118467,0.2638522427440633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MajorDepressiveDisorder,7.130730050933787,6.968641114982578,6.684256816182938,6.216696269982238,5.648148148148148,5.430711610486892,4.897159647404505,4.777070063694268,4.171779141104294,3.212290502793296,2.664298401420959,2.526315789473684,2.0689655172413794,2.34375,2.34375,1.5625
MigraineDisorder,2.9711375212224107,2.7874564459930316,2.638522427440633,2.4866785079928952,2.1296296296296298,2.0599250936329585,1.860920666013712,1.48619957537155,1.4723926380368098,1.2569832402234637,0.8880994671403196,0.8421052631578947,0.6896551724137931,0.0,0.0,0.0
MS,3.5653650254668934,3.3101045296167246,3.16622691292876,2.930728241563055,2.8703703703703702,2.528089887640449,2.2526934378060726,2.229299363057325,2.331288343558282,1.8156424581005588,1.7761989342806392,1.6842105263157894,1.6091954022988506,0.0,0.0,0.0
Narcolepsy,0.4244482173174873,0.4355400696864111,0.43975373790677225,0.4440497335701598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCD,1.697792869269949,1.480836236933798,1.3192612137203166,0.9769094138543518,0.8333333333333334,0.8426966292134831,0.4897159647404506,0.5307855626326964,0.245398773006135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PD,1.9524617996604414,1.8292682926829267,1.8469656992084433,1.6873889875666075,1.6666666666666667,1.5917602996254683,1.5670910871694417,1.48619957537155,1.2269938650306749,1.2569832402234637,1.2433392539964476,1.0526315789473684,1.1494252873563218,0.78125,0.0,0.0
PSP,0.08488964346349745,0.08710801393728224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RestlessLeg,2.3769100169779285,2.177700348432056,2.1108179419525066,2.1314387211367674,2.037037037037037,2.0599250936329585,1.860920666013712,1.48619957537155,1.4723926380368098,1.3966480446927374,1.5985790408525755,1.263157894736842,0.9195402298850575,0.0,0.0,0.0
SCZ,6.621392190152801,6.445993031358885,6.068601583113456,5.683836589698046,5.37037037037037,5.2434456928838955,4.799216454456415,4.45859872611465,3.92638036809816,3.212290502793296,2.4866785079928952,2.736842105263158,1.839080459770115,4.6875,1.5625,1.5625
Tourette,1.7826825127334467,1.480836236933798,1.3192612137203166,0.9769094138543518,0.8333333333333334,0.8426966292134831,0.4897159647404506,0.5307855626326964,0.245398773006135,0.13966480446927373,0.0,0.0,0.0,0.0,0.0,0.0
