genes,Asthma,cardiovascular,coronaryheart,DiabetesMellitus,LymphoidLeukemia,ReumatoidArthritis
CEL,0.0,0.0,0.0,1.0,0.0,0.0
CELA2A,0.0,1.0,1.0,0.0,0.0,0.0
CELA3B,0.0,1.0,0.0,1.0,0.0,0.0
CELF2,0.0,0.0,0.0,1.0,0.0,1.0
CELSR1,0.0,1.0,0.0,0.0,0.0,0.0
CELSR2,0.0,1.0,1.0,1.0,0.0,0.0
CENPU,0.0,1.0,0.0,0.0,0.0,0.0
CENPW,0.0,1.0,1.0,1.0,0.0,0.0
CEP120,0.0,1.0,0.0,1.0,0.0,0.0
CEP68,0.0,1.0,0.0,1.0,0.0,0.0
CEP85L,0.0,1.0,0.0,0.0,0.0,0.0
CER1,0.0,1.0,0.0,0.0,0.0,0.0
CERKL,0.0,0.0,0.0,1.0,0.0,0.0
CERS1,0.0,1.0,0.0,0.0,0.0,0.0
CERS5,0.0,1.0,0.0,0.0,0.0,0.0
CERS6,0.0,0.0,0.0,1.0,0.0,0.0
CETP,0.0,1.0,1.0,1.0,0.0,0.0
CFAP161,0.0,1.0,1.0,0.0,0.0,0.0
CFAP20DC,0.0,0.0,0.0,0.0,0.0,1.0
CFAP44,0.0,0.0,0.0,1.0,0.0,0.0
CFAP45,0.0,1.0,0.0,0.0,0.0,0.0
CFAP52,0.0,1.0,0.0,0.0,0.0,0.0
CFAP53,0.0,1.0,0.0,0.0,0.0,0.0
CFAP68,0.0,1.0,0.0,0.0,0.0,0.0
CFAP69,0.0,0.0,0.0,1.0,0.0,0.0
CFB,0.0,1.0,1.0,0.0,0.0,1.0
CFDP1,0.0,1.0,1.0,0.0,0.0,0.0
CFH,0.0,1.0,0.0,0.0,0.0,0.0
CFL2,0.0,1.0,0.0,0.0,0.0,0.0
CFLAR,0.0,0.0,0.0,0.0,1.0,1.0
CFTR,0.0,1.0,0.0,0.0,0.0,0.0
CGNL1,0.0,1.0,0.0,0.0,0.0,0.0
CHD1L,0.0,0.0,0.0,1.0,0.0,0.0
CHD2,0.0,0.0,0.0,0.0,1.0,0.0
CHD4,0.0,1.0,0.0,0.0,0.0,0.0
CHD7,0.0,1.0,0.0,0.0,0.0,0.0
CHDH,0.0,1.0,0.0,0.0,0.0,0.0
CHM,0.0,1.0,0.0,0.0,0.0,0.0
CHMP1A,0.0,1.0,0.0,0.0,0.0,0.0
CHMP4B,0.0,0.0,0.0,1.0,0.0,0.0
CHRM2,0.0,1.0,0.0,0.0,0.0,0.0
CHRNA3,0.0,1.0,0.0,0.0,0.0,0.0
CHRNA4,0.0,1.0,1.0,0.0,0.0,0.0
CHRNA5,0.0,1.0,0.0,0.0,0.0,0.0
CHRNA9,0.0,0.0,0.0,1.0,0.0,0.0
CHRNB4,0.0,1.0,1.0,0.0,0.0,0.0
CHRNG,0.0,0.0,0.0,0.0,0.0,1.0
CHST14,0.0,1.0,0.0,0.0,0.0,0.0
CHST9,0.0,0.0,0.0,1.0,0.0,0.0
CIITA,0.0,0.0,0.0,0.0,0.0,1.0
CITED2,0.0,1.0,0.0,1.0,0.0,0.0
CKB,0.0,0.0,0.0,1.0,0.0,0.0
CLCA2,0.0,1.0,0.0,0.0,0.0,0.0
CLCN1,0.0,1.0,0.0,0.0,0.0,0.0
CLCN6,0.0,1.0,1.0,0.0,0.0,0.0
CLCNKA,0.0,1.0,0.0,0.0,0.0,0.0
CLEC14A,0.0,0.0,0.0,1.0,0.0,0.0
CLEC16A,1.0,0.0,0.0,1.0,0.0,0.0
CLEC2D,0.0,0.0,0.0,1.0,0.0,0.0
CLIC2,0.0,1.0,0.0,0.0,0.0,0.0
CLIC4,0.0,1.0,0.0,0.0,0.0,0.0
CLIC6,0.0,1.0,0.0,0.0,0.0,0.0
CLMP,0.0,1.0,1.0,1.0,0.0,0.0
CLN3,0.0,0.0,0.0,1.0,0.0,0.0
CLNK,0.0,0.0,0.0,1.0,0.0,1.0
CLOCK,0.0,1.0,0.0,0.0,0.0,0.0
CLTC,0.0,1.0,0.0,0.0,0.0,0.0
CLUAP1,0.0,1.0,0.0,0.0,0.0,0.0
CLXN,0.0,0.0,0.0,1.0,0.0,0.0
CMIP,0.0,1.0,0.0,1.0,0.0,0.0
CNNM2,0.0,1.0,1.0,0.0,0.0,0.0
CNOT3,0.0,1.0,0.0,0.0,0.0,0.0
CNOT7,1.0,0.0,0.0,0.0,0.0,0.0
CNTNAP2,0.0,1.0,0.0,1.0,0.0,0.0
COA5,0.0,1.0,0.0,0.0,0.0,0.0
COA6,0.0,1.0,0.0,0.0,0.0,0.0
COBLL1,0.0,1.0,0.0,1.0,0.0,0.0
COG1,0.0,1.0,0.0,0.0,0.0,0.0
COG5,0.0,1.0,1.0,0.0,0.0,0.0
COG6,1.0,0.0,0.0,0.0,0.0,1.0
COL11A2,0.0,1.0,0.0,0.0,0.0,0.0
COL13A1,0.0,0.0,0.0,1.0,0.0,0.0
COL15A1,1.0,0.0,0.0,0.0,0.0,0.0
COL16A1,1.0,0.0,0.0,0.0,0.0,0.0
COL1A1,0.0,1.0,0.0,0.0,0.0,0.0
COL1A2,0.0,1.0,0.0,0.0,0.0,0.0
COL27A1,0.0,0.0,0.0,1.0,0.0,0.0
COL2A1,0.0,1.0,0.0,0.0,0.0,0.0
COL3A1,0.0,1.0,0.0,0.0,0.0,0.0
COL4A1,0.0,1.0,1.0,0.0,0.0,0.0
COL4A2,0.0,1.0,1.0,0.0,0.0,0.0
COL4A3,0.0,1.0,0.0,0.0,0.0,0.0
COL4A4,0.0,1.0,0.0,0.0,0.0,0.0
COL4A5,0.0,1.0,0.0,0.0,0.0,0.0
COL5A1,0.0,1.0,0.0,0.0,0.0,0.0
COL5A2,0.0,1.0,0.0,0.0,0.0,0.0
COL6A1,0.0,1.0,0.0,0.0,0.0,0.0
COL6A2,0.0,1.0,0.0,0.0,0.0,0.0
COL6A3,0.0,1.0,1.0,0.0,0.0,0.0
COLEC10,1.0,0.0,0.0,0.0,0.0,0.0
COLGALT1,0.0,1.0,0.0,0.0,0.0,0.0
COMT,0.0,1.0,0.0,0.0,0.0,0.0
COPRS,0.0,1.0,1.0,0.0,0.0,0.0
COQ9,0.0,1.0,0.0,0.0,0.0,0.0
CORIN,0.0,1.0,0.0,0.0,0.0,0.0
CORO6,0.0,1.0,1.0,0.0,0.0,0.0
COX15,0.0,1.0,0.0,0.0,0.0,0.0
COX16,0.0,1.0,0.0,0.0,0.0,0.0
CPEB2,0.0,1.0,0.0,1.0,0.0,0.0
CPEB3,0.0,0.0,0.0,1.0,0.0,0.0
CPEB4,0.0,1.0,0.0,0.0,0.0,1.0
CPNE4,0.0,0.0,0.0,1.0,0.0,0.0
CPNE8,0.0,1.0,0.0,0.0,0.0,0.0
CPS1,0.0,1.0,0.0,0.0,0.0,0.0
CREB1,0.0,1.0,0.0,0.0,0.0,0.0
CREB5,0.0,1.0,0.0,0.0,0.0,0.0
CREBBP,0.0,1.0,0.0,0.0,0.0,0.0
CRELD1,0.0,1.0,0.0,0.0,0.0,0.0
CREM,0.0,0.0,0.0,0.0,0.0,1.0
CRHR2,0.0,0.0,0.0,1.0,0.0,0.0
CRISPLD2,0.0,1.0,0.0,0.0,0.0,0.0
CRP,1.0,0.0,0.0,0.0,0.0,0.0
CRTC1,0.0,0.0,0.0,1.0,0.0,0.0
CRY2,0.0,0.0,0.0,1.0,0.0,0.0
CRYAA,0.0,1.0,0.0,0.0,0.0,0.0
CRYAB,0.0,1.0,0.0,0.0,0.0,0.0
CSGALNACT1,0.0,1.0,0.0,0.0,0.0,0.0
CSK,0.0,1.0,0.0,0.0,0.0,0.0
CSMD1,1.0,0.0,0.0,0.0,0.0,0.0
CSRP3,0.0,1.0,0.0,0.0,0.0,0.0
CST3,0.0,1.0,1.0,0.0,0.0,0.0
CTAGE1,0.0,1.0,1.0,0.0,0.0,0.0
CTBP1,0.0,0.0,0.0,1.0,0.0,0.0
CTBP2,0.0,1.0,0.0,0.0,0.0,0.0
CTIF,0.0,0.0,0.0,0.0,0.0,1.0
CTLA4,0.0,0.0,0.0,1.0,0.0,1.0
CTNNA1,0.0,1.0,0.0,0.0,0.0,0.0
CTNNA3,0.0,1.0,0.0,0.0,0.0,0.0
CTNNB1,0.0,1.0,0.0,0.0,0.0,0.0
CTRB1,0.0,0.0,0.0,1.0,0.0,0.0
CTRB2,0.0,0.0,0.0,1.0,0.0,0.0
CTSH,0.0,0.0,0.0,1.0,0.0,0.0
CTTNBP2,0.0,0.0,0.0,1.0,0.0,0.0
CUL1,0.0,0.0,0.0,1.0,0.0,0.0
CUL4A,0.0,1.0,0.0,0.0,0.0,0.0
CUL5,0.0,0.0,0.0,0.0,0.0,1.0
CUX2,0.0,1.0,1.0,1.0,0.0,0.0
CWF19L2,0.0,1.0,0.0,0.0,0.0,0.0
CWH43,0.0,0.0,0.0,1.0,0.0,0.0
CX3CR1,0.0,0.0,0.0,1.0,0.0,0.0
CXADR,0.0,1.0,0.0,0.0,0.0,0.0
CXCL12,0.0,1.0,1.0,0.0,0.0,0.0
CXCR2,0.0,0.0,0.0,0.0,0.0,1.0
CXCR5,1.0,0.0,0.0,0.0,0.0,0.0
CYB561,0.0,1.0,0.0,0.0,0.0,0.0
CYBRD1,1.0,0.0,0.0,0.0,0.0,0.0
CYLD,1.0,0.0,0.0,0.0,0.0,0.0
CYP11B2,0.0,1.0,0.0,0.0,0.0,0.0
CYP1A2,0.0,1.0,0.0,0.0,0.0,0.0
CYP26A1,0.0,1.0,0.0,0.0,0.0,0.0
CYP2A6,0.0,1.0,0.0,0.0,0.0,0.0
CYP2C9,0.0,1.0,0.0,0.0,0.0,0.0
CYP46A1,0.0,1.0,1.0,0.0,0.0,0.0
CYP4F2,0.0,1.0,0.0,0.0,0.0,0.0
CYP51A1,0.0,1.0,0.0,0.0,0.0,0.0
CYRIA,0.0,0.0,0.0,1.0,0.0,0.0
CYRIB,0.0,0.0,0.0,0.0,0.0,1.0
CYTH1,0.0,1.0,0.0,1.0,0.0,0.0
CYTIP,0.0,0.0,0.0,1.0,0.0,0.0
D2HGDH,1.0,0.0,0.0,0.0,0.0,0.0
DAB2IP,0.0,1.0,1.0,0.0,0.0,0.0
DACT1,0.0,1.0,0.0,0.0,0.0,0.0
DAP,0.0,0.0,0.0,0.0,0.0,1.0
DARS2,0.0,1.0,0.0,0.0,0.0,0.0
DAW1,1.0,0.0,0.0,0.0,0.0,0.0
DBH,0.0,1.0,0.0,0.0,0.0,0.0
DCAF12,0.0,0.0,0.0,1.0,0.0,0.0
DCAF7,0.0,0.0,0.0,1.0,0.0,0.0
DCAKD,0.0,1.0,0.0,0.0,0.0,0.0
DCBLD1,0.0,1.0,0.0,1.0,0.0,0.0
DCHS1,0.0,1.0,0.0,0.0,0.0,0.0
DCLK2,0.0,1.0,1.0,0.0,0.0,0.0
DCLRE1B,0.0,1.0,1.0,1.0,0.0,0.0
DCP2,0.0,1.0,0.0,0.0,0.0,0.0
DCUN1D4,0.0,0.0,0.0,1.0,0.0,0.0
DDC,0.0,0.0,0.0,1.0,1.0,0.0
DDI1,0.0,1.0,1.0,0.0,0.0,0.0
DDR1,0.0,0.0,0.0,0.0,0.0,1.0
DDX20,0.0,0.0,0.0,1.0,0.0,0.0
DDX6,1.0,0.0,0.0,0.0,0.0,1.0
DEF6,1.0,0.0,0.0,0.0,0.0,0.0
DEFB136,0.0,1.0,0.0,0.0,0.0,0.0
DEK,0.0,1.0,0.0,0.0,0.0,0.0
DENND1A,0.0,0.0,0.0,1.0,0.0,0.0
DENND1B,0.0,0.0,0.0,0.0,0.0,1.0
DENND2B,0.0,1.0,0.0,0.0,0.0,0.0
DENND4C,0.0,1.0,0.0,0.0,0.0,0.0
DEPTOR,0.0,1.0,1.0,0.0,0.0,0.0
DERL3,0.0,1.0,0.0,0.0,0.0,0.0
DES,0.0,1.0,0.0,0.0,0.0,0.0
DEUP1,0.0,0.0,0.0,1.0,0.0,0.0
DGAT1,0.0,0.0,0.0,1.0,0.0,0.0
DGKB,0.0,1.0,0.0,1.0,0.0,0.0
DGKD,0.0,0.0,0.0,1.0,0.0,0.0
DGKH,0.0,1.0,1.0,0.0,0.0,0.0
DGKZ,0.0,1.0,0.0,0.0,0.0,0.0
DGUOK,0.0,1.0,0.0,0.0,0.0,0.0
DHFR2,0.0,0.0,0.0,1.0,0.0,0.0
DHH,0.0,1.0,0.0,0.0,0.0,0.0
DHX36,0.0,1.0,1.0,0.0,0.0,0.0
DHX37,0.0,1.0,0.0,0.0,0.0,0.0
DHX38,0.0,1.0,1.0,0.0,0.0,0.0
DHX58,0.0,1.0,1.0,0.0,0.0,0.0
DIAPH1,0.0,1.0,0.0,0.0,0.0,0.0
DIPK1A,0.0,1.0,0.0,0.0,0.0,0.0
DIRAS2,0.0,0.0,0.0,1.0,0.0,0.0
DISP2,1.0,0.0,0.0,0.0,0.0,0.0
DKK1,0.0,1.0,0.0,0.0,0.0,0.0
DLD,0.0,0.0,0.0,0.0,0.0,1.0
DLEU7,0.0,1.0,0.0,1.0,0.0,0.0
DLG4,0.0,1.0,0.0,0.0,0.0,0.0
DLGAP1,0.0,1.0,0.0,0.0,0.0,0.0
DLK1,0.0,0.0,0.0,1.0,0.0,0.0
DM1-AS,0.0,1.0,0.0,0.0,0.0,0.0
DMD,0.0,1.0,0.0,0.0,0.0,0.0
DMGDH,0.0,0.0,0.0,1.0,0.0,0.0
DMPK,0.0,1.0,0.0,0.0,0.0,0.0
DMRT2,0.0,0.0,0.0,1.0,0.0,0.0
DMRTA1,0.0,0.0,0.0,1.0,1.0,0.0
DNAAF3,0.0,1.0,0.0,0.0,0.0,0.0
DNAH11,0.0,1.0,0.0,0.0,0.0,0.0
DNAH5,0.0,1.0,0.0,0.0,0.0,0.0
DNAH7,0.0,0.0,0.0,1.0,0.0,0.0
DNAH9,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC1,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC10,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC19,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC27,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC30,0.0,1.0,0.0,0.0,0.0,0.0
DNASE1L1,0.0,1.0,0.0,0.0,0.0,0.0
DNLZ,0.0,0.0,0.0,1.0,0.0,0.0
DNMBP,0.0,1.0,0.0,0.0,0.0,0.0
DNMT3A,0.0,1.0,0.0,0.0,0.0,0.0
DNMT3B,0.0,0.0,0.0,0.0,0.0,1.0
DOCK3,1.0,1.0,0.0,0.0,0.0,0.0
DOCK4,1.0,0.0,0.0,0.0,0.0,0.0
DOCK5,0.0,1.0,1.0,0.0,0.0,0.0
DOK6,0.0,1.0,0.0,0.0,0.0,0.0
DOK7,0.0,1.0,1.0,0.0,0.0,0.0
DOLK,0.0,1.0,0.0,0.0,0.0,0.0
DOT1L,0.0,1.0,0.0,0.0,0.0,0.0
DPEP1,0.0,1.0,0.0,0.0,0.0,0.0
DPF3,0.0,1.0,0.0,0.0,0.0,0.0
DPH1,0.0,1.0,0.0,0.0,0.0,0.0
DPM3,0.0,1.0,0.0,0.0,0.0,0.0
DPP4,1.0,0.0,0.0,0.0,0.0,1.0
DPP6,0.0,1.0,0.0,0.0,0.0,1.0
DPY19L4,0.0,0.0,0.0,1.0,0.0,0.0
DPYSL2,0.0,1.0,0.0,0.0,0.0,0.0
DRAM1,0.0,1.0,0.0,0.0,0.0,0.0
DSC2,0.0,1.0,0.0,0.0,0.0,0.0
DSCAM,0.0,1.0,0.0,0.0,0.0,0.0
DSE,0.0,1.0,0.0,0.0,0.0,0.0
DSG2,0.0,1.0,0.0,0.0,0.0,0.0
DSP,0.0,1.0,0.0,0.0,0.0,0.0
DST,0.0,1.0,0.0,0.0,0.0,0.0
DTHD1,0.0,1.0,0.0,0.0,0.0,0.0
DTNA,0.0,1.0,0.0,0.0,0.0,0.0
DTNB,0.0,0.0,0.0,1.0,0.0,0.0
DUSP22,1.0,1.0,0.0,0.0,0.0,0.0
DUSP9,0.0,0.0,0.0,1.0,0.0,0.0
DYNC1I1,1.0,0.0,0.0,0.0,0.0,0.0
DYNC2H1,0.0,1.0,0.0,0.0,0.0,0.0
DYNC2LI1,0.0,1.0,0.0,0.0,0.0,0.0
DYSF,1.0,1.0,0.0,0.0,0.0,0.0
DZIP1,0.0,1.0,0.0,0.0,0.0,0.0
EAF2,1.0,0.0,0.0,0.0,0.0,0.0
EBF1,0.0,1.0,0.0,1.0,0.0,0.0
EBF2,0.0,1.0,0.0,1.0,0.0,0.0
EDNRA,0.0,1.0,1.0,0.0,0.0,0.0
EDNRB,0.0,0.0,0.0,1.0,0.0,0.0
EEFSEC,1.0,1.0,0.0,0.0,0.0,0.0
EFEMP1,0.0,1.0,0.0,0.0,0.0,0.0
EFEMP2,0.0,1.0,0.0,0.0,0.0,0.0
EFHC1,1.0,0.0,0.0,0.0,0.0,0.0
EFNA5,0.0,1.0,0.0,0.0,0.0,0.0
EFR3B,0.0,1.0,0.0,1.0,0.0,0.0
EGFR,0.0,1.0,0.0,0.0,0.0,0.0
EGR2,1.0,0.0,0.0,1.0,0.0,1.0
EHBP1,0.0,1.0,1.0,0.0,0.0,0.0
EHBP1L1,0.0,1.0,1.0,0.0,0.0,0.0
EHD4,0.0,1.0,0.0,0.0,0.0,0.0
EHMT1,1.0,0.0,0.0,0.0,0.0,0.0
EIF2AK4,0.0,1.0,0.0,0.0,0.0,0.0
EIF2S3,0.0,0.0,0.0,1.0,0.0,0.0
EIF5A2,0.0,0.0,0.0,1.0,0.0,0.0
ELAVL2,1.0,0.0,0.0,1.0,0.0,0.0
ELK3,0.0,0.0,0.0,0.0,1.0,0.0
ELL,0.0,1.0,1.0,0.0,0.0,0.0
ELL2,0.0,1.0,0.0,0.0,0.0,0.0
ELMO1,0.0,0.0,0.0,0.0,0.0,1.0
ELMO2,0.0,1.0,0.0,0.0,0.0,0.0
ELN,0.0,1.0,0.0,0.0,0.0,0.0
EMB,0.0,0.0,0.0,1.0,0.0,0.0
EMD,0.0,1.0,0.0,0.0,0.0,0.0
EML1,0.0,1.0,1.0,0.0,0.0,0.0
EML2,0.0,0.0,0.0,1.0,0.0,0.0
EML6,0.0,1.0,0.0,0.0,0.0,0.0
EMSY,1.0,1.0,0.0,1.0,0.0,0.0
ENG,0.0,1.0,0.0,0.0,0.0,0.0
ENKUR,0.0,0.0,0.0,1.0,0.0,0.0
ENPEP,0.0,1.0,0.0,0.0,0.0,0.0
ENPP1,0.0,1.0,0.0,1.0,0.0,0.0
ENPP3,0.0,0.0,0.0,1.0,0.0,0.0
ENPP6,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000244255,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000284779,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000289490,0.0,1.0,0.0,0.0,0.0,0.0
EOMES,0.0,0.0,0.0,0.0,1.0,1.0
EP300,0.0,1.0,0.0,0.0,0.0,0.0
EP400,0.0,0.0,0.0,1.0,0.0,0.0
EPB41L4B,0.0,0.0,0.0,1.0,0.0,0.0
EPC2,0.0,0.0,0.0,1.0,0.0,0.0
EPHA3,0.0,1.0,0.0,0.0,0.0,0.0
EPHB3,0.0,1.0,0.0,0.0,0.0,0.0
EPHB4,0.0,1.0,0.0,0.0,0.0,0.0
EPO,0.0,1.0,0.0,0.0,0.0,0.0
ERAP1,0.0,1.0,0.0,1.0,0.0,1.0
ERAP2,0.0,0.0,0.0,0.0,0.0,1.0
ERBB2,1.0,0.0,0.0,0.0,0.0,0.0
ERBB3,1.0,0.0,0.0,1.0,0.0,0.0
ERBB4,1.0,1.0,0.0,1.0,0.0,0.0
ERC2,0.0,1.0,0.0,0.0,0.0,0.0
ERCC6L2,0.0,1.0,0.0,0.0,0.0,0.0
ERG,0.0,1.0,0.0,0.0,1.0,0.0
ERLIN1,0.0,0.0,0.0,1.0,0.0,0.0
ERN1,0.0,0.0,0.0,1.0,0.0,0.0
ESM1,0.0,1.0,0.0,0.0,0.0,0.0
ESR1,0.0,1.0,0.0,0.0,0.0,0.0
ESR2,0.0,1.0,0.0,0.0,0.0,0.0
ETAA1,0.0,0.0,0.0,1.0,0.0,0.0
ETFA,0.0,1.0,0.0,0.0,0.0,0.0
ETFB,0.0,1.0,0.0,0.0,0.0,0.0
ETFDH,0.0,1.0,0.0,0.0,0.0,0.0
ETFRF1,0.0,1.0,0.0,0.0,0.0,0.0
ETS1,1.0,0.0,0.0,1.0,1.0,1.0
ETV1,0.0,1.0,1.0,1.0,0.0,0.0
ETV2,0.0,1.0,0.0,0.0,0.0,0.0
ETV5,0.0,0.0,0.0,1.0,0.0,0.0
ETV6,0.0,0.0,0.0,0.0,1.0,0.0
ETV7,0.0,0.0,0.0,0.0,0.0,1.0
EVC,0.0,1.0,0.0,0.0,0.0,0.0
EVC2,0.0,1.0,0.0,0.0,0.0,0.0
EVI2A,0.0,0.0,0.0,1.0,0.0,0.0
EVI5,1.0,0.0,0.0,0.0,0.0,0.0
EVX1,0.0,1.0,0.0,0.0,0.0,0.0
EXD1,0.0,1.0,0.0,0.0,0.0,0.0
EXOC2,0.0,1.0,0.0,0.0,0.0,0.0
EXOC6,0.0,0.0,0.0,1.0,0.0,0.0
EXOG,0.0,1.0,0.0,0.0,0.0,0.0
EYA1,0.0,1.0,0.0,1.0,0.0,0.0
EYA2,1.0,0.0,0.0,1.0,0.0,0.0
EYA4,0.0,1.0,0.0,0.0,0.0,0.0
EYS,0.0,1.0,0.0,0.0,0.0,0.0
F10,0.0,1.0,0.0,0.0,0.0,0.0
F11,0.0,1.0,0.0,0.0,0.0,0.0
F12,0.0,1.0,0.0,0.0,0.0,0.0
F2,0.0,1.0,0.0,0.0,0.0,0.0
F5,0.0,1.0,0.0,0.0,0.0,0.0
F7,0.0,1.0,0.0,0.0,0.0,0.0
FADS1,1.0,0.0,0.0,1.0,0.0,0.0
FADS2,1.0,1.0,0.0,1.0,0.0,1.0
FAF1,0.0,1.0,0.0,1.0,0.0,0.0
FAH,0.0,1.0,0.0,0.0,0.0,0.0
FAIM2,0.0,0.0,0.0,1.0,0.0,0.0
FAM118A,0.0,0.0,0.0,0.0,0.0,1.0
FAM120B,0.0,1.0,0.0,0.0,0.0,0.0
FAM133B,0.0,1.0,0.0,0.0,0.0,0.0
FAM135A,0.0,0.0,0.0,1.0,0.0,0.0
FAM13A,0.0,1.0,0.0,1.0,0.0,0.0
FAM13B,0.0,1.0,0.0,0.0,0.0,0.0
FAM167A,0.0,0.0,0.0,1.0,0.0,0.0
FAM177B,0.0,1.0,0.0,0.0,0.0,0.0
FAM185A,0.0,0.0,0.0,1.0,0.0,0.0
FAM200C,1.0,0.0,0.0,0.0,0.0,0.0
FAM227B,0.0,0.0,0.0,1.0,0.0,0.0
FAM234A,0.0,0.0,0.0,1.0,0.0,0.0
FAM241B,0.0,0.0,0.0,1.0,0.0,0.0
FAM76B,1.0,0.0,0.0,0.0,0.0,0.0
FANCL,0.0,0.0,0.0,1.0,0.0,0.0
FAP,0.0,1.0,1.0,1.0,0.0,1.0
FARP1,0.0,1.0,1.0,0.0,0.0,0.0
FARP2,0.0,0.0,0.0,1.0,1.0,0.0
FAS,0.0,1.0,0.0,0.0,1.0,1.0
FASLG,1.0,0.0,0.0,1.0,0.0,0.0
FAT4,0.0,1.0,0.0,0.0,0.0,0.0
FBF1,0.0,1.0,0.0,0.0,0.0,0.0
FBN1,0.0,1.0,1.0,0.0,0.0,0.0
FBN2,0.0,1.0,0.0,0.0,0.0,0.0
FBP1,0.0,0.0,0.0,1.0,0.0,0.0
FBRSL1,0.0,1.0,1.0,1.0,0.0,0.0
FBXL18,0.0,0.0,0.0,1.0,0.0,1.0
FBXL22,0.0,0.0,0.0,1.0,0.0,0.0
FBXL7,1.0,1.0,0.0,0.0,0.0,0.0
FBXO11,0.0,1.0,0.0,0.0,0.0,0.0
FBXO32,0.0,1.0,0.0,0.0,0.0,0.0
FBXW7,0.0,0.0,0.0,1.0,0.0,0.0
FBXW8,0.0,0.0,0.0,0.0,0.0,1.0
FCER1G,1.0,0.0,0.0,0.0,0.0,0.0
FCGR2A,0.0,1.0,0.0,0.0,0.0,1.0
FCHO1,0.0,1.0,0.0,0.0,0.0,0.0
FCN3,0.0,1.0,0.0,0.0,0.0,0.0
FCRL3,0.0,0.0,0.0,0.0,0.0,1.0
FDX1,0.0,1.0,1.0,0.0,0.0,0.0
FER,0.0,1.0,1.0,0.0,0.0,0.0
FERMT1,0.0,1.0,0.0,0.0,0.0,0.0
FES,0.0,1.0,1.0,0.0,0.0,0.0
FEZ2,0.0,1.0,0.0,0.0,0.0,0.0
FGA,0.0,1.0,0.0,0.0,0.0,0.0
FGB,0.0,1.0,0.0,0.0,0.0,0.0
FGD1,0.0,1.0,0.0,0.0,0.0,0.0
FGD4,0.0,1.0,0.0,0.0,0.0,0.0
FGD5,0.0,1.0,1.0,0.0,0.0,0.0
FGD6,0.0,1.0,1.0,0.0,0.0,0.0
FGF14,0.0,1.0,0.0,0.0,0.0,0.0
FGF5,0.0,1.0,1.0,0.0,0.0,0.0
FGF6,0.0,1.0,0.0,0.0,0.0,0.0
FGF9,0.0,1.0,0.0,0.0,0.0,0.0
FGFR1,0.0,0.0,0.0,1.0,0.0,0.0
FGFR2,0.0,1.0,0.0,1.0,0.0,0.0
FGFR3,0.0,1.0,0.0,1.0,0.0,0.0
FGFR4,0.0,0.0,0.0,1.0,0.0,0.0
FGG,0.0,1.0,0.0,0.0,0.0,0.0
FGL1,0.0,1.0,0.0,0.0,0.0,0.0
FHIT,0.0,1.0,0.0,0.0,0.0,0.0
FHL1,0.0,1.0,1.0,0.0,0.0,0.0
FHL2,0.0,1.0,0.0,0.0,0.0,0.0
FHL3,0.0,1.0,1.0,0.0,0.0,0.0
FHL5,0.0,1.0,0.0,0.0,0.0,0.0
FHOD3,0.0,1.0,0.0,0.0,0.0,0.0
FIBCD1,0.0,0.0,0.0,1.0,0.0,0.0
FIGN,0.0,1.0,1.0,0.0,0.0,0.0
FIGNL1,0.0,0.0,0.0,1.0,1.0,0.0
FKTN,0.0,1.0,0.0,0.0,0.0,0.0
FLACC1,0.0,0.0,0.0,0.0,0.0,1.0
FLAD1,0.0,1.0,0.0,0.0,0.0,0.0
FLG,1.0,0.0,0.0,1.0,0.0,0.0
FLI1,0.0,0.0,0.0,1.0,0.0,1.0
FLII,0.0,1.0,0.0,0.0,0.0,0.0
FLNA,0.0,1.0,0.0,0.0,0.0,0.0
FLNC,0.0,1.0,0.0,0.0,0.0,0.0
FLT1,0.0,1.0,1.0,0.0,0.0,0.0
FLT3,0.0,0.0,0.0,1.0,0.0,0.0
FLT4,0.0,1.0,0.0,0.0,0.0,0.0
FMNL1,1.0,0.0,0.0,0.0,0.0,0.0
FMO4,0.0,1.0,0.0,0.0,0.0,0.0
FMO5,0.0,0.0,0.0,1.0,0.0,0.0
FN1,0.0,1.0,1.0,0.0,0.0,0.0
FNDC3B,0.0,1.0,0.0,0.0,0.0,0.0
FNIP1,0.0,1.0,0.0,0.0,0.0,0.0
FOCAD,0.0,0.0,0.0,1.0,0.0,0.0
FOLH1,0.0,1.0,0.0,0.0,0.0,0.0
FOSL2,0.0,1.0,0.0,1.0,0.0,1.0
FOXA2,0.0,0.0,0.0,1.0,0.0,0.0
FOXC1,0.0,1.0,1.0,0.0,0.0,0.0
FOXC2,0.0,1.0,1.0,0.0,0.0,0.0
FOXD1,0.0,1.0,0.0,0.0,0.0,0.0
FOXD3,0.0,0.0,0.0,1.0,0.0,0.0
FOXE1,0.0,0.0,0.0,1.0,0.0,0.0
FOXE3,0.0,1.0,0.0,0.0,0.0,0.0
