genes,Asthma,cardiovascular,coronaryheart,DiabetesMellitus,LymphoidLeukemia,ReumatoidArthritis
ANGPTL6,0.0,1.0,0.0,0.0,0.0,0.0
ANGPTL8,0.0,0.0,0.0,1.0,0.0,0.0
ANHX,0.0,1.0,0.0,0.0,0.0,0.0
ANK1,0.0,0.0,0.0,1.0,0.0,0.0
ANK2,0.0,1.0,0.0,0.0,0.0,0.0
ANK3,0.0,0.0,0.0,1.0,0.0,0.0
ANKDD1B,0.0,1.0,0.0,1.0,0.0,0.0
ANKH,0.0,0.0,0.0,1.0,0.0,0.0
ANKRD1,0.0,1.0,0.0,0.0,0.0,0.0
ANKRD13B,0.0,1.0,1.0,0.0,0.0,0.0
ANKRD28,0.0,0.0,0.0,1.0,0.0,0.0
ANKRD30A,0.0,0.0,0.0,1.0,0.0,1.0
ANKRD44,0.0,1.0,0.0,0.0,0.0,0.0
ANKRD50,0.0,0.0,0.0,1.0,0.0,0.0
ANKRD55,0.0,1.0,0.0,1.0,0.0,1.0
ANKRD6,0.0,1.0,1.0,0.0,0.0,0.0
ANKS1A,0.0,1.0,0.0,0.0,0.0,0.0
ANKUB1,0.0,1.0,0.0,0.0,0.0,0.0
ANO1,0.0,1.0,0.0,0.0,0.0,0.0
ANO5,0.0,1.0,0.0,0.0,0.0,0.0
ANO6,0.0,0.0,0.0,0.0,0.0,1.0
ANO7,0.0,1.0,0.0,0.0,0.0,0.0
ANTXR1,0.0,1.0,0.0,0.0,0.0,0.0
ANTXR2,0.0,0.0,0.0,0.0,0.0,1.0
ANXA3,0.0,0.0,0.0,0.0,0.0,1.0
ANXA4,0.0,1.0,0.0,0.0,0.0,0.0
AOAH,0.0,0.0,0.0,1.0,0.0,0.0
AOC1,0.0,0.0,0.0,1.0,0.0,0.0
AOPEP,0.0,1.0,0.0,1.0,0.0,0.0
AP1S3,1.0,0.0,0.0,0.0,0.0,0.0
AP3S2,0.0,0.0,0.0,1.0,0.0,0.0
AP4B1,0.0,1.0,0.0,0.0,0.0,0.0
APCDD1,0.0,1.0,0.0,0.0,0.0,0.0
APIP,0.0,0.0,0.0,1.0,0.0,0.0
APOA5,0.0,1.0,1.0,0.0,0.0,0.0
APOB,0.0,1.0,1.0,0.0,0.0,0.0
APOBR,0.0,0.0,0.0,1.0,0.0,0.0
APOC1,0.0,1.0,1.0,1.0,0.0,0.0
APOC3,0.0,1.0,1.0,0.0,0.0,0.0
APOE,1.0,1.0,1.0,1.0,0.0,0.0
APOL1,0.0,0.0,0.0,1.0,0.0,0.0
APOL2,0.0,0.0,0.0,1.0,0.0,0.0
APOLD1,0.0,1.0,0.0,0.0,0.0,0.0
APP,0.0,1.0,0.0,1.0,0.0,0.0
APPL1,0.0,0.0,0.0,1.0,0.0,0.0
AQP10,0.0,0.0,0.0,1.0,0.0,0.0
AQP2,1.0,0.0,0.0,0.0,0.0,0.0
AQP4,0.0,1.0,0.0,0.0,0.0,0.0
AR,0.0,1.0,0.0,0.0,0.0,0.0
ARAP1,0.0,0.0,0.0,1.0,0.0,1.0
ARB2A,0.0,1.0,0.0,0.0,0.0,0.0
ARF3,0.0,1.0,0.0,0.0,0.0,0.0
ARF5,0.0,0.0,0.0,1.0,0.0,0.0
ARG1,0.0,0.0,0.0,1.0,0.0,0.0
ARHGAP10,0.0,1.0,0.0,0.0,0.0,0.0
ARHGAP12,0.0,0.0,0.0,1.0,0.0,0.0
ARHGAP15,1.0,1.0,1.0,0.0,0.0,0.0
ARHGAP19,0.0,0.0,0.0,1.0,0.0,0.0
ARHGAP19-SLIT1,0.0,0.0,0.0,1.0,0.0,0.0
ARHGAP22,0.0,1.0,0.0,0.0,0.0,0.0
ARHGAP24,0.0,1.0,0.0,1.0,0.0,0.0
ARHGAP25,0.0,1.0,0.0,0.0,0.0,0.0
ARHGAP26,0.0,1.0,1.0,0.0,0.0,0.0
ARHGAP27,1.0,0.0,0.0,0.0,0.0,0.0
ARHGAP29,0.0,1.0,0.0,0.0,0.0,0.0
ARHGAP42,0.0,1.0,1.0,0.0,0.0,0.0
ARHGEF12,0.0,1.0,1.0,0.0,0.0,0.0
ARHGEF18,0.0,1.0,0.0,0.0,0.0,0.0
ARHGEF26,0.0,1.0,1.0,0.0,0.0,0.0
ARHGEF28,0.0,1.0,0.0,0.0,0.0,0.0
ARHGEF4,0.0,1.0,0.0,0.0,0.0,0.0
ARID1A,0.0,1.0,0.0,0.0,0.0,0.0
ARID1B,0.0,1.0,0.0,0.0,0.0,0.0
ARID4A,0.0,1.0,1.0,1.0,0.0,0.0
ARID5B,0.0,1.0,0.0,1.0,1.0,1.0
ARIH1,0.0,1.0,0.0,0.0,0.0,0.0
ARL14,0.0,1.0,0.0,0.0,0.0,0.0
ARL14EP,0.0,1.0,0.0,0.0,0.0,0.0
ARL15,0.0,1.0,0.0,1.0,0.0,0.0
ARL4C,0.0,1.0,1.0,0.0,0.0,0.0
ARMH4,0.0,1.0,0.0,0.0,0.0,0.0
ARMS2,0.0,1.0,0.0,0.0,0.0,0.0
ARNT2,0.0,1.0,0.0,0.0,0.0,0.0
ARPIN-AP3S2,0.0,0.0,0.0,1.0,0.0,0.0
ARPP21,0.0,0.0,0.0,1.0,0.0,0.0
ARRDC1,1.0,0.0,0.0,0.0,0.0,0.0
ARVCF,0.0,0.0,0.0,1.0,0.0,0.0
ASAH1,0.0,1.0,0.0,1.0,0.0,0.0
ASAP2,0.0,0.0,0.0,0.0,0.0,1.0
ASB3,0.0,1.0,0.0,0.0,0.0,0.0
ASCC2,0.0,0.0,0.0,1.0,0.0,0.0
ASCL2,0.0,0.0,0.0,1.0,0.0,0.0
ASTN2,0.0,1.0,0.0,0.0,0.0,0.0
ASXL1,0.0,1.0,0.0,0.0,0.0,0.0
ASXL3,0.0,1.0,0.0,0.0,0.0,0.0
ATG16L1,0.0,0.0,0.0,1.0,0.0,1.0
ATG16L2,0.0,1.0,1.0,0.0,0.0,0.0
ATG5,1.0,0.0,0.0,0.0,0.0,1.0
ATG7,0.0,1.0,0.0,0.0,0.0,0.0
ATM,0.0,0.0,0.0,1.0,0.0,0.0
ATP13A2,0.0,1.0,0.0,0.0,0.0,0.0
ATP13A3,0.0,1.0,0.0,0.0,0.0,0.0
ATP1A2,0.0,1.0,0.0,0.0,0.0,0.0
ATP1B1,0.0,1.0,1.0,0.0,0.0,0.0
ATP2A2,0.0,1.0,0.0,0.0,0.0,0.0
ATP2A3,0.0,0.0,0.0,1.0,0.0,0.0
ATP2B1,0.0,1.0,1.0,0.0,0.0,0.0
ATP2B3,0.0,1.0,0.0,0.0,0.0,0.0
ATP2B4,0.0,0.0,0.0,1.0,0.0,0.0
ATP5F1E,0.0,0.0,0.0,1.0,0.0,0.0
ATP6V1G2,0.0,0.0,0.0,0.0,0.0,1.0
ATP8B2,0.0,0.0,0.0,1.0,0.0,0.0
ATR,0.0,1.0,0.0,0.0,0.0,0.0
ATRIP,0.0,1.0,0.0,0.0,0.0,0.0
ATRNL1,0.0,1.0,0.0,0.0,0.0,0.0
ATXN1,0.0,1.0,0.0,0.0,0.0,0.0
ATXN2,0.0,1.0,0.0,1.0,0.0,1.0
ATXN7,0.0,0.0,0.0,1.0,0.0,0.0
AUTS2,0.0,0.0,0.0,1.0,0.0,0.0
AZIN1,0.0,0.0,0.0,1.0,0.0,0.0
B3GAT3,0.0,1.0,0.0,0.0,0.0,0.0
B3GLCT,0.0,1.0,0.0,0.0,0.0,0.0
B3GNT2,0.0,0.0,0.0,1.0,0.0,1.0
B3GNTL1,1.0,0.0,0.0,0.0,0.0,0.0
B4GALT7,0.0,1.0,0.0,0.0,0.0,0.0
BACH1,0.0,1.0,1.0,0.0,0.0,0.0
BACH2,1.0,0.0,0.0,1.0,0.0,1.0
BAG3,0.0,1.0,0.0,0.0,0.0,0.0
BAG5,0.0,1.0,0.0,0.0,0.0,0.0
BAHCC1,0.0,1.0,0.0,0.0,0.0,0.0
BAK1,1.0,0.0,0.0,1.0,1.0,1.0
BANK1,0.0,1.0,0.0,0.0,1.0,1.0
BANP,0.0,0.0,0.0,1.0,0.0,0.0
BATF3,1.0,0.0,0.0,1.0,0.0,0.0
BAZ1B,0.0,1.0,0.0,0.0,0.0,0.0
BBIP1,0.0,0.0,0.0,1.0,0.0,0.0
BCAP29,0.0,1.0,1.0,0.0,0.0,0.0
BCAS3,0.0,1.0,1.0,0.0,0.0,0.0
BCDIN3D,0.0,0.0,0.0,1.0,0.0,0.0
BCL11A,1.0,0.0,0.0,1.0,1.0,0.0
BCL2,0.0,0.0,0.0,1.0,1.0,0.0
BCL2L11,1.0,1.0,0.0,1.0,1.0,0.0
BCL2L15,0.0,1.0,0.0,1.0,0.0,1.0
BCL3,1.0,1.0,1.0,1.0,0.0,0.0
BCL6,1.0,0.0,0.0,1.0,0.0,0.0
BDKRB2,0.0,1.0,0.0,0.0,0.0,0.0
BDNF,0.0,0.0,0.0,1.0,0.0,0.0
BEND3,0.0,0.0,0.0,1.0,0.0,0.0
BEND7,0.0,0.0,0.0,1.0,0.0,0.0
BEST3,0.0,1.0,0.0,0.0,0.0,0.0
BET1L,0.0,1.0,1.0,0.0,0.0,0.0
BGN,0.0,1.0,0.0,0.0,0.0,0.0
BHLHE40,0.0,0.0,0.0,1.0,0.0,0.0
BHLHE41,0.0,0.0,0.0,1.0,0.0,0.0
BICC1,0.0,1.0,0.0,0.0,0.0,0.0
BLK,0.0,1.0,0.0,1.0,0.0,1.0
BLM,0.0,0.0,0.0,0.0,1.0,0.0
BLTP1,1.0,0.0,0.0,0.0,0.0,0.0
BMAL1,0.0,1.0,1.0,1.0,0.0,0.0
BMF,0.0,0.0,0.0,1.0,1.0,0.0
BMP1,0.0,1.0,1.0,0.0,0.0,0.0
BMP2,0.0,1.0,0.0,0.0,0.0,0.0
BMP7,0.0,1.0,0.0,0.0,0.0,0.0
BMP8A,0.0,0.0,0.0,1.0,0.0,0.0
BMP8B,0.0,1.0,0.0,1.0,0.0,0.0
BMPR1B,0.0,1.0,1.0,0.0,0.0,0.0
BMPR2,0.0,1.0,0.0,1.0,0.0,0.0
BNC2,0.0,1.0,1.0,0.0,0.0,0.0
BOC,0.0,1.0,0.0,0.0,0.0,0.0
BORCS7,0.0,1.0,0.0,0.0,0.0,0.0
BORCS7-ASMT,0.0,1.0,0.0,0.0,0.0,0.0
BPTF,0.0,0.0,0.0,1.0,0.0,0.0
BRAF,0.0,1.0,0.0,1.0,0.0,0.0
BRCA2,1.0,1.0,0.0,0.0,0.0,0.0
BRD10,1.0,0.0,0.0,0.0,0.0,0.0
BRD3,0.0,0.0,0.0,1.0,0.0,0.0
BRD3OS,0.0,0.0,0.0,1.0,0.0,0.0
BRF1,0.0,1.0,0.0,0.0,0.0,0.0
BRWD1,0.0,1.0,0.0,0.0,0.0,0.0
BSCL2,0.0,0.0,0.0,1.0,0.0,0.0
BSND,0.0,1.0,1.0,0.0,0.0,0.0
BTC,0.0,1.0,0.0,0.0,0.0,0.0
BTD,0.0,1.0,1.0,0.0,0.0,0.0
BTN3A1,0.0,0.0,0.0,1.0,0.0,0.0
BTN3A3,0.0,0.0,0.0,1.0,0.0,0.0
BTNL2,0.0,0.0,0.0,1.0,0.0,1.0
BTRC,0.0,0.0,0.0,1.0,0.0,0.0
BUD13,0.0,1.0,1.0,0.0,0.0,0.0
C10orf67,0.0,0.0,0.0,1.0,0.0,0.0
C11orf21,0.0,0.0,0.0,0.0,1.0,0.0
C11orf58,0.0,1.0,1.0,0.0,0.0,0.0
C12orf42,0.0,0.0,0.0,1.0,0.0,0.0
C12orf43,0.0,0.0,0.0,1.0,0.0,0.0
C12orf50,0.0,0.0,0.0,1.0,0.0,0.0
C16orf95,0.0,1.0,0.0,0.0,0.0,0.0
C17orf67,0.0,0.0,0.0,0.0,0.0,1.0
C1GALT1,0.0,1.0,0.0,1.0,0.0,0.0
C1QTNF6,0.0,0.0,0.0,1.0,0.0,0.0
C1S,0.0,0.0,1.0,0.0,0.0,0.0
C1orf141,0.0,0.0,0.0,1.0,0.0,1.0
C1orf146,0.0,0.0,0.0,1.0,0.0,0.0
C1orf198,0.0,1.0,0.0,0.0,0.0,0.0
C1orf21,0.0,1.0,0.0,0.0,0.0,0.0
C2,0.0,1.0,1.0,0.0,0.0,0.0
C21orf140,0.0,1.0,0.0,0.0,0.0,0.0
C22orf31,0.0,1.0,0.0,0.0,0.0,0.0
C2CD4A,0.0,0.0,0.0,1.0,0.0,0.0
C2CD4B,0.0,0.0,0.0,1.0,0.0,0.0
C2orf69,0.0,1.0,0.0,0.0,0.0,0.0
C3orf70,0.0,0.0,0.0,1.0,0.0,0.0
C4BPA,0.0,1.0,0.0,0.0,0.0,0.0
C6orf15,0.0,1.0,0.0,0.0,0.0,0.0
C7orf33,0.0,0.0,0.0,0.0,0.0,1.0
C7orf50,0.0,1.0,0.0,0.0,0.0,0.0
C8orf34,0.0,1.0,1.0,0.0,0.0,0.0
CABCOCO1,0.0,1.0,0.0,1.0,0.0,0.0
CACNA1A,0.0,1.0,0.0,0.0,0.0,0.0
CACNA1C,0.0,1.0,0.0,0.0,0.0,0.0
CACNA1D,0.0,1.0,0.0,0.0,0.0,0.0
CACNA1H,0.0,1.0,0.0,1.0,0.0,0.0
CACNA2D1,0.0,1.0,0.0,0.0,0.0,0.0
CACNA2D3,0.0,0.0,0.0,1.0,0.0,0.0
CACNB2,0.0,1.0,0.0,0.0,0.0,0.0
CACNB4,0.0,1.0,0.0,0.0,0.0,0.0
CAD,0.0,1.0,0.0,0.0,0.0,0.0
CADM3,1.0,0.0,0.0,0.0,0.0,0.0
CALCA,0.0,1.0,0.0,0.0,0.0,0.0
CALCB,0.0,1.0,0.0,0.0,0.0,0.0
CALCR,0.0,0.0,0.0,1.0,0.0,0.0
CALCRL,0.0,1.0,1.0,0.0,0.0,0.0
CALM1,0.0,1.0,0.0,0.0,0.0,0.0
CALM2,0.0,1.0,0.0,0.0,0.0,0.0
CALM3,0.0,1.0,0.0,0.0,0.0,0.0
CALR,0.0,0.0,0.0,1.0,0.0,0.0
CALR3,0.0,1.0,0.0,0.0,0.0,0.0
CAMK1D,0.0,0.0,0.0,1.0,0.0,0.0
CAMK2B,0.0,0.0,0.0,1.0,0.0,0.0
CAMK2D,0.0,1.0,0.0,0.0,1.0,0.0
CAMK2G,0.0,0.0,0.0,1.0,0.0,0.0
CAMK2N1,0.0,0.0,0.0,1.0,0.0,0.0
CAMK4,0.0,0.0,0.0,1.0,0.0,0.0
CAMKMT,0.0,0.0,0.0,1.0,0.0,0.0
CAMSAP2,0.0,0.0,0.0,1.0,0.0,0.0
CAND2,0.0,1.0,0.0,0.0,0.0,0.0
CAP2,0.0,1.0,0.0,0.0,0.0,0.0
CAPN3,0.0,1.0,0.0,0.0,0.0,0.0
CAPSL,1.0,0.0,0.0,1.0,0.0,0.0
CARD11,1.0,0.0,0.0,0.0,0.0,0.0
CARD9,0.0,0.0,0.0,0.0,0.0,1.0
CARF,0.0,1.0,1.0,0.0,0.0,0.0
CARMIL1,0.0,0.0,0.0,1.0,0.0,1.0
CARS2,0.0,1.0,1.0,0.0,0.0,0.0
CASP10,0.0,0.0,0.0,0.0,1.0,0.0
CASP3,0.0,1.0,0.0,0.0,0.0,0.0
CASP8,0.0,0.0,0.0,0.0,1.0,1.0
CASQ2,0.0,1.0,0.0,0.0,0.0,0.0
CASR,1.0,1.0,0.0,1.0,0.0,0.0
CAST,0.0,0.0,0.0,1.0,0.0,0.0
CASZ1,0.0,1.0,0.0,0.0,0.0,0.0
CATSPERB,0.0,1.0,0.0,0.0,0.0,0.0
CAV1,0.0,1.0,0.0,0.0,0.0,0.0
CAV2,0.0,1.0,0.0,0.0,0.0,0.0
CAV3,0.0,1.0,0.0,0.0,0.0,0.0
CAVIN1,0.0,1.0,0.0,1.0,0.0,0.0
CBL,0.0,1.0,0.0,0.0,0.0,0.0
CBLB,0.0,0.0,0.0,1.0,0.0,0.0
CBLN2,0.0,1.0,0.0,0.0,0.0,0.0
CBS,0.0,1.0,0.0,0.0,0.0,0.0
CBX2,0.0,1.0,0.0,0.0,0.0,0.0
CCAR2,0.0,1.0,0.0,1.0,0.0,0.0
CCBE1,0.0,1.0,0.0,0.0,0.0,0.0
CCDC103,0.0,1.0,0.0,0.0,0.0,0.0
CCDC122,1.0,0.0,0.0,0.0,0.0,1.0
CCDC136,0.0,1.0,0.0,0.0,0.0,0.0
CCDC146,0.0,1.0,0.0,0.0,0.0,0.0
CCDC170,0.0,1.0,0.0,0.0,0.0,0.0
CCDC181,0.0,1.0,0.0,0.0,0.0,0.0
CCDC30,0.0,1.0,0.0,0.0,0.0,0.0
CCDC34,0.0,0.0,0.0,1.0,0.0,0.0
CCDC54,1.0,0.0,0.0,0.0,0.0,0.0
CCDC71L,0.0,1.0,1.0,0.0,0.0,0.0
CCDC88B,0.0,0.0,0.0,1.0,0.0,0.0
CCDC88C,0.0,1.0,0.0,0.0,0.0,0.0
CCDC92,0.0,1.0,1.0,1.0,0.0,0.0
CCDC97,0.0,1.0,0.0,0.0,0.0,0.0
CCDC9B,0.0,0.0,0.0,1.0,0.0,0.0
CCL2,0.0,0.0,0.0,0.0,0.0,1.0
CCL20,1.0,0.0,0.0,0.0,0.0,1.0
CCL21,0.0,0.0,0.0,0.0,0.0,1.0
CCL22,1.0,0.0,0.0,0.0,0.0,0.0
CCM2,0.0,1.0,0.0,0.0,0.0,0.0
CCN4,0.0,0.0,0.0,1.0,0.0,0.0
CCND1,0.0,1.0,0.0,1.0,0.0,0.0
CCND2,0.0,1.0,0.0,1.0,0.0,0.0
CCNH,0.0,1.0,0.0,1.0,0.0,0.0
CCNJL,0.0,0.0,0.0,1.0,0.0,0.0
CCNL1,0.0,1.0,1.0,0.0,0.0,0.0
CCR3,0.0,1.0,0.0,0.0,0.0,0.0
CCR4,1.0,0.0,0.0,0.0,0.0,0.0
CCR6,0.0,0.0,0.0,0.0,0.0,1.0
CCR7,1.0,0.0,0.0,0.0,0.0,0.0
CCRL2,0.0,0.0,0.0,0.0,0.0,1.0
CCSER1,0.0,0.0,0.0,1.0,0.0,0.0
CCT6A,0.0,1.0,1.0,0.0,0.0,0.0
CCT7,0.0,1.0,0.0,0.0,0.0,0.0
CD101,0.0,0.0,0.0,1.0,0.0,0.0
CD109,0.0,1.0,1.0,0.0,0.0,0.0
CD2,0.0,0.0,0.0,0.0,0.0,1.0
CD200R1,1.0,0.0,0.0,0.0,0.0,0.0
CD226,0.0,0.0,0.0,1.0,0.0,1.0
CD247,1.0,0.0,0.0,0.0,0.0,0.0
CD28,1.0,0.0,0.0,0.0,0.0,1.0
CD36,0.0,1.0,1.0,0.0,0.0,0.0
CD40,0.0,1.0,0.0,0.0,0.0,1.0
CD44,0.0,1.0,0.0,1.0,0.0,0.0
CD6,0.0,0.0,0.0,0.0,0.0,1.0
CD69,0.0,0.0,0.0,1.0,0.0,0.0
CD70,1.0,0.0,0.0,0.0,0.0,0.0
CD80,1.0,0.0,0.0,0.0,0.0,0.0
CD83,0.0,0.0,0.0,0.0,0.0,1.0
CD93,0.0,1.0,0.0,0.0,0.0,0.0
CDC123,0.0,1.0,1.0,1.0,0.0,0.0
CDC14C,0.0,0.0,0.0,1.0,0.0,0.0
CDC16,0.0,1.0,0.0,0.0,0.0,0.0
CDC25A,0.0,1.0,0.0,0.0,0.0,0.0
CDC27,0.0,1.0,0.0,0.0,0.0,0.0
CDC42,0.0,1.0,0.0,0.0,0.0,0.0
CDC42EP3,0.0,0.0,0.0,0.0,0.0,1.0
CDCA7L,0.0,1.0,0.0,0.0,0.0,0.0
CDH13,0.0,1.0,1.0,0.0,0.0,0.0
CDH17,1.0,1.0,0.0,0.0,0.0,0.0
CDH2,0.0,1.0,0.0,0.0,0.0,0.0
CDH7,0.0,0.0,0.0,1.0,0.0,0.0
CDHR3,1.0,0.0,0.0,0.0,0.0,0.0
CDK13,0.0,1.0,0.0,0.0,0.0,0.0
CDK2AP1,0.0,0.0,0.0,1.0,0.0,0.0
CDK5RAP2,0.0,0.0,0.0,0.0,0.0,1.0
CDK6,0.0,1.0,0.0,0.0,0.0,1.0
CDK8,0.0,1.0,0.0,0.0,0.0,0.0
CDKAL1,0.0,1.0,0.0,1.0,0.0,1.0
CDKL2,0.0,0.0,0.0,1.0,0.0,0.0
CDKN1A,0.0,1.0,0.0,0.0,0.0,0.0
CDKN1B,0.0,0.0,0.0,1.0,0.0,0.0
CDKN1C,0.0,1.0,0.0,1.0,0.0,0.0
CDKN2A,0.0,1.0,1.0,1.0,1.0,0.0
CDKN2B,0.0,1.0,1.0,1.0,1.0,0.0
CEBPB,0.0,0.0,0.0,1.0,0.0,0.0
CEBPE,0.0,0.0,0.0,0.0,1.0,0.0
