genes,Asthma,cardiovascular,coronaryheart,DiabetesMellitus,LymphoidLeukemia,ReumatoidArthritis
DEFB112,0.0,1.0,0.0,0.0,0.0,0.0
DEFB135,0.0,1.0,0.0,0.0,0.0,0.0
DEFB136,0.0,1.0,0.0,0.0,0.0,0.0
DEK,0.0,1.0,0.0,0.0,0.0,0.0
DENND1A,0.0,0.0,0.0,1.0,0.0,1.0
DENND1B,0.0,0.0,0.0,0.0,0.0,1.0
DENND2B,0.0,1.0,0.0,0.0,0.0,0.0
DENND4C,0.0,1.0,0.0,0.0,0.0,0.0
DEPTOR,0.0,1.0,1.0,0.0,0.0,0.0
DERL3,0.0,1.0,0.0,0.0,0.0,0.0
DES,0.0,1.0,0.0,0.0,0.0,0.0
DEUP1,0.0,0.0,0.0,1.0,0.0,0.0
DFFA,1.0,0.0,0.0,0.0,0.0,0.0
DFFB,1.0,1.0,0.0,0.0,0.0,0.0
DGAT1,0.0,0.0,0.0,1.0,0.0,0.0
DGKB,0.0,1.0,0.0,1.0,0.0,0.0
DGKD,0.0,1.0,0.0,1.0,0.0,0.0
DGKE,0.0,0.0,0.0,0.0,0.0,1.0
DGKG,0.0,0.0,0.0,1.0,0.0,0.0
DGKH,0.0,1.0,1.0,0.0,0.0,0.0
DGKQ,0.0,0.0,0.0,1.0,0.0,1.0
DGKZ,0.0,1.0,0.0,0.0,0.0,0.0
DGUOK,0.0,1.0,0.0,0.0,0.0,0.0
DHDDS,0.0,0.0,0.0,1.0,0.0,0.0
DHFR2,0.0,0.0,0.0,1.0,0.0,0.0
DHH,0.0,1.0,0.0,0.0,0.0,0.0
DHODH,0.0,1.0,0.0,0.0,0.0,0.0
DHX15,0.0,1.0,0.0,0.0,0.0,0.0
DHX35,0.0,1.0,0.0,0.0,0.0,0.0
DHX36,0.0,1.0,1.0,0.0,0.0,0.0
DHX37,0.0,1.0,0.0,0.0,0.0,0.0
DHX38,0.0,1.0,1.0,0.0,0.0,0.0
DHX58,0.0,1.0,1.0,0.0,0.0,0.0
DIAPH1,0.0,1.0,0.0,0.0,0.0,0.0
DIPK1A,0.0,1.0,0.0,0.0,0.0,0.0
DIRAS2,0.0,0.0,0.0,1.0,0.0,0.0
DISP1,0.0,1.0,0.0,0.0,0.0,0.0
DISP2,1.0,0.0,0.0,0.0,0.0,0.0
DKK1,0.0,1.0,0.0,0.0,0.0,0.0
DLD,0.0,0.0,0.0,0.0,0.0,1.0
DLEU7,0.0,1.0,0.0,1.0,0.0,0.0
DLG2,0.0,1.0,0.0,0.0,0.0,0.0
DLG4,0.0,1.0,0.0,0.0,0.0,0.0
DLG5,0.0,1.0,0.0,0.0,0.0,0.0
DLGAP1,0.0,1.0,0.0,0.0,0.0,0.0
DLK1,0.0,0.0,0.0,1.0,0.0,0.0
DLL1,0.0,1.0,0.0,0.0,0.0,0.0
DM1-AS,0.0,1.0,0.0,0.0,0.0,0.0
DMD,0.0,1.0,0.0,0.0,0.0,0.0
DMGDH,0.0,0.0,0.0,1.0,0.0,0.0
DMPK,0.0,1.0,0.0,0.0,0.0,0.0
DMRT1,0.0,1.0,0.0,0.0,0.0,0.0
DMRT2,0.0,0.0,0.0,1.0,0.0,0.0
DMRTA1,0.0,0.0,0.0,1.0,1.0,0.0
DMRTA2,0.0,0.0,0.0,1.0,0.0,0.0
DMWD,0.0,1.0,1.0,0.0,0.0,0.0
DNAAF10,0.0,1.0,0.0,0.0,0.0,0.0
DNAAF3,0.0,1.0,0.0,0.0,0.0,0.0
DNAH11,0.0,1.0,0.0,0.0,0.0,0.0
DNAH5,0.0,1.0,0.0,0.0,0.0,0.0
DNAH7,0.0,0.0,0.0,1.0,0.0,0.0
DNAH9,0.0,1.0,0.0,0.0,0.0,0.0
DNAJA3,0.0,1.0,0.0,0.0,0.0,0.0
DNAJB6,0.0,1.0,0.0,0.0,0.0,0.0
DNAJB8,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC1,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC10,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC13,0.0,1.0,1.0,0.0,0.0,0.0
DNAJC18,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC19,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC2,0.0,0.0,0.0,1.0,0.0,0.0
DNAJC27,0.0,1.0,0.0,0.0,0.0,0.0
DNAJC30,0.0,1.0,0.0,0.0,0.0,0.0
DNASE1,0.0,0.0,0.0,1.0,0.0,0.0
DNASE1L1,0.0,1.0,0.0,0.0,0.0,0.0
DNASE1L3,0.0,0.0,0.0,0.0,0.0,1.0
DNLZ,0.0,1.0,0.0,1.0,0.0,1.0
DNM3,0.0,0.0,0.0,1.0,0.0,0.0
DNMBP,0.0,1.0,0.0,0.0,0.0,0.0
DNMT1,0.0,1.0,0.0,0.0,0.0,0.0
DNMT3A,0.0,1.0,0.0,1.0,0.0,0.0
DNMT3B,0.0,0.0,0.0,0.0,0.0,1.0
DOC2A,0.0,0.0,0.0,1.0,0.0,0.0
DOCK3,1.0,1.0,0.0,0.0,0.0,0.0
DOCK4,1.0,0.0,0.0,0.0,0.0,0.0
DOCK5,0.0,1.0,1.0,0.0,0.0,0.0
DOCK7,0.0,1.0,0.0,0.0,0.0,0.0
DOK6,0.0,1.0,0.0,1.0,0.0,0.0
DOK7,0.0,1.0,1.0,0.0,0.0,0.0
DOLK,0.0,1.0,0.0,0.0,0.0,0.0
DOT1L,0.0,1.0,0.0,0.0,0.0,0.0
DPEP1,0.0,1.0,0.0,0.0,0.0,0.0
DPF3,0.0,1.0,0.0,0.0,0.0,0.0
DPH1,0.0,1.0,0.0,0.0,0.0,0.0
DPH2,0.0,1.0,0.0,0.0,0.0,0.0
DPH7,1.0,0.0,0.0,0.0,0.0,0.0
DPM3,0.0,1.0,0.0,0.0,0.0,0.0
DPP4,1.0,0.0,0.0,0.0,0.0,1.0
DPP6,0.0,1.0,0.0,0.0,0.0,1.0
DPPA3,0.0,1.0,0.0,0.0,0.0,0.0
DPY19L4,0.0,0.0,0.0,1.0,0.0,0.0
DPYSL2,0.0,1.0,0.0,0.0,0.0,0.0
DRAM1,0.0,1.0,0.0,0.0,0.0,0.0
DRC3,0.0,1.0,1.0,0.0,0.0,0.0
DSC2,0.0,1.0,0.0,0.0,0.0,0.0
DSCAM,0.0,1.0,0.0,0.0,0.0,0.0
DSCC1,0.0,1.0,1.0,0.0,0.0,0.0
DSE,0.0,1.0,0.0,0.0,0.0,0.0
DSG2,0.0,1.0,0.0,0.0,0.0,0.0
DSP,0.0,1.0,0.0,0.0,0.0,0.0
DST,0.0,1.0,0.0,0.0,0.0,0.0
DSTYK,0.0,0.0,0.0,1.0,0.0,0.0
DTHD1,0.0,1.0,0.0,0.0,0.0,0.0
DTNA,0.0,1.0,0.0,0.0,0.0,0.0
DTNB,0.0,0.0,0.0,1.0,1.0,0.0
DTNBP1,0.0,1.0,0.0,1.0,0.0,0.0
DUS4L,0.0,1.0,1.0,0.0,0.0,0.0
DUS4L-BCAP29,0.0,1.0,1.0,0.0,0.0,0.0
DUSP11,0.0,1.0,0.0,0.0,0.0,0.0
DUSP13B,0.0,1.0,0.0,0.0,0.0,0.0
DUSP22,1.0,1.0,0.0,0.0,0.0,0.0
DUSP9,0.0,0.0,0.0,1.0,0.0,0.0
DXO,0.0,0.0,0.0,0.0,0.0,1.0
DYNC1I1,1.0,0.0,0.0,0.0,0.0,0.0
DYNC2H1,0.0,1.0,0.0,0.0,0.0,0.0
DYNC2LI1,0.0,1.0,0.0,0.0,0.0,0.0
DYRK1A,0.0,1.0,0.0,0.0,0.0,0.0
DYSF,1.0,1.0,0.0,0.0,0.0,0.0
DZIP1,0.0,1.0,0.0,0.0,0.0,0.0
E2F2,0.0,0.0,0.0,0.0,1.0,0.0
EAF2,1.0,0.0,0.0,0.0,0.0,0.0
EBF1,0.0,1.0,0.0,1.0,0.0,0.0
EBF2,0.0,1.0,0.0,1.0,0.0,0.0
ECM1,1.0,0.0,0.0,0.0,0.0,0.0
ECM2,0.0,1.0,0.0,0.0,0.0,0.0
ECT2L,0.0,0.0,0.0,1.0,0.0,0.0
EDA2R,0.0,1.0,0.0,0.0,0.0,0.0
EDEM2,1.0,1.0,0.0,1.0,0.0,0.0
EDN3,0.0,0.0,0.0,0.0,0.0,1.0
EDNRA,0.0,1.0,1.0,0.0,0.0,0.0
EDNRB,0.0,0.0,0.0,1.0,0.0,0.0
EEFSEC,1.0,1.0,0.0,1.0,0.0,0.0
EFEMP1,0.0,1.0,0.0,0.0,0.0,0.0
EFEMP2,0.0,1.0,0.0,0.0,0.0,0.0
EFHC1,1.0,0.0,0.0,0.0,0.0,0.0
EFNA1,0.0,0.0,0.0,0.0,0.0,1.0
EFNA5,0.0,1.0,0.0,0.0,0.0,0.0
EFR3A,0.0,0.0,0.0,1.0,0.0,0.0
EFR3B,0.0,1.0,0.0,1.0,0.0,0.0
EGFR,0.0,1.0,0.0,0.0,0.0,0.0
EGR2,1.0,1.0,0.0,1.0,0.0,1.0
EHBP1,0.0,1.0,1.0,0.0,0.0,0.0
EHBP1L1,0.0,1.0,1.0,1.0,0.0,0.0
EHD4,0.0,1.0,0.0,0.0,0.0,0.0
EHHADH,0.0,0.0,0.0,1.0,0.0,0.0
EHMT1,1.0,0.0,0.0,0.0,0.0,0.0
EIF1,0.0,1.0,0.0,0.0,0.0,0.0
EIF2AK3,0.0,0.0,0.0,1.0,0.0,0.0
EIF2AK4,0.0,1.0,0.0,0.0,0.0,0.0
EIF2B2,0.0,1.0,1.0,0.0,0.0,0.0
EIF2B4,0.0,0.0,0.0,1.0,0.0,0.0
EIF2S2,0.0,0.0,0.0,1.0,0.0,0.0
EIF2S3,0.0,0.0,0.0,1.0,0.0,0.0
EIF3CL,0.0,0.0,0.0,1.0,0.0,1.0
EIF5A,0.0,1.0,0.0,0.0,0.0,0.0
EIF5A2,0.0,0.0,0.0,1.0,0.0,0.0
ELAC2,0.0,1.0,0.0,0.0,0.0,0.0
ELAVL2,1.0,0.0,0.0,1.0,0.0,0.0
ELAVL4,0.0,1.0,0.0,0.0,0.0,0.0
ELK3,0.0,0.0,0.0,0.0,1.0,0.0
ELL,0.0,1.0,1.0,0.0,0.0,0.0
ELL2,0.0,1.0,0.0,1.0,0.0,0.0
ELMO1,0.0,0.0,0.0,0.0,0.0,1.0
ELMO2,0.0,1.0,0.0,0.0,0.0,0.0
ELN,0.0,1.0,0.0,0.0,0.0,0.0
ELP5,0.0,1.0,0.0,0.0,0.0,0.0
EMB,0.0,0.0,0.0,1.0,0.0,0.0
EMD,0.0,1.0,0.0,0.0,0.0,0.0
EML1,0.0,1.0,1.0,0.0,0.0,0.0
EML2,0.0,0.0,0.0,1.0,0.0,0.0
EML6,0.0,1.0,0.0,1.0,0.0,0.0
EMSY,1.0,1.0,0.0,1.0,0.0,0.0
ENDOG,1.0,0.0,0.0,0.0,0.0,0.0
ENDOV,0.0,1.0,0.0,0.0,0.0,0.0
ENG,0.0,1.0,0.0,0.0,0.0,0.0
ENKUR,0.0,0.0,0.0,1.0,0.0,0.0
ENO3,0.0,0.0,0.0,1.0,0.0,0.0
ENO4,0.0,0.0,0.0,1.0,0.0,0.0
ENPEP,0.0,1.0,0.0,0.0,0.0,0.0
ENPP1,0.0,1.0,0.0,1.0,0.0,0.0
ENPP3,0.0,0.0,0.0,1.0,0.0,0.0
ENPP6,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000244255,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000284779,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000289490,0.0,1.0,0.0,0.0,0.0,0.0
EOMES,0.0,0.0,0.0,0.0,1.0,1.0
EP300,0.0,1.0,0.0,1.0,0.0,0.0
EP400,0.0,0.0,0.0,1.0,0.0,0.0
EPB41,0.0,1.0,0.0,0.0,0.0,0.0
EPB41L3,0.0,1.0,0.0,0.0,0.0,0.0
EPB41L4B,0.0,0.0,0.0,1.0,0.0,0.0
EPC2,0.0,0.0,0.0,1.0,0.0,0.0
EPHA3,0.0,1.0,0.0,1.0,0.0,0.0
EPHB3,0.0,1.0,0.0,0.0,0.0,0.0
EPHB4,0.0,1.0,0.0,0.0,0.0,0.0
EPO,0.0,1.0,0.0,0.0,0.0,0.0
ERAP1,0.0,1.0,0.0,1.0,0.0,1.0
ERAP2,0.0,1.0,0.0,0.0,0.0,1.0
ERBB2,1.0,0.0,0.0,0.0,0.0,0.0
ERBB3,1.0,0.0,0.0,1.0,0.0,1.0
ERBB4,1.0,1.0,0.0,1.0,0.0,0.0
ERC2,0.0,1.0,0.0,0.0,0.0,0.0
ERCC6L2,0.0,1.0,0.0,0.0,0.0,0.0
ERF,0.0,1.0,0.0,0.0,0.0,0.0
ERG,0.0,1.0,0.0,0.0,1.0,0.0
ERI1,0.0,1.0,0.0,0.0,0.0,0.0
ERICH2,0.0,0.0,0.0,1.0,0.0,0.0
ERLIN1,0.0,0.0,0.0,1.0,0.0,0.0
ERLIN2,0.0,0.0,0.0,1.0,0.0,0.0
ERMP1,1.0,0.0,0.0,0.0,0.0,0.0
ERN1,0.0,0.0,0.0,1.0,0.0,1.0
ERRFI1,0.0,0.0,0.0,0.0,0.0,1.0
ESM1,0.0,1.0,0.0,0.0,0.0,0.0
ESR1,0.0,1.0,0.0,0.0,0.0,0.0
ESR2,0.0,1.0,0.0,0.0,0.0,0.0
ESRP1,0.0,0.0,0.0,1.0,0.0,0.0
ETAA1,0.0,1.0,0.0,1.0,0.0,0.0
ETF1,1.0,0.0,0.0,0.0,0.0,0.0
ETFA,0.0,1.0,0.0,0.0,0.0,0.0
ETFB,0.0,1.0,0.0,0.0,0.0,0.0
ETFDH,0.0,1.0,0.0,0.0,0.0,0.0
ETFRF1,0.0,1.0,0.0,0.0,0.0,0.0
ETS1,1.0,0.0,0.0,1.0,1.0,1.0
ETS2,0.0,1.0,0.0,0.0,0.0,1.0
ETV1,0.0,1.0,1.0,1.0,0.0,0.0
ETV2,0.0,1.0,0.0,0.0,0.0,0.0
ETV5,0.0,0.0,0.0,1.0,0.0,0.0
ETV6,0.0,0.0,0.0,0.0,1.0,0.0
ETV7,0.0,0.0,0.0,0.0,0.0,1.0
EVA1B,0.0,0.0,0.0,1.0,0.0,0.0
EVC,0.0,1.0,0.0,0.0,0.0,0.0
EVC2,0.0,1.0,0.0,0.0,0.0,0.0
EVI2A,0.0,1.0,0.0,1.0,0.0,0.0
EVI2B,0.0,1.0,0.0,1.0,0.0,0.0
EVI5,1.0,0.0,0.0,0.0,0.0,0.0
EVX1,0.0,1.0,0.0,0.0,0.0,0.0
EXD1,1.0,1.0,0.0,0.0,0.0,0.0
EXD3,0.0,1.0,0.0,0.0,0.0,0.0
EXOC2,0.0,1.0,0.0,0.0,0.0,0.0
EXOC3L2,0.0,1.0,1.0,0.0,0.0,0.0
EXOC6,0.0,0.0,0.0,1.0,0.0,0.0
EXOG,0.0,1.0,0.0,0.0,0.0,0.0
EYA1,0.0,1.0,0.0,1.0,0.0,0.0
EYA2,1.0,1.0,0.0,1.0,0.0,0.0
EYA4,0.0,1.0,0.0,0.0,0.0,0.0
EYS,0.0,1.0,0.0,0.0,0.0,0.0
F10,0.0,1.0,0.0,0.0,0.0,0.0
F11,0.0,1.0,0.0,0.0,0.0,0.0
F12,0.0,1.0,0.0,0.0,0.0,0.0
F13A1,0.0,1.0,0.0,0.0,0.0,0.0
F13B,0.0,1.0,0.0,0.0,0.0,0.0
F2,0.0,1.0,0.0,0.0,0.0,0.0
F2R,0.0,0.0,0.0,1.0,0.0,0.0
F5,0.0,1.0,0.0,0.0,0.0,0.0
F7,0.0,1.0,0.0,0.0,0.0,0.0
F9,0.0,1.0,0.0,0.0,0.0,0.0
FADS1,1.0,1.0,1.0,1.0,0.0,1.0
FADS2,1.0,1.0,1.0,1.0,0.0,1.0
FADS3,1.0,0.0,0.0,0.0,0.0,0.0
FAF1,0.0,1.0,0.0,1.0,0.0,0.0
FAH,0.0,1.0,0.0,0.0,0.0,0.0
FAIM2,0.0,0.0,0.0,1.0,0.0,0.0
FAM114A1,1.0,0.0,0.0,0.0,0.0,0.0
FAM117B,0.0,0.0,0.0,1.0,0.0,0.0
FAM118A,0.0,0.0,0.0,0.0,0.0,1.0
FAM120B,0.0,1.0,0.0,0.0,0.0,0.0
FAM133B,0.0,1.0,0.0,0.0,0.0,1.0
FAM135A,0.0,0.0,0.0,1.0,0.0,0.0
FAM13A,0.0,1.0,0.0,1.0,0.0,0.0
FAM13B,0.0,1.0,0.0,1.0,0.0,0.0
FAM167A,0.0,1.0,0.0,1.0,0.0,1.0
FAM171B,1.0,0.0,0.0,0.0,0.0,0.0
FAM177B,0.0,1.0,1.0,0.0,0.0,0.0
FAM185A,0.0,1.0,0.0,1.0,0.0,0.0
FAM186A,0.0,1.0,0.0,0.0,0.0,0.0
FAM186B,0.0,1.0,0.0,0.0,0.0,0.0
FAM193A,0.0,1.0,0.0,0.0,0.0,0.0
FAM200C,1.0,0.0,0.0,0.0,0.0,0.0
FAM227B,0.0,0.0,0.0,1.0,0.0,0.0
FAM234A,0.0,0.0,0.0,1.0,0.0,0.0
FAM240C,0.0,1.0,0.0,0.0,0.0,0.0
FAM241B,0.0,0.0,0.0,1.0,0.0,0.0
FAM3D,0.0,1.0,0.0,0.0,0.0,0.0
FAM53B,0.0,0.0,0.0,0.0,1.0,0.0
FAM76B,1.0,0.0,0.0,1.0,0.0,1.0
FAM83F,0.0,0.0,0.0,1.0,0.0,0.0
FANCL,0.0,0.0,0.0,1.0,0.0,0.0
FAP,0.0,1.0,1.0,1.0,0.0,1.0
FARP1,0.0,1.0,1.0,0.0,0.0,0.0
FARP2,0.0,0.0,0.0,1.0,1.0,0.0
FARSA,0.0,0.0,0.0,1.0,0.0,0.0
FAS,0.0,1.0,0.0,0.0,1.0,1.0
FASLG,1.0,0.0,0.0,1.0,0.0,1.0
FAT1,0.0,1.0,0.0,0.0,0.0,0.0
FAT3,0.0,1.0,0.0,0.0,0.0,0.0
FAT4,0.0,1.0,0.0,0.0,0.0,0.0
FBF1,0.0,1.0,0.0,0.0,0.0,0.0
FBN1,0.0,1.0,1.0,0.0,0.0,0.0
FBN2,0.0,1.0,0.0,0.0,0.0,0.0
FBP1,0.0,0.0,0.0,1.0,0.0,0.0
FBRSL1,0.0,1.0,1.0,1.0,0.0,0.0
FBXL13,0.0,0.0,0.0,1.0,0.0,0.0
FBXL18,0.0,0.0,0.0,1.0,0.0,1.0
FBXL22,0.0,1.0,0.0,1.0,0.0,0.0
FBXL7,1.0,1.0,0.0,0.0,0.0,0.0
FBXO11,0.0,1.0,0.0,0.0,0.0,0.0
FBXO32,0.0,1.0,0.0,0.0,0.0,0.0
FBXO38,0.0,1.0,0.0,0.0,0.0,0.0
FBXW7,0.0,0.0,0.0,1.0,0.0,0.0
FBXW8,0.0,0.0,0.0,0.0,0.0,1.0
FCER1A,1.0,0.0,0.0,0.0,0.0,0.0
FCER1G,1.0,0.0,0.0,0.0,0.0,0.0
FCGR2A,0.0,1.0,0.0,0.0,0.0,1.0
FCGRT,0.0,0.0,0.0,1.0,0.0,0.0
FCHO1,0.0,1.0,1.0,0.0,0.0,0.0
FCN3,0.0,1.0,0.0,0.0,0.0,0.0
FCRL3,0.0,0.0,0.0,0.0,0.0,1.0
FDX1,0.0,1.0,1.0,0.0,0.0,0.0
FDXACB1,0.0,1.0,0.0,0.0,0.0,0.0
FER,0.0,1.0,1.0,0.0,0.0,0.0
FERD3L,0.0,1.0,0.0,0.0,0.0,0.0
FERMT1,0.0,1.0,0.0,0.0,0.0,0.0
FES,1.0,1.0,1.0,0.0,0.0,0.0
FEZ2,0.0,1.0,0.0,0.0,0.0,0.0
FFAR4,0.0,1.0,0.0,0.0,0.0,0.0
FGA,0.0,1.0,0.0,0.0,0.0,0.0
FGB,0.0,1.0,0.0,0.0,0.0,0.0
FGD1,0.0,1.0,0.0,0.0,0.0,0.0
FGD4,0.0,1.0,0.0,0.0,0.0,0.0
FGD5,0.0,1.0,1.0,0.0,0.0,0.0
FGD6,0.0,1.0,1.0,0.0,0.0,0.0
FGF14,0.0,1.0,0.0,0.0,0.0,0.0
FGF23,0.0,1.0,0.0,0.0,0.0,0.0
FGF5,0.0,1.0,1.0,0.0,0.0,0.0
FGF6,0.0,1.0,0.0,0.0,0.0,0.0
FGF8,0.0,1.0,0.0,0.0,0.0,0.0
FGF9,0.0,1.0,0.0,1.0,0.0,0.0
FGFR1,0.0,0.0,0.0,1.0,0.0,0.0
FGFR2,0.0,1.0,1.0,1.0,0.0,0.0
FGFR3,0.0,1.0,0.0,1.0,0.0,0.0
FGFR4,0.0,0.0,0.0,1.0,0.0,0.0
FGG,0.0,1.0,0.0,0.0,0.0,0.0
FGL1,0.0,1.0,0.0,0.0,0.0,0.0
FHAD1,0.0,1.0,0.0,0.0,0.0,0.0
FHIT,0.0,1.0,0.0,0.0,0.0,0.0
FHL1,0.0,1.0,1.0,0.0,0.0,0.0
FHL2,0.0,1.0,0.0,0.0,0.0,0.0
FHL3,0.0,1.0,1.0,0.0,0.0,1.0
FHL5,0.0,1.0,0.0,0.0,0.0,0.0
FHOD3,0.0,1.0,0.0,0.0,0.0,0.0
FIBCD1,0.0,0.0,0.0,1.0,0.0,0.0
FIGN,0.0,1.0,1.0,0.0,0.0,0.0
FIGNL1,0.0,0.0,0.0,1.0,1.0,0.0
FIP1L1,0.0,1.0,0.0,0.0,0.0,0.0
FITM2,0.0,0.0,0.0,1.0,0.0,0.0
FKBP7,0.0,1.0,0.0,0.0,0.0,0.0
FKRP,0.0,1.0,0.0,1.0,1.0,0.0
FKTN,0.0,1.0,0.0,0.0,0.0,0.0
FLACC1,0.0,0.0,0.0,0.0,0.0,1.0
FLAD1,0.0,1.0,0.0,0.0,0.0,0.0
FLG,1.0,0.0,0.0,1.0,0.0,0.0
FLI1,1.0,0.0,0.0,1.0,1.0,1.0
FLII,0.0,1.0,0.0,0.0,0.0,0.0
FLNA,0.0,1.0,0.0,0.0,0.0,0.0
FLNC,0.0,1.0,0.0,0.0,0.0,0.0
FLT1,0.0,1.0,1.0,0.0,0.0,0.0
FLT3,0.0,0.0,0.0,1.0,0.0,0.0
FLT4,0.0,1.0,0.0,0.0,0.0,0.0
FLVCR1,1.0,0.0,0.0,0.0,0.0,0.0
FMNL1,1.0,0.0,0.0,0.0,0.0,0.0
FMO4,0.0,1.0,0.0,0.0,0.0,0.0
FMO5,0.0,0.0,0.0,1.0,0.0,0.0
FN1,0.0,1.0,1.0,0.0,0.0,0.0
FNBP4,0.0,0.0,0.0,1.0,0.0,0.0
FNDC3B,0.0,1.0,1.0,0.0,0.0,0.0
FNDC9,1.0,0.0,0.0,0.0,0.0,0.0
FNIP1,0.0,1.0,0.0,0.0,0.0,0.0
FOCAD,0.0,0.0,0.0,1.0,0.0,0.0
FOLH1,0.0,1.0,0.0,0.0,0.0,0.0
FOS,0.0,0.0,0.0,0.0,0.0,1.0
FOSL2,0.0,1.0,0.0,1.0,0.0,1.0
FOXA2,0.0,0.0,0.0,1.0,0.0,0.0
FOXA3,1.0,1.0,1.0,0.0,0.0,0.0
FOXC1,0.0,1.0,1.0,0.0,0.0,0.0
FOXC2,0.0,1.0,1.0,0.0,0.0,0.0
FOXD1,0.0,1.0,0.0,0.0,0.0,0.0
FOXD3,0.0,0.0,0.0,1.0,0.0,0.0
FOXE1,0.0,0.0,0.0,1.0,0.0,0.0
FOXE3,0.0,1.0,0.0,0.0,0.0,0.0
FOXF1,0.0,1.0,0.0,0.0,0.0,0.0
FOXF2,0.0,1.0,0.0,0.0,0.0,0.0
FOXK1,0.0,0.0,0.0,1.0,0.0,0.0
FOXL1,0.0,1.0,1.0,0.0,0.0,0.0
FOXN3,0.0,0.0,0.0,1.0,0.0,0.0
FOXO1,1.0,0.0,0.0,0.0,0.0,1.0
FOXP1,1.0,1.0,0.0,1.0,0.0,0.0
FOXP2,0.0,1.0,0.0,0.0,0.0,0.0
FOXP3,0.0,0.0,0.0,1.0,0.0,0.0
FOXP4,0.0,1.0,0.0,0.0,0.0,0.0
FOXQ1,0.0,1.0,0.0,0.0,0.0,0.0
FPR3,1.0,0.0,0.0,0.0,0.0,0.0
FRAT1,0.0,0.0,0.0,1.0,0.0,0.0
FREM1,0.0,1.0,0.0,0.0,0.0,0.0
FRMD1,0.0,1.0,0.0,0.0,0.0,0.0
FRMD3,0.0,1.0,0.0,0.0,0.0,0.0
FRMD4B,0.0,1.0,0.0,1.0,0.0,0.0
FRRS1L,0.0,0.0,0.0,1.0,0.0,0.0
FSCN3,0.0,0.0,0.0,1.0,0.0,0.0
FSD2,0.0,0.0,0.0,1.0,0.0,0.0
FSHB,0.0,1.0,0.0,0.0,0.0,0.0
FSIP2,0.0,1.0,0.0,0.0,0.0,0.0
FSTL4,0.0,0.0,0.0,0.0,0.0,1.0
FTH1,0.0,1.0,0.0,0.0,0.0,0.0
FTO,1.0,1.0,1.0,1.0,0.0,0.0
FURIN,1.0,1.0,1.0,0.0,0.0,0.0
FUT11,0.0,1.0,0.0,0.0,0.0,0.0
FUT2,0.0,1.0,0.0,1.0,0.0,1.0
FXN,0.0,1.0,0.0,0.0,0.0,0.0
FXYD2,0.0,0.0,0.0,1.0,0.0,0.0
FXYD6-FXYD2,0.0,0.0,0.0,1.0,0.0,0.0
FYB1,0.0,0.0,0.0,1.0,0.0,0.0
FZD4,0.0,1.0,0.0,0.0,0.0,0.0
G6PD,0.0,1.0,0.0,0.0,0.0,0.0
GAA,0.0,1.0,0.0,0.0,0.0,0.0
GAB1,0.0,1.0,0.0,0.0,0.0,0.0
GAB2,0.0,0.0,0.0,1.0,0.0,0.0
GADD45G,1.0,0.0,0.0,0.0,0.0,0.0
GAL3ST2,1.0,0.0,0.0,0.0,0.0,1.0
GALC,0.0,0.0,0.0,0.0,0.0,1.0
GALK1,1.0,0.0,0.0,0.0,0.0,0.0
GALK2,0.0,0.0,0.0,0.0,0.0,1.0
GALNT3,0.0,0.0,0.0,1.0,0.0,0.0
GALNT4,0.0,1.0,1.0,0.0,0.0,0.0
GAP43,0.0,0.0,0.0,1.0,0.0,0.0
GARIN1B,0.0,1.0,0.0,0.0,0.0,0.0
GARIN5A,0.0,1.0,0.0,0.0,0.0,0.0
GAS2L1,0.0,0.0,0.0,1.0,0.0,0.0
GAS7,0.0,1.0,0.0,0.0,0.0,0.0
GATA2,0.0,1.0,0.0,0.0,0.0,0.0
GATA3,1.0,0.0,0.0,1.0,1.0,1.0
GATA4,0.0,1.0,0.0,1.0,0.0,0.0
GATA5,0.0,1.0,0.0,0.0,0.0,0.0
GATA6,0.0,1.0,0.0,1.0,0.0,0.0
GATAD1,0.0,1.0,0.0,0.0,0.0,0.0
GATD3,0.0,0.0,0.0,0.0,0.0,1.0
GBA1,0.0,1.0,0.0,0.0,0.0,0.0
GBA2,0.0,1.0,0.0,1.0,0.0,0.0
GBF1,0.0,1.0,0.0,0.0,0.0,0.0
GCA,0.0,0.0,0.0,1.0,0.0,0.0
GCC1,0.0,0.0,0.0,1.0,0.0,0.0
GCDH,0.0,0.0,0.0,1.0,0.0,0.0
GCK,0.0,1.0,1.0,1.0,0.0,0.0
GCKR,0.0,1.0,1.0,1.0,0.0,1.0
GCLC,0.0,1.0,0.0,0.0,0.0,0.0
GCLM,0.0,1.0,0.0,0.0,0.0,0.0
GCOM1,0.0,1.0,0.0,0.0,0.0,0.0
GDAP1,0.0,1.0,0.0,0.0,0.0,0.0
GDF1,0.0,1.0,0.0,0.0,0.0,0.0
GDF2,0.0,1.0,0.0,0.0,0.0,0.0
GDF6,0.0,0.0,0.0,1.0,0.0,0.0
