genes,Asthma,cardiovascular,coronaryheart,DiabetesMellitus,LymphoidLeukemia,ReumatoidArthritis
CACNA1A,0.0,1.0,0.0,0.0,0.0,0.0
CACNA1C,0.0,1.0,0.0,0.0,0.0,0.0
CACNA1D,0.0,1.0,0.0,0.0,0.0,0.0
CACNA1H,0.0,1.0,0.0,1.0,0.0,0.0
CACNA2D1,0.0,1.0,0.0,0.0,0.0,0.0
CACNA2D3,0.0,0.0,0.0,1.0,0.0,0.0
CACNB2,0.0,1.0,0.0,0.0,0.0,0.0
CACNB4,0.0,1.0,0.0,0.0,0.0,0.0
CAD,0.0,1.0,1.0,1.0,0.0,0.0
CADM3,1.0,0.0,0.0,0.0,0.0,0.0
CAGE1,0.0,0.0,0.0,1.0,0.0,0.0
CALCA,0.0,1.0,0.0,0.0,0.0,0.0
CALCB,0.0,1.0,0.0,0.0,0.0,0.0
CALCR,0.0,0.0,0.0,1.0,0.0,0.0
CALCRL,0.0,1.0,1.0,0.0,0.0,0.0
CALM1,0.0,1.0,0.0,0.0,0.0,0.0
CALM2,0.0,1.0,0.0,0.0,0.0,0.0
CALM3,0.0,1.0,0.0,0.0,0.0,0.0
CALR,0.0,0.0,0.0,1.0,0.0,0.0
CALR3,0.0,1.0,0.0,0.0,0.0,0.0
CALU,0.0,1.0,0.0,0.0,0.0,0.0
CAMK1D,0.0,0.0,0.0,1.0,0.0,0.0
CAMK2B,0.0,0.0,0.0,1.0,0.0,0.0
CAMK2D,0.0,1.0,0.0,0.0,1.0,0.0
CAMK2G,0.0,0.0,0.0,1.0,0.0,0.0
CAMK2N1,0.0,0.0,0.0,1.0,0.0,0.0
CAMK4,0.0,0.0,0.0,1.0,0.0,0.0
CAMKK2,0.0,0.0,0.0,1.0,0.0,0.0
CAMKMT,0.0,1.0,0.0,1.0,0.0,0.0
CAMSAP2,0.0,0.0,0.0,1.0,0.0,0.0
CAND2,0.0,1.0,0.0,0.0,0.0,0.0
CAP2,0.0,1.0,0.0,0.0,0.0,0.0
CAPN10,0.0,0.0,0.0,1.0,0.0,0.0
CAPN3,0.0,1.0,0.0,0.0,0.0,0.0
CAPN9,0.0,1.0,0.0,0.0,0.0,0.0
CAPSL,1.0,0.0,0.0,1.0,0.0,0.0
CARD11,1.0,0.0,0.0,0.0,0.0,0.0
CARD9,0.0,0.0,0.0,1.0,0.0,1.0
CARF,0.0,1.0,1.0,0.0,0.0,0.0
CARMIL1,0.0,0.0,0.0,1.0,0.0,1.0
CARS2,0.0,1.0,1.0,0.0,0.0,0.0
CASP10,0.0,0.0,0.0,0.0,1.0,1.0
CASP3,0.0,1.0,0.0,0.0,0.0,0.0
CASP8,0.0,0.0,0.0,0.0,1.0,1.0
CASQ2,0.0,1.0,0.0,0.0,0.0,0.0
CASR,1.0,1.0,0.0,1.0,0.0,0.0
CAST,0.0,0.0,0.0,1.0,0.0,0.0
CASTOR1,0.0,0.0,0.0,0.0,0.0,1.0
CASZ1,0.0,1.0,0.0,0.0,0.0,0.0
CATSPER3,0.0,1.0,0.0,0.0,0.0,0.0
CATSPERB,0.0,1.0,0.0,0.0,0.0,0.0
CAV1,0.0,1.0,0.0,1.0,0.0,0.0
CAV2,0.0,1.0,0.0,0.0,0.0,0.0
CAV3,0.0,1.0,0.0,0.0,0.0,0.0
CAVIN1,1.0,1.0,0.0,1.0,0.0,0.0
CAVIN4,0.0,1.0,0.0,0.0,0.0,0.0
CBL,0.0,1.0,0.0,0.0,0.0,0.0
CBLB,0.0,0.0,0.0,1.0,0.0,0.0
CBLN2,0.0,1.0,0.0,0.0,0.0,0.0
CBS,0.0,1.0,0.0,0.0,0.0,0.0
CBX1,0.0,0.0,0.0,1.0,0.0,0.0
CBX2,0.0,1.0,0.0,0.0,0.0,0.0
CBX4,0.0,0.0,0.0,1.0,0.0,0.0
CCAR2,0.0,1.0,0.0,1.0,0.0,0.0
CCBE1,0.0,1.0,0.0,0.0,0.0,0.0
CCDC103,0.0,1.0,0.0,0.0,0.0,0.0
CCDC122,1.0,1.0,0.0,0.0,0.0,1.0
CCDC136,0.0,1.0,0.0,0.0,0.0,0.0
CCDC146,0.0,1.0,0.0,0.0,0.0,0.0
CCDC148,0.0,1.0,0.0,1.0,0.0,0.0
CCDC170,0.0,1.0,0.0,0.0,0.0,0.0
CCDC171,0.0,1.0,0.0,0.0,0.0,0.0
CCDC181,0.0,1.0,0.0,0.0,0.0,0.0
CCDC30,0.0,1.0,0.0,0.0,0.0,0.0
CCDC34,0.0,0.0,0.0,1.0,0.0,0.0
CCDC39,0.0,1.0,0.0,0.0,0.0,0.0
CCDC40,0.0,1.0,0.0,0.0,0.0,0.0
CCDC54,1.0,0.0,0.0,0.0,0.0,0.0
CCDC63,0.0,1.0,1.0,0.0,0.0,0.0
CCDC7,0.0,0.0,0.0,1.0,0.0,0.0
CCDC71L,0.0,1.0,1.0,0.0,0.0,0.0
CCDC85C,0.0,1.0,0.0,0.0,0.0,0.0
CCDC88A,0.0,1.0,0.0,0.0,0.0,0.0
CCDC88B,0.0,0.0,0.0,1.0,0.0,0.0
CCDC88C,0.0,1.0,0.0,0.0,0.0,0.0
CCDC92,0.0,1.0,1.0,1.0,0.0,0.0
CCDC97,0.0,1.0,1.0,0.0,0.0,0.0
CCDC9B,0.0,0.0,0.0,1.0,0.0,0.0
CCER2,0.0,1.0,0.0,0.0,0.0,0.0
CCHCR1,0.0,0.0,0.0,1.0,0.0,0.0
CCL11,0.0,0.0,0.0,0.0,0.0,1.0
CCL2,0.0,0.0,0.0,0.0,0.0,1.0
CCL20,1.0,0.0,0.0,0.0,0.0,1.0
CCL21,0.0,0.0,0.0,0.0,0.0,1.0
CCL22,1.0,0.0,0.0,0.0,0.0,0.0
CCM2,0.0,1.0,0.0,1.0,0.0,0.0
CCN4,1.0,0.0,0.0,1.0,0.0,0.0
CCND1,0.0,1.0,0.0,1.0,0.0,0.0
CCND2,0.0,1.0,0.0,1.0,0.0,0.0
CCNH,0.0,1.0,0.0,1.0,0.0,0.0
CCNJL,0.0,0.0,0.0,1.0,0.0,0.0
CCNL1,0.0,1.0,1.0,0.0,0.0,0.0
CCR1,0.0,1.0,0.0,0.0,0.0,0.0
CCR2,0.0,0.0,0.0,0.0,0.0,1.0
CCR3,0.0,1.0,0.0,0.0,0.0,1.0
CCR4,1.0,0.0,0.0,0.0,0.0,0.0
CCR5,0.0,0.0,0.0,1.0,0.0,1.0
CCR6,0.0,0.0,0.0,0.0,0.0,1.0
CCR7,1.0,0.0,0.0,0.0,0.0,0.0
CCR8,0.0,0.0,0.0,1.0,0.0,0.0
CCRL2,0.0,1.0,1.0,1.0,0.0,1.0
CCSER1,0.0,0.0,0.0,1.0,0.0,0.0
CCT6A,0.0,1.0,1.0,0.0,0.0,0.0
CCT7,0.0,1.0,0.0,0.0,0.0,0.0
CD101,0.0,0.0,0.0,1.0,0.0,0.0
CD109,0.0,1.0,1.0,0.0,0.0,0.0
CD2,0.0,0.0,0.0,0.0,0.0,1.0
CD200R1,1.0,0.0,0.0,0.0,0.0,0.0
CD226,0.0,0.0,0.0,1.0,0.0,1.0
CD244,0.0,0.0,0.0,0.0,0.0,1.0
CD247,1.0,0.0,0.0,0.0,0.0,0.0
CD28,1.0,0.0,0.0,0.0,0.0,1.0
CD302,0.0,0.0,0.0,1.0,0.0,0.0
CD36,0.0,1.0,1.0,0.0,0.0,0.0
CD40,0.0,1.0,0.0,0.0,0.0,1.0
CD44,0.0,1.0,0.0,1.0,0.0,0.0
CD52,1.0,0.0,0.0,0.0,0.0,0.0
CD6,0.0,0.0,0.0,0.0,0.0,1.0
CD69,0.0,0.0,0.0,1.0,0.0,0.0
CD70,1.0,0.0,0.0,0.0,0.0,0.0
CD80,1.0,0.0,0.0,0.0,0.0,0.0
CD83,0.0,0.0,0.0,0.0,0.0,1.0
CD93,0.0,1.0,0.0,0.0,0.0,0.0
CDC123,0.0,1.0,1.0,1.0,0.0,0.0
CDC14C,0.0,0.0,0.0,1.0,0.0,0.0
CDC16,0.0,1.0,0.0,0.0,0.0,0.0
CDC25A,0.0,1.0,1.0,0.0,0.0,0.0
CDC27,0.0,1.0,0.0,0.0,0.0,0.0
CDC37,0.0,0.0,0.0,0.0,0.0,1.0
CDC42,0.0,1.0,0.0,0.0,0.0,0.0
CDC42EP3,0.0,0.0,0.0,0.0,0.0,1.0
CDC7,0.0,0.0,0.0,1.0,0.0,0.0
CDCA7L,0.0,1.0,0.0,0.0,0.0,0.0
CDH13,0.0,1.0,1.0,0.0,0.0,0.0
CDH17,1.0,1.0,0.0,0.0,0.0,0.0
CDH2,0.0,1.0,0.0,0.0,0.0,0.0
CDH7,0.0,0.0,0.0,1.0,0.0,0.0
CDHR3,1.0,0.0,0.0,0.0,0.0,0.0
CDIN1,0.0,1.0,0.0,1.0,0.0,0.0
CDK13,0.0,1.0,0.0,0.0,0.0,0.0
CDK2AP1,0.0,0.0,0.0,1.0,0.0,0.0
CDK5RAP2,0.0,1.0,0.0,0.0,0.0,1.0
CDK6,0.0,1.0,0.0,0.0,0.0,1.0
CDK7,0.0,1.0,0.0,0.0,0.0,0.0
CDK8,0.0,1.0,0.0,0.0,0.0,0.0
CDKAL1,0.0,1.0,0.0,1.0,0.0,1.0
CDKL2,0.0,0.0,0.0,1.0,0.0,0.0
CDKN1A,0.0,1.0,0.0,0.0,0.0,0.0
CDKN1B,0.0,1.0,0.0,1.0,0.0,0.0
CDKN1C,0.0,1.0,0.0,1.0,0.0,0.0
CDKN2A,0.0,1.0,1.0,1.0,1.0,0.0
CDKN2B,0.0,1.0,1.0,1.0,1.0,0.0
CDKN2C,0.0,1.0,0.0,1.0,0.0,0.0
CDSN,1.0,0.0,0.0,0.0,0.0,0.0
CEBPB,0.0,1.0,0.0,1.0,0.0,0.0
CEBPE,0.0,0.0,0.0,0.0,1.0,0.0
CEBPG,0.0,0.0,0.0,1.0,0.0,0.0
CEBPZ,0.0,1.0,0.0,0.0,0.0,0.0
CEL,0.0,0.0,0.0,1.0,0.0,0.0
CELA2A,0.0,1.0,1.0,0.0,0.0,0.0
CELA3A,0.0,1.0,0.0,0.0,0.0,0.0
CELA3B,0.0,1.0,0.0,1.0,0.0,0.0
CELF2,0.0,0.0,0.0,1.0,0.0,1.0
CELF4,0.0,1.0,0.0,0.0,0.0,0.0
CELSR1,0.0,1.0,0.0,0.0,0.0,0.0
CELSR2,0.0,1.0,1.0,1.0,0.0,0.0
CELSR3,0.0,1.0,0.0,0.0,0.0,0.0
CEMIP,0.0,1.0,0.0,0.0,0.0,0.0
CENPP,0.0,1.0,0.0,0.0,0.0,0.0
CENPU,0.0,1.0,0.0,1.0,0.0,0.0
CENPV,0.0,1.0,0.0,0.0,0.0,0.0
CENPW,0.0,1.0,1.0,1.0,0.0,0.0
CEP120,0.0,1.0,0.0,1.0,0.0,0.0
CEP128,0.0,0.0,0.0,1.0,0.0,0.0
CEP152,0.0,0.0,0.0,1.0,0.0,0.0
CEP170,0.0,1.0,0.0,0.0,0.0,0.0
CEP170B,0.0,1.0,0.0,0.0,0.0,0.0
CEP43,0.0,0.0,0.0,0.0,0.0,1.0
CEP57,1.0,0.0,0.0,1.0,0.0,1.0
CEP57L1,1.0,0.0,0.0,0.0,0.0,0.0
CEP68,0.0,1.0,0.0,1.0,0.0,0.0
CEP72,0.0,1.0,0.0,0.0,0.0,0.0
CEP78,0.0,0.0,0.0,1.0,0.0,0.0
CEP85L,0.0,1.0,0.0,0.0,0.0,0.0
CEP95,1.0,0.0,0.0,0.0,0.0,0.0
CER1,0.0,1.0,0.0,0.0,0.0,0.0
CERKL,0.0,0.0,0.0,1.0,0.0,0.0
CERS1,0.0,1.0,0.0,0.0,0.0,0.0
CERS5,0.0,1.0,0.0,0.0,0.0,0.0
CERS6,0.0,0.0,0.0,1.0,0.0,0.0
CERT1,0.0,1.0,1.0,1.0,0.0,0.0
CETP,0.0,1.0,1.0,1.0,0.0,0.0
CFAP161,0.0,1.0,1.0,0.0,0.0,0.0
CFAP20DC,0.0,0.0,0.0,0.0,0.0,1.0
CFAP44,0.0,0.0,0.0,1.0,0.0,0.0
CFAP45,0.0,1.0,0.0,0.0,0.0,0.0
CFAP52,0.0,1.0,0.0,0.0,0.0,0.0
CFAP53,0.0,1.0,0.0,0.0,0.0,0.0
CFAP58,0.0,1.0,0.0,0.0,0.0,0.0
CFAP68,0.0,1.0,0.0,0.0,0.0,0.0
CFAP69,0.0,0.0,0.0,1.0,0.0,0.0
CFB,0.0,1.0,1.0,1.0,0.0,1.0
CFDP1,0.0,1.0,1.0,0.0,0.0,0.0
CFH,0.0,1.0,0.0,0.0,0.0,0.0
CFHR3,0.0,1.0,0.0,0.0,0.0,0.0
CFL1,1.0,0.0,0.0,0.0,0.0,0.0
CFL2,0.0,1.0,0.0,0.0,0.0,0.0
CFLAR,0.0,0.0,0.0,0.0,1.0,1.0
CFTR,0.0,1.0,1.0,0.0,0.0,0.0
CGGBP1,0.0,0.0,0.0,1.0,0.0,0.0
CGNL1,0.0,1.0,0.0,0.0,0.0,0.0
CH25H,0.0,1.0,0.0,0.0,0.0,0.0
CHAF1A,1.0,0.0,0.0,0.0,0.0,0.0
CHD1L,0.0,0.0,0.0,1.0,0.0,0.0
CHD2,0.0,0.0,0.0,0.0,1.0,0.0
CHD3,0.0,1.0,0.0,0.0,0.0,0.0
CHD4,0.0,1.0,0.0,1.0,0.0,0.0
CHD7,0.0,1.0,0.0,0.0,0.0,0.0
CHDH,0.0,1.0,0.0,0.0,0.0,0.0
CHEK2,0.0,1.0,0.0,0.0,0.0,0.0
CHGA,0.0,1.0,0.0,0.0,0.0,0.0
CHI3L1,1.0,0.0,0.0,0.0,0.0,0.0
CHM,0.0,1.0,0.0,0.0,0.0,0.0
CHMP1A,0.0,1.0,0.0,0.0,0.0,0.0
CHMP2B,0.0,1.0,0.0,0.0,0.0,0.0
CHMP3,0.0,1.0,0.0,1.0,0.0,0.0
CHMP4B,0.0,0.0,0.0,1.0,0.0,0.0
CHP1,1.0,1.0,0.0,0.0,0.0,0.0
CHRM2,0.0,1.0,0.0,0.0,0.0,0.0
CHRNA3,0.0,1.0,0.0,0.0,0.0,0.0
CHRNA4,0.0,1.0,1.0,0.0,0.0,0.0
CHRNA5,0.0,1.0,0.0,0.0,0.0,0.0
CHRNA9,0.0,0.0,0.0,1.0,0.0,0.0
CHRNB4,0.0,1.0,1.0,0.0,0.0,0.0
CHRNG,0.0,0.0,0.0,0.0,0.0,1.0
CHST1,0.0,0.0,0.0,1.0,0.0,0.0
CHST14,0.0,1.0,0.0,0.0,0.0,0.0
CHST9,0.0,0.0,0.0,1.0,0.0,0.0
CHUK,0.0,0.0,0.0,1.0,0.0,0.0
CIB4,0.0,1.0,0.0,0.0,0.0,0.0
CIITA,0.0,0.0,0.0,0.0,0.0,1.0
CIMAP1B,0.0,0.0,0.0,0.0,1.0,0.0
CISD2,0.0,1.0,0.0,1.0,0.0,0.0
CITED2,0.0,1.0,0.0,1.0,0.0,0.0
CKAP5,0.0,1.0,0.0,0.0,0.0,0.0
CKB,0.0,1.0,0.0,1.0,0.0,0.0
CKS1B,0.0,1.0,0.0,0.0,0.0,0.0
CLASP1,0.0,1.0,0.0,0.0,0.0,0.0
CLCA2,0.0,1.0,0.0,1.0,0.0,0.0
CLCN1,0.0,1.0,0.0,0.0,0.0,0.0
CLCN6,0.0,1.0,1.0,0.0,0.0,0.0
CLCNKA,0.0,1.0,0.0,0.0,0.0,0.0
CLDN4,1.0,0.0,0.0,0.0,0.0,0.0
CLDN7,0.0,1.0,0.0,0.0,0.0,0.0
CLEC14A,0.0,0.0,0.0,1.0,0.0,0.0
CLEC16A,1.0,1.0,0.0,1.0,0.0,0.0
CLEC18A,0.0,1.0,0.0,0.0,0.0,0.0
CLEC2D,0.0,0.0,0.0,1.0,0.0,0.0
CLIC2,0.0,1.0,0.0,0.0,0.0,0.0
CLIC4,0.0,1.0,0.0,0.0,0.0,0.0
CLIC6,1.0,1.0,0.0,0.0,0.0,0.0
CLINT1,0.0,1.0,0.0,1.0,0.0,0.0
CLK2,0.0,1.0,0.0,0.0,0.0,0.0
CLMP,0.0,1.0,1.0,1.0,0.0,0.0
CLN3,0.0,0.0,0.0,1.0,0.0,1.0
CLNK,0.0,0.0,0.0,1.0,0.0,1.0
CLOCK,0.0,1.0,1.0,0.0,0.0,0.0
CLTC,0.0,1.0,0.0,0.0,0.0,0.0
CLUAP1,0.0,1.0,0.0,0.0,0.0,0.0
CLXN,0.0,0.0,0.0,1.0,0.0,0.0
CMIP,0.0,1.0,0.0,1.0,0.0,0.0
CMKLR1,0.0,0.0,0.0,1.0,0.0,0.0
CNNM2,0.0,1.0,1.0,0.0,0.0,0.0
CNOT3,0.0,1.0,0.0,0.0,0.0,0.0
CNOT7,1.0,0.0,0.0,0.0,0.0,0.0
CNTN2,0.0,0.0,0.0,1.0,0.0,0.0
CNTNAP2,0.0,1.0,0.0,1.0,0.0,0.0
COA5,0.0,1.0,0.0,0.0,0.0,0.0
COA6,0.0,1.0,0.0,0.0,0.0,0.0
COBLL1,0.0,1.0,0.0,1.0,0.0,0.0
COG1,0.0,1.0,0.0,0.0,0.0,0.0
COG5,0.0,1.0,1.0,0.0,0.0,0.0
COG6,1.0,0.0,0.0,0.0,0.0,1.0
COL11A2,1.0,1.0,0.0,0.0,0.0,0.0
COL13A1,0.0,0.0,0.0,1.0,0.0,0.0
COL15A1,1.0,0.0,0.0,0.0,0.0,0.0
COL16A1,1.0,0.0,0.0,0.0,0.0,0.0
COL1A1,0.0,1.0,0.0,0.0,0.0,0.0
COL1A2,0.0,1.0,0.0,0.0,0.0,0.0
COL26A1,0.0,0.0,0.0,0.0,0.0,1.0
COL27A1,0.0,0.0,0.0,1.0,0.0,0.0
COL2A1,0.0,1.0,0.0,0.0,0.0,0.0
COL3A1,0.0,1.0,0.0,0.0,0.0,0.0
COL4A1,0.0,1.0,1.0,0.0,0.0,0.0
COL4A2,0.0,1.0,1.0,0.0,0.0,0.0
COL4A3,0.0,1.0,0.0,0.0,0.0,0.0
COL4A4,0.0,1.0,0.0,0.0,0.0,0.0
COL4A5,0.0,1.0,0.0,0.0,0.0,0.0
COL5A1,0.0,1.0,0.0,0.0,0.0,0.0
COL5A2,0.0,1.0,0.0,0.0,0.0,0.0
COL6A1,0.0,1.0,0.0,0.0,0.0,0.0
COL6A2,0.0,1.0,0.0,0.0,0.0,0.0
COL6A3,0.0,1.0,1.0,0.0,0.0,0.0
COLEC10,1.0,0.0,0.0,1.0,0.0,0.0
COLGALT1,0.0,1.0,0.0,0.0,0.0,0.0
COLGALT2,0.0,0.0,0.0,1.0,0.0,0.0
COMT,0.0,1.0,0.0,0.0,0.0,0.0
COPRS,0.0,1.0,1.0,0.0,0.0,0.0
COPZ2,0.0,0.0,0.0,1.0,0.0,0.0
COQ9,0.0,1.0,0.0,0.0,0.0,0.0
CORIN,0.0,1.0,0.0,0.0,0.0,0.0
CORO1C,0.0,1.0,1.0,0.0,0.0,0.0
CORO6,0.0,1.0,1.0,0.0,0.0,0.0
COX14,0.0,1.0,0.0,0.0,0.0,0.0
COX15,0.0,1.0,0.0,0.0,0.0,0.0
COX16,0.0,1.0,0.0,0.0,0.0,0.0
CPA4,0.0,0.0,0.0,0.0,0.0,1.0
CPA5,0.0,0.0,0.0,0.0,0.0,1.0
CPE,0.0,0.0,0.0,1.0,0.0,0.0
CPEB2,0.0,1.0,0.0,1.0,0.0,0.0
CPEB3,0.0,0.0,0.0,1.0,0.0,0.0
CPEB4,0.0,1.0,0.0,0.0,0.0,1.0
CPNE1,0.0,1.0,0.0,0.0,0.0,0.0
CPNE4,0.0,0.0,0.0,1.0,0.0,0.0
CPNE8,0.0,1.0,0.0,0.0,0.0,0.0
CPS1,0.0,1.0,0.0,0.0,0.0,0.0
CPT1C,0.0,0.0,0.0,1.0,0.0,0.0
CRB2,0.0,0.0,0.0,0.0,0.0,1.0
CRCT1,1.0,0.0,0.0,0.0,0.0,0.0
CREB1,0.0,1.0,0.0,0.0,0.0,0.0
CREB3L1,0.0,1.0,0.0,0.0,0.0,0.0
CREB5,0.0,1.0,0.0,0.0,0.0,0.0
CREBBP,0.0,1.0,0.0,0.0,0.0,0.0
CRELD1,0.0,1.0,0.0,0.0,0.0,0.0
CREM,0.0,0.0,0.0,0.0,0.0,1.0
CRHR2,0.0,0.0,0.0,1.0,0.0,0.0
CRIP1,0.0,0.0,0.0,1.0,0.0,0.0
CRIP2,0.0,0.0,0.0,1.0,0.0,0.0
CRIP3,0.0,1.0,0.0,0.0,0.0,0.0
CRISPLD2,0.0,1.0,0.0,0.0,0.0,0.0
CRNN,1.0,0.0,0.0,0.0,0.0,0.0
CRP,1.0,0.0,0.0,0.0,0.0,0.0
CRTC1,0.0,0.0,0.0,1.0,0.0,0.0
CRY2,0.0,0.0,0.0,1.0,0.0,0.0
CRYAA,0.0,1.0,0.0,0.0,0.0,0.0
CRYAB,0.0,1.0,0.0,0.0,0.0,0.0
CRYBA1,0.0,0.0,0.0,1.0,0.0,0.0
CRYBA2,0.0,0.0,0.0,1.0,0.0,0.0
CSAD,0.0,0.0,0.0,1.0,0.0,0.0
CSDC2,1.0,0.0,0.0,0.0,0.0,0.0
CSF2,0.0,1.0,0.0,0.0,0.0,0.0
CSF2RA,1.0,0.0,0.0,0.0,0.0,0.0
CSF3,1.0,0.0,0.0,0.0,0.0,0.0
CSGALNACT1,0.0,1.0,0.0,0.0,0.0,0.0
CSK,0.0,1.0,1.0,0.0,0.0,0.0
CSMD1,1.0,0.0,0.0,0.0,0.0,0.0
CSNK1E,0.0,1.0,0.0,0.0,0.0,0.0
CSRP3,0.0,1.0,0.0,0.0,0.0,0.0
CST3,0.0,1.0,1.0,0.0,0.0,0.0
CSTA,1.0,0.0,0.0,0.0,0.0,0.0
CTAGE1,0.0,1.0,1.0,0.0,0.0,0.0
CTBP1,0.0,0.0,0.0,1.0,0.0,0.0
CTBP2,0.0,1.0,0.0,0.0,0.0,0.0
CTDNEP1,0.0,1.0,0.0,0.0,0.0,0.0
CTF1,0.0,1.0,0.0,0.0,0.0,0.0
CTIF,0.0,0.0,0.0,0.0,0.0,1.0
CTLA4,0.0,0.0,0.0,1.0,0.0,1.0
CTNNA1,0.0,1.0,0.0,0.0,0.0,0.0
CTNNA3,0.0,1.0,0.0,0.0,0.0,0.0
CTNNB1,0.0,1.0,0.0,0.0,0.0,0.0
CTNND1,0.0,1.0,0.0,0.0,0.0,0.0
CTRB1,0.0,0.0,0.0,1.0,0.0,0.0
CTRB2,0.0,0.0,0.0,1.0,0.0,0.0
CTSH,0.0,0.0,0.0,1.0,0.0,0.0
CTSS,0.0,1.0,1.0,0.0,0.0,0.0
CTSW,0.0,0.0,0.0,0.0,0.0,1.0
CTTNBP2,0.0,0.0,0.0,1.0,0.0,0.0
CTXND1,0.0,1.0,0.0,0.0,0.0,0.0
CUBN,0.0,1.0,0.0,0.0,0.0,0.0
CUL1,0.0,0.0,0.0,1.0,0.0,0.0
CUL2,0.0,0.0,0.0,0.0,0.0,1.0
CUL4A,0.0,1.0,0.0,0.0,0.0,0.0
CUL5,0.0,0.0,0.0,0.0,0.0,1.0
CUL9,0.0,1.0,0.0,0.0,0.0,0.0
CUTC,0.0,1.0,0.0,0.0,0.0,0.0
CUX2,0.0,1.0,1.0,1.0,0.0,0.0
CWF19L1,0.0,0.0,0.0,1.0,0.0,0.0
CWF19L2,0.0,1.0,0.0,0.0,0.0,0.0
CWH43,0.0,0.0,0.0,1.0,0.0,0.0
CX3CR1,0.0,1.0,1.0,1.0,0.0,0.0
CXADR,0.0,1.0,0.0,0.0,0.0,0.0
CXCL12,0.0,1.0,1.0,0.0,0.0,0.0
CXCR2,0.0,0.0,0.0,0.0,0.0,1.0
CXCR5,1.0,0.0,0.0,0.0,0.0,0.0
CYB561,0.0,1.0,0.0,0.0,0.0,0.0
CYB5D1,0.0,1.0,0.0,0.0,0.0,0.0
CYB5D2,0.0,1.0,0.0,1.0,0.0,0.0
CYBRD1,1.0,0.0,0.0,0.0,0.0,0.0
CYFIP1,0.0,1.0,0.0,0.0,0.0,0.0
CYFIP2,1.0,0.0,0.0,0.0,0.0,0.0
CYLC2,0.0,1.0,0.0,0.0,0.0,0.0
CYLD,1.0,0.0,0.0,0.0,0.0,1.0
CYP11B1,0.0,1.0,0.0,0.0,0.0,0.0
CYP11B2,0.0,1.0,0.0,0.0,0.0,0.0
CYP1A2,0.0,1.0,0.0,0.0,0.0,0.0
CYP26A1,0.0,1.0,0.0,0.0,0.0,0.0
CYP26B1,1.0,0.0,0.0,0.0,0.0,0.0
CYP2A6,0.0,1.0,0.0,0.0,0.0,0.0
CYP2A7,0.0,1.0,0.0,0.0,0.0,0.0
CYP2C9,0.0,1.0,0.0,0.0,0.0,0.0
CYP46A1,0.0,1.0,1.0,0.0,0.0,0.0
CYP4F2,0.0,1.0,0.0,0.0,0.0,0.0
CYP4V2,0.0,1.0,0.0,0.0,0.0,0.0
CYP51A1,0.0,1.0,0.0,0.0,0.0,0.0
CYRIA,0.0,0.0,0.0,1.0,0.0,0.0
CYRIB,0.0,0.0,0.0,0.0,0.0,1.0
CYTH1,0.0,1.0,0.0,1.0,0.0,0.0
CYTIP,0.0,0.0,0.0,1.0,0.0,0.0
CYYR1,0.0,1.0,0.0,0.0,0.0,0.0
D2HGDH,1.0,0.0,0.0,0.0,0.0,0.0
DAB2IP,0.0,1.0,1.0,0.0,0.0,0.0
DACT1,0.0,1.0,0.0,0.0,0.0,0.0
DAGLB,0.0,1.0,1.0,0.0,0.0,0.0
DAP,0.0,0.0,0.0,0.0,0.0,1.0
DARS2,0.0,1.0,0.0,0.0,0.0,0.0
DAW1,1.0,0.0,0.0,0.0,0.0,0.0
DBH,0.0,1.0,0.0,0.0,0.0,0.0
DBX1,0.0,1.0,0.0,0.0,0.0,0.0
DCAF12,0.0,0.0,0.0,1.0,0.0,0.0
DCAF16,0.0,1.0,0.0,1.0,0.0,0.0
DCAF5,0.0,0.0,0.0,1.0,0.0,0.0
DCAF7,0.0,0.0,0.0,1.0,0.0,0.0
DCAKD,0.0,1.0,0.0,0.0,0.0,0.0
DCBLD1,0.0,1.0,0.0,1.0,0.0,0.0
DCDC1,0.0,1.0,0.0,0.0,0.0,0.0
DCHS1,0.0,1.0,0.0,0.0,0.0,0.0
DCLK2,0.0,1.0,1.0,0.0,0.0,0.0
DCLK3,0.0,0.0,0.0,1.0,0.0,0.0
DCLRE1A,0.0,1.0,0.0,0.0,0.0,0.0
DCLRE1B,0.0,1.0,1.0,1.0,0.0,1.0
DCP1A,0.0,1.0,0.0,0.0,0.0,0.0
DCP2,0.0,1.0,0.0,0.0,0.0,0.0
DCTD,0.0,0.0,0.0,1.0,0.0,1.0
DCUN1D4,0.0,0.0,0.0,1.0,0.0,0.0
DCUN1D5,1.0,1.0,0.0,0.0,0.0,0.0
DDB1,0.0,1.0,0.0,0.0,0.0,0.0
DDC,0.0,0.0,0.0,1.0,1.0,0.0
DDHD2,0.0,1.0,0.0,0.0,0.0,0.0
DDI1,0.0,1.0,1.0,1.0,0.0,0.0
DDI2,0.0,0.0,0.0,1.0,0.0,0.0
DDR1,0.0,0.0,0.0,0.0,0.0,1.0
DDX20,0.0,0.0,0.0,1.0,0.0,0.0
DDX23,0.0,1.0,0.0,0.0,0.0,0.0
DDX39B,0.0,1.0,0.0,0.0,0.0,0.0
DDX4,0.0,0.0,0.0,1.0,0.0,0.0
DDX5,1.0,0.0,0.0,0.0,0.0,0.0
DDX59,0.0,1.0,1.0,0.0,0.0,0.0
DDX6,1.0,0.0,0.0,0.0,0.0,1.0
DEF6,1.0,0.0,0.0,0.0,0.0,0.0
