"","CellType","annotLevel","p","fold_change","sd_from_mean","q","MajorCellType","testList"
"Exc_L6_THEMIS_LINC003431","Exc_L6_THEMIS_LINC00343",2,0.2793625,1.02040231136454,0.561780811715961,0.325470873786408,"Exc","0.4 threshold"
"Exc_L3_5_THEMIS_UBE2F1","Exc_L3_5_THEMIS_UBE2F",2,0.2928875,1.01771128900185,0.264813758163644,0.337947115384615,"Exc","0.4 threshold"
"Exc_L3_5_FEZF2_DCN1","Exc_L3_5_FEZF2_DCN",2,0.2998875,1.04698245316112,0.406697862682912,0.342728571428571,"Exc","0.4 threshold"
"Inh_L1_3_PAX6_NABP11","Inh_L1_3_PAX6_NABP1",2,0.3039125,1.02844997056639,0.377410229471529,0.344051886792453,"Inh","0.4 threshold"
"Inh_L1_6_VIP_RCN11","Inh_L1_6_VIP_RCN1",2,0.3107625,1.02615096836343,0.316887074533951,0.348518691588785,"Inh","0.4 threshold"
"Exc_L5_FEZF2_MORN21","Exc_L5_FEZF2_MORN2",2,0.3372375,1.01439640042723,0.16246526815373,0.374708333333333,"Exc","0.4 threshold"
"Exc_L5_6_THEMIS_TMEM2331","Exc_L5_6_THEMIS_TMEM233",2,0.3409125,1.01564765570226,0.367618197936786,0.375316513761468,"Exc","0.4 threshold"
"Inh_L4_5_PVALB_TRIM671","Inh_L4_5_PVALB_TRIM67",2,0.3732625,1.01045869853643,0.127821192536043,0.407195454545455,"Inh","0.4 threshold"
"Inh_L1_ADARB2_DISP21","Inh_L1_ADARB2_DISP2",2,0.3964625,1.01364440599112,0.1329544507259,0.428608108108108,"Inh","0.4 threshold"
"Exc_L5_6_THEMIS_OR1J11","Exc_L5_6_THEMIS_OR1J1",2,0.4761375,0.973312302703433,-0.246944935701314,0.510147321428571,"Exc","0.4 threshold"
"Exc_L3_5_LINC00507_SLN1","Exc_L3_5_LINC00507_SLN",2,0.4977375,0.981310077989505,-0.195826427686386,0.528570796460177,"Exc","0.4 threshold"
"Exc_L5_6_THEMIS_GPR211","Exc_L5_6_THEMIS_GPR21",2,0.5327125,0.993727832463426,-0.128303496199792,0.56075,"Exc","0.4 threshold"
"Exc_L5_FEZF2_SCN7A1","Exc_L5_FEZF2_SCN7A",2,0.5420625,0.966535991939348,-0.319592329724821,0.565630434782609,"Exc","0.4 threshold"
"Inh_L2_4_SST_AHR1","Inh_L2_4_SST_AHR",2,0.5524875,0.979827056075051,-0.274034090584504,0.571538793103448,"Inh","0.4 threshold"
"Inh_L3_4_PVALB_HOMER31","Inh_L3_4_PVALB_HOMER3",2,0.5881625,0.986139115135462,-0.278759602010147,0.60324358974359,"Inh","0.4 threshold"
"Inh_L1_2_VIP_RPL41P31","Inh_L1_2_VIP_RPL41P3",2,0.604725,0.96241685264092,-0.420747883767225,0.614974576271186,"Inh","0.4 threshold"
"Exc_L3_LINC00507_PSRC11","Exc_L3_LINC00507_PSRC1",2,0.6597125,0.976049098640174,-0.449820576355039,0.665256302521008,"Exc","0.4 threshold"
"Exc_L4_6_RORB_HPCA1","Exc_L4_6_RORB_HPCA",2,0.904925,0.939706048400013,-1.22018406943856,0.904925,"Exc","0.4 threshold"
"Micro_L1_6_C1QC2","Micro_L1_6_C1QC",2,0,3.03277713980335,11.6776318721561,0,"Micro","0.55 threshold"
"Endo_L2_5_CLDN52","Endo_L2_5_CLDN5",2,0,2.83203722047098,10.3943601000356,0,"Endo","0.55 threshold"
"Peri_L1_6_MUSTN12","Peri_L1_6_MUSTN1",2,0,2.16194164572034,6.31257742881648,0,"Peri","0.55 threshold"
"VLMC_L1_3_CYP1B12","VLMC_L1_3_CYP1B1",2,0,2.04376702806222,5.52302577103941,0,"VLMC","0.55 threshold"
"Astro_L1_FGFR3_MT1G2","Astro_L1_FGFR3_MT1G",2,0,1.65972678530303,5.31765377487207,0,"Astro","0.55 threshold"
"Inh_L1_4_LAMP5_DUSP42","Inh_L1_4_LAMP5_DUSP4",2,8.75e-05,1.26679777483579,4.69200403405592,0.00175,"Inh","0.55 threshold"
"Astro_L1_FGFR3_FOS2","Astro_L1_FGFR3_FOS",2,0.00025,1.56708665150793,4.18538944665161,0.00428571428571429,"Astro","0.55 threshold"
"Astro_L1_6_FGFR3_ETNPPL2","Astro_L1_6_FGFR3_ETNPPL",2,3e-04,1.44079210052332,4.05559054021519,0.0045,"Astro","0.55 threshold"
"Exc_L6_FEZF2_SLITRK62","Exc_L6_FEZF2_SLITRK6",2,0.0005875,1.50817686024664,5.30909808818647,0.00783333333333333,"Exc","0.55 threshold"
"Inh_L3_VIP_CBLN12","Inh_L3_VIP_CBLN1",2,0.0009625,1.44610265100725,5.19842179278361,0.0111818181818182,"Inh","0.55 threshold"
"OPC_L1_6_MYT12","OPC_L1_6_MYT1",2,0.001025,1.55899667041939,4.02012166233632,0.0111818181818182,"OPC","0.55 threshold"
"Inh_L1_ADARB2_ADAM332","Inh_L1_ADARB2_ADAM33",2,0.0013625,1.25706209082722,3.85045461674825,0.013625,"Inh","0.55 threshold"
"Inh_L1_PAX6_CA42","Inh_L1_PAX6_CA4",2,0.002575,1.1960373848139,3.22373581063718,0.0237692307692308,"Inh","0.55 threshold"
"Exc_L5_6_THEMIS_IL7R2","Exc_L5_6_THEMIS_IL7R",2,0.0033125,1.34253170906009,4.12106004428421,0.0283928571428571,"Exc","0.55 threshold"
"Inh_L2_5_VIP_TOX22","Inh_L2_5_VIP_TOX2",2,0.004175,1.19394583750543,3.11971195414425,0.0327352941176471,"Inh","0.55 threshold"
"Exc_L4_RORB_CACNG52","Exc_L4_RORB_CACNG5",2,0.00445,1.3103499798519,3.56069074610042,0.0327352941176471,"Exc","0.55 threshold"
"Inh_L5_6_LAMP5_SFTA32","Inh_L5_6_LAMP5_SFTA3",2,0.0046375,1.23820035384638,3.38350216098824,0.0327352941176471,"Inh","0.55 threshold"
"Inh_L1_6_VIP_RGS162","Inh_L1_6_VIP_RGS16",2,0.0054125,1.21158036673191,3.12613753521252,0.0360833333333333,"Inh","0.55 threshold"
"Exc_L3_5_RORB_CMAHP2","Exc_L3_5_RORB_CMAHP",2,0.0064125,1.17574874091557,2.91959539037316,0.0391428571428571,"Exc","0.55 threshold"
"Inh_L1_4_VIP_CHRNA22","Inh_L1_4_VIP_CHRNA2",2,0.0066,1.35100304138628,3.52170199890984,0.0391428571428571,"Inh","0.55 threshold"
"Exc_L3_4_RORB_FOLH1B2","Exc_L3_4_RORB_FOLH1B",2,0.00685,1.15351609683353,2.91388280973707,0.0391428571428571,"Exc","0.55 threshold"
"Exc_L5_6_THEMIS_THTPA2","Exc_L5_6_THEMIS_THTPA",2,0.0076125,1.32220948812129,3.24518350735481,0.0415227272727273,"Exc","0.55 threshold"
"Inh_L4_6_SST_MTHFD2P62","Inh_L4_6_SST_MTHFD2P6",2,0.0103625,1.13521376098398,2.59372233654973,0.0540652173913043,"Inh","0.55 threshold"
"Inh_L1_6_LAMP5_CA132","Inh_L1_6_LAMP5_CA13",2,0.0112125,1.18149326838396,2.7218471310347,0.0560625,"Inh","0.55 threshold"
"Exc_L4_RORB_BHLHE222","Exc_L4_RORB_BHLHE22",2,0.0127375,1.16097851994013,2.60592458877209,0.0601071428571429,"Exc","0.55 threshold"
"Exc_L5_6_FEZF2_CYP26B12","Exc_L5_6_FEZF2_CYP26B1",2,0.013275,1.31814604095822,2.91190194649614,0.0601071428571429,"Exc","0.55 threshold"
"Inh_L2_4_VIP_DSEL2","Inh_L2_4_VIP_DSEL",2,0.0136625,1.34166598557842,2.87660481795242,0.0601071428571429,"Inh","0.55 threshold"
"Inh_L2_6_VIP_VIP2","Inh_L2_6_VIP_VIP",2,0.014025,1.21193223829895,2.95346021653981,0.0601071428571429,"Inh","0.55 threshold"
"Inh_L5_6_SST_TH2","Inh_L5_6_SST_TH",2,0.01865,1.32615378317391,2.69304504958662,0.0771724137931035,"Inh","0.55 threshold"
"Exc_L6_FEZF2_P4HA32","Exc_L6_FEZF2_P4HA3",2,0.0196625,1.33488513335874,2.63363054776126,0.07865,"Exc","0.55 threshold"
"Exc_L4_RORB_CCDC1682","Exc_L4_RORB_CCDC168",2,0.021575,1.14091186664116,2.22702754227094,0.0835161290322581,"Exc","0.55 threshold"
"Inh_L1_2_VIP_PPAPDC1A2","Inh_L1_2_VIP_PPAPDC1A",2,0.02375,1.26876465695515,2.46079839955125,0.0890625,"Inh","0.55 threshold"
"Exc_L5_FEZF2_DYRK22","Exc_L5_FEZF2_DYRK2",2,0.02505,1.25102138201662,2.39201271020551,0.0910909090909091,"Exc","0.55 threshold"
"Exc_L5_6_RORB_LINC003202","Exc_L5_6_RORB_LINC00320",2,0.02985,1.12309579283567,2.00134056654071,0.102583333333333,"Exc","0.55 threshold"
"Exc_L3_4_RORB_PRSS122","Exc_L3_4_RORB_PRSS12",2,0.0305625,1.09494070134591,1.98223390732932,0.102583333333333,"Exc","0.55 threshold"
"Inh_L1_6_VIP_PENK2","Inh_L1_6_VIP_PENK",2,0.030775,1.24451391274288,2.24430984122114,0.102583333333333,"Inh","0.55 threshold"
"Inh_L1_VIP_SOX112","Inh_L1_VIP_SOX11",2,0.0348,1.25942598675905,2.14334991238452,0.112864864864865,"Inh","0.55 threshold"
"Inh_L5_6_SST_ISOC12","Inh_L5_6_SST_ISOC1",2,0.0359,1.18059946890158,2.14933288629732,0.113368421052632,"Inh","0.55 threshold"
"Inh_L3_6_VIP_KCTD132","Inh_L3_6_VIP_KCTD13",2,0.038725,1.20490346452295,2.21031293825468,0.11835,"Inh","0.55 threshold"
"Exc_L5_6_FEZF2_MYBPHL2","Exc_L5_6_FEZF2_MYBPHL",2,0.03945,1.16531781927182,2.05735645274212,0.11835,"Exc","0.55 threshold"
"Exc_L5_RORB_LINC012022","Exc_L5_RORB_LINC01202",2,0.0405375,1.13232335313593,2.02991479254557,0.118646341463415,"Exc","0.55 threshold"
"Exc_L4_5_RORB_ASCL12","Exc_L4_5_RORB_ASCL1",2,0.0415875,1.19882316710034,2.00279700946737,0.118821428571429,"Exc","0.55 threshold"
"Exc_L6_FEZF2_ETV42","Exc_L6_FEZF2_ETV4",2,0.044125,1.15085351212607,1.91904322313665,0.122266666666667,"Exc","0.55 threshold"
"Inh_L1_2_PAX6_SCGN2","Inh_L1_2_PAX6_SCGN",2,0.044875,1.28309106153588,2.18422855110001,0.122266666666667,"Inh","0.55 threshold"
"Inh_L1_LAMP5_NDNF2","Inh_L1_LAMP5_NDNF",2,0.04585,1.11900629152322,1.87143693599827,0.122266666666667,"Inh","0.55 threshold"
"Exc_L3_LINC00507_CTXN32","Exc_L3_LINC00507_CTXN3",2,0.0511,1.11199335282564,1.76242517955329,0.133304347826087,"Exc","0.55 threshold"
"Inh_L6_LAMP5_C1QL22","Inh_L6_LAMP5_C1QL2",2,0.054075,1.13602743508665,1.71729076811328,0.138063829787234,"Inh","0.55 threshold"
"Exc_L3_4_RORB_SEMA6D2","Exc_L3_4_RORB_SEMA6D",2,0.06005,1.07662018666885,1.60274704189034,0.14655,"Exc","0.55 threshold"
"Exc_L4_5_RORB_HNRNPA1P462","Exc_L4_5_RORB_HNRNPA1P46",2,0.061025,1.10525275492217,1.68918032608491,0.14655,"Exc","0.55 threshold"
"Inh_L6_SST_NPY2","Inh_L6_SST_NPY",2,0.0610625,1.22231343338426,1.74163506652957,0.14655,"Inh","0.55 threshold"
"Inh_L1_VIP_PRSS82","Inh_L1_VIP_PRSS8",2,0.0678625,1.11932150683726,1.53860673588912,0.159676470588235,"Inh","0.55 threshold"
"Inh_L1_LAMP5_GGT8P2","Inh_L1_LAMP5_GGT8P",2,0.0728125,1.16003674376631,1.58398993951423,0.168028846153846,"Inh","0.55 threshold"
"Exc_L4_5_RORB_LINC014742","Exc_L4_5_RORB_LINC01474",2,0.0836375,1.07231792972736,1.41507010117407,0.180669642857143,"Exc","0.55 threshold"
"Exc_L5_6_THEMIS_GPR212","Exc_L5_6_THEMIS_GPR21",2,0.0837875,1.08343550571158,1.41996590406068,0.180669642857143,"Exc","0.55 threshold"
"Exc_L4_5_RORB_AIM22","Exc_L4_5_RORB_AIM2",2,0.0842,1.1526725661466,1.4354573321647,0.180669642857143,"Exc","0.55 threshold"
"Exc_L3_THEMIS_PLA2G72","Exc_L3_THEMIS_PLA2G7",2,0.0843125,1.16773695143644,1.49084093574035,0.180669642857143,"Exc","0.55 threshold"
"Exc_L5_6_FEZF2_CABP72","Exc_L5_6_FEZF2_CABP7",2,0.090125,1.19125892168147,1.4905848928366,0.186698275862069,"Exc","0.55 threshold"
"Oligo_L4_6_MOBP_COL18A12","Oligo_L4_6_MOBP_COL18A1",2,0.0902375,1.17270898622747,1.38282062517921,0.186698275862069,"Oligo","0.55 threshold"
"Exc_L3_4_RORB_RPS3P62","Exc_L3_4_RORB_RPS3P6",2,0.0945125,1.09830226059563,1.14682429777432,0.192228813559322,"Exc","0.55 threshold"
"Exc_L3_5_THEMIS_ELOF12","Exc_L3_5_THEMIS_ELOF1",2,0.1001875,1.09035850337248,1.27724009991127,0.200375,"Exc","0.55 threshold"
"Inh_L1_3_VIP_GGH2","Inh_L1_3_VIP_GGH",2,0.1065875,1.13027757069567,1.30972816848324,0.206142857142857,"Inh","0.55 threshold"
"Inh_L1_6_PVALB_SCUBE32","Inh_L1_6_PVALB_SCUBE3",2,0.10745,1.11432237778351,1.28062383318121,0.206142857142857,"Inh","0.55 threshold"
"Exc_L3_5_FEZF2_ONECUT12","Exc_L3_5_FEZF2_ONECUT1",2,0.108225,1.14796265751896,1.201622807557,0.206142857142857,"Exc","0.55 threshold"
"Inh_L1_VIP_PCDH202","Inh_L1_VIP_PCDH20",2,0.1117875,1.10913329421617,1.24333808643,0.2096015625,"Inh","0.55 threshold"
"Inh_L3_6_PVALB_MFI22","Inh_L3_6_PVALB_MFI2",2,0.1150875,1.1447603617778,1.22736207296515,0.212469230769231,"Inh","0.55 threshold"
"Exc_L6_THEMIS_C6orf482","Exc_L6_THEMIS_C6orf48",2,0.119,1.13560927528382,1.20965839317183,0.216363636363636,"Exc","0.55 threshold"
"Inh_L6_LHX6_GLP1R2","Inh_L6_LHX6_GLP1R",2,0.1292625,1.09512879723482,0.996816806301631,0.231514925373134,"Inh","0.55 threshold"
"Exc_L3_5_RORB_CD242","Exc_L3_5_RORB_CD24",2,0.135575,1.10040000900038,1.08008737006035,0.234107142857143,"Exc","0.55 threshold"
"Inh_L1_3_VIP_CCDC1842","Inh_L1_3_VIP_CCDC184",2,0.136275,1.11004187695437,1.05301689132115,0.234107142857143,"Inh","0.55 threshold"
"Exc_L4_5_RORB_LCN152","Exc_L4_5_RORB_LCN15",2,0.1365625,1.05143205717365,1.09352620407698,0.234107142857143,"Exc","0.55 threshold"
"Inh_L1_5_VIP_KCNJ22","Inh_L1_5_VIP_KCNJ2",2,0.1409375,1.09404161875877,0.914948428797081,0.238204225352113,"Inh","0.55 threshold"
"Exc_L5_6_FEZF2_RSAD22","Exc_L5_6_FEZF2_RSAD2",2,0.1456125,1.10272260311562,0.970610223816551,0.2426875,"Exc","0.55 threshold"
"Exc_L6_FEZF2_TBCC2","Exc_L6_FEZF2_TBCC",2,0.152575,1.08829867253963,0.919620365872273,0.243453947368421,"Exc","0.55 threshold"
"Exc_L2_4_RORB_GRIK12","Exc_L2_4_RORB_GRIK1",2,0.153925,1.04339281483994,1.0185247104776,0.243453947368421,"Exc","0.55 threshold"
"Exc_L4_5_RORB_RPL31P312","Exc_L4_5_RORB_RPL31P31",2,0.1540625,1.04577627410474,0.994747597580961,0.243453947368421,"Exc","0.55 threshold"
"Exc_L3_5_THEMIS_UBE2F2","Exc_L3_5_THEMIS_UBE2F",2,0.1541875,1.05642191640158,0.705877704870693,0.243453947368421,"Exc","0.55 threshold"
"Inh_L1_SST_CXCL142","Inh_L1_SST_CXCL14",2,0.16455,1.05770819745421,0.933140491545351,0.256,"Inh","0.55 threshold"
"Inh_L2_4_VIP_LGI22","Inh_L2_4_VIP_LGI2",2,0.1664,1.07884067671131,0.859488448074954,0.256,"Inh","0.55 threshold"
"Inh_L1_3_VIP_SSTR12","Inh_L1_3_VIP_SSTR1",2,0.1777375,1.06251807899099,0.645832571412362,0.268142857142857,"Inh","0.55 threshold"
"Exc_L6_FEZF2_KRT172","Exc_L6_FEZF2_KRT17",2,0.180275,1.05355482604338,0.855252709026405,0.268142857142857,"Exc","0.55 threshold"
"Inh_L1_3_PAX6_NABP12","Inh_L1_3_PAX6_NABP1",2,0.1857125,1.07254652850631,0.78506886712668,0.268142857142857,"Inh","0.55 threshold"
"Inh_L1_PAX6_GRIP22","Inh_L1_PAX6_GRIP2",2,0.185875,1.07700937730633,0.794747873339535,0.268142857142857,"Inh","0.55 threshold"
"Inh_L5_PVALB_CNTNAP3P22","Inh_L5_PVALB_CNTNAP3P2",2,0.1875875,1.04541608357229,0.810090385734977,0.268142857142857,"Inh","0.55 threshold"
"Exc_L6_FEZF2_TBC1D262","Exc_L6_FEZF2_TBC1D26",2,0.1877,1.05826243593419,0.648271458939417,0.268142857142857,"Exc","0.55 threshold"
"Inh_L1_3_VIP_ZNF322P12","Inh_L1_3_VIP_ZNF322P1",2,0.1935375,1.04663613640898,0.78479538774928,0.270792134831461,"Inh","0.55 threshold"
"Exc_L6_FEZF2_VWA22","Exc_L6_FEZF2_VWA2",2,0.196775,1.04939648157177,0.611805535151415,0.270792134831461,"Exc","0.55 threshold"
"Inh_L5_6_PVALB_FAM150B2","Inh_L5_6_PVALB_FAM150B",2,0.19685,1.05821215730937,0.792504238320846,0.270792134831461,"Inh","0.55 threshold"
"Inh_L3_5_SST_MAFB2","Inh_L3_5_SST_MAFB",2,0.1993375,1.04297794765179,0.805382147353208,0.270792134831461,"Inh","0.55 threshold"
"Exc_L6_FEZF2_FAM95C2","Exc_L6_FEZF2_FAM95C",2,0.2008375,1.04097842527632,0.798749889172031,0.270792134831461,"Exc","0.55 threshold"
"Inh_L6_LAMP5_ANKRD20A11P2","Inh_L6_LAMP5_ANKRD20A11P",2,0.2120625,1.08716842946861,0.699788754035506,0.28275,"Inh","0.55 threshold"
"Exc_L5_6_FEZF2_ANKRD20A12","Exc_L5_6_FEZF2_ANKRD20A1",2,0.2173375,1.04248136588518,0.712970460914612,0.286598901098901,"Exc","0.55 threshold"
"Inh_L1_VIP_TNFAIP8L32","Inh_L1_VIP_TNFAIP8L3",2,0.23095,1.05583290750291,0.540827772116651,0.301239130434783,"Inh","0.55 threshold"
"Exc_L2_3_LINC00507_RPL9P172","Exc_L2_3_LINC00507_RPL9P17",2,0.2409125,1.03396305057333,0.653670391300345,0.309510638297872,"Exc","0.55 threshold"
"Exc_L3_5_FEZF2_DCN2","Exc_L3_5_FEZF2_DCN",2,0.24245,1.08477028101025,0.577955705953123,0.309510638297872,"Exc","0.55 threshold"
"Inh_L1_6_VIP_RCN12","Inh_L1_6_VIP_RCN1",2,0.2495125,1.04784557093224,0.468572373847551,0.315173684210526,"Inh","0.55 threshold"
"Inh_L1_2_PVALB_TAC12","Inh_L1_2_PVALB_TAC1",2,0.2568625,1.05211483578442,0.468602388321751,0.315485294117647,"Inh","0.55 threshold"
"Oligo_L4_6_OPALIN2","Oligo_L4_6_OPALIN",2,0.2574,1.08352858117622,0.607503134976863,0.315485294117647,"Oligo","0.55 threshold"
"Exc_L5_6_THEMIS_OR1J12","Exc_L5_6_THEMIS_OR1J1",2,0.2585375,1.02885845665609,0.218182595723964,0.315485294117647,"Exc","0.55 threshold"
"Exc_L3_5_RORB_HSPB32","Exc_L3_5_RORB_HSPB3",2,0.2628,1.03469971891652,0.443383593389744,0.315485294117647,"Exc","0.55 threshold"
"Exc_L6_THEMIS_LINC003432","Exc_L6_THEMIS_LINC00343",2,0.2672375,1.02633341462715,0.587528911479914,0.315485294117647,"Exc","0.55 threshold"
"Exc_L6_THEMIS_EGR32","Exc_L6_THEMIS_EGR3",2,0.2674375,1.0297971335961,0.588486475288931,0.315485294117647,"Exc","0.55 threshold"
"Exc_L6_FEZF2_CPZ2","Exc_L6_FEZF2_CPZ",2,0.2681625,1.03103144106107,0.43255948503259,0.315485294117647,"Exc","0.55 threshold"
"Exc_L5_FEZF2_MORN22","Exc_L5_FEZF2_MORN2",2,0.27835,1.02999723200668,0.268244718678461,0.324291262135922,"Exc","0.55 threshold"
"Exc_L5_RORB_SNHG72","Exc_L5_RORB_SNHG7",2,0.2885625,1.02517700596334,0.528627111638136,0.332956730769231,"Exc","0.55 threshold"
"Exc_L5_6_THEMIS_TMEM2332","Exc_L5_6_THEMIS_TMEM233",2,0.29575,1.02555326219855,0.483895794057816,0.338,"Exc","0.55 threshold"
"Inh_L5_6_SST_KLHL142","Inh_L5_6_SST_KLHL14",2,0.3351125,1.02028784097831,0.185644728923795,0.379372641509434,"Inh","0.55 threshold"
"Inh_L4_5_PVALB_TRIM672","Inh_L4_5_PVALB_TRIM67",2,0.3703625,1.0120973778139,0.122764187676222,0.415359813084112,"Inh","0.55 threshold"
"Exc_L3_RORB_CARTPT2","Exc_L3_RORB_CARTPT",2,0.3933125,1.01097977672852,0.195226054204315,0.437013888888889,"Exc","0.55 threshold"
"Inh_L5_6_PVALB_STON22","Inh_L5_6_PVALB_STON2",2,0.4188375,1.00783153322122,0.13709343924858,0.461105504587156,"Inh","0.55 threshold"
"Inh_L1_3_VIP_ACHE2","Inh_L1_3_VIP_ACHE",2,0.4540875,1.00018177259716,0.00252507588836021,0.495368181818182,"Inh","0.55 threshold"
"Inh_L3_4_PVALB_HOMER32","Inh_L3_4_PVALB_HOMER3",2,0.4831625,0.997407405485021,-0.0414669498631557,0.522337837837838,"Inh","0.55 threshold"
"Inh_L1_3_PVALB_WFDC22","Inh_L1_3_PVALB_WFDC2",2,0.5680625,0.965354874168889,-0.337957125329828,0.608638392857143,"Inh","0.55 threshold"
"Inh_L2_4_SST_AHR2","Inh_L2_4_SST_AHR",2,0.583525,0.969599948276458,-0.334512922412109,0.619672566371681,"Inh","0.55 threshold"
"Exc_L3_5_LINC00507_SLN2","Exc_L3_5_LINC00507_SLN",2,0.6043625,0.953520246258664,-0.399291759723856,0.636171052631579,"Exc","0.55 threshold"
"Inh_L2_4_PVALB_C8orf42","Inh_L2_4_PVALB_C8orf4",2,0.6345625,0.981825948641646,-0.377083406013854,0.662152173913043,"Inh","0.55 threshold"
"Exc_L5_FEZF2_SCN7A2","Exc_L5_FEZF2_SCN7A",2,0.6570375,0.937295803111361,-0.5001206176894,0.679693965517241,"Exc","0.55 threshold"
"Inh_L1_ADARB2_DISP22","Inh_L1_ADARB2_DISP2",2,0.721975,0.920538169371099,-0.64513889444179,0.740487179487179,"Inh","0.55 threshold"
"Exc_L4_6_RORB_HPCA2","Exc_L4_6_RORB_HPCA",2,0.74385,0.960808619562747,-0.672469058986479,0.751449579831933,"Exc","0.55 threshold"
"Inh_L1_2_VIP_RPL41P32","Inh_L1_2_VIP_RPL41P3",2,0.7451875,0.929265277788629,-0.639394910358721,0.751449579831933,"Inh","0.55 threshold"
"Exc_L3_LINC00507_PSRC12","Exc_L3_LINC00507_PSRC1",2,0.8840625,0.928232244057828,-1.16072325455016,0.8840625,"Exc","0.55 threshold"
