"","CellType","annotLevel","p","fold_change","sd_from_mean","q","MajorCellType","testList"
"Astro_L1_FGFR3_MT1G","Astro_L1_FGFR3_MT1G",2,2e-04,2.41823049395229,5.46511325434095,0.018,"Astro","0.7 threshold"
"Endo_L2_5_CLDN5","Endo_L2_5_CLDN5",2,3e-04,2.71899518506593,4.65378800005319,0.018,"Endo","0.7 threshold"
"Astro_L1_6_FGFR3_ETNPPL","Astro_L1_6_FGFR3_ETNPPL",2,0.0006125,2.05047369599886,4.58681187958765,0.0245,"Astro","0.7 threshold"
"Micro_L1_6_C1QC","Micro_L1_6_C1QC",2,0.001,2.49869278745977,4.08149409381788,0.02575,"Micro","0.7 threshold"
"Oligo_L4_6_MOBP_COL18A1","Oligo_L4_6_MOBP_COL18A1",2,0.0011875,2.02373033911017,4.02316521182004,0.02575,"Oligo","0.7 threshold"
"Astro_L1_FGFR3_FOS","Astro_L1_FGFR3_FOS",2,0.0012875,2.17140034927146,4.15541275087525,0.02575,"Astro","0.7 threshold"
"Exc_L6_FEZF2_P4HA3","Exc_L6_FEZF2_P4HA3",2,0.0035375,2.32653155981746,4.7347509827007,0.056625,"Exc","0.7 threshold"
"Inh_L3_VIP_CBLN1","Inh_L3_VIP_CBLN1",2,0.003775,2.00688489327509,5.34353121675586,0.056625,"Inh","0.7 threshold"
"Inh_L2_4_VIP_DSEL","Inh_L2_4_VIP_DSEL",2,0.01015,1.85100753930808,4.00615011573579,0.1236,"Inh","0.7 threshold"
"OPC_L1_6_MYT1","OPC_L1_6_MYT1",2,0.0103,1.93852954349466,3.34456041649514,0.1236,"OPC","0.7 threshold"
"Inh_L1_4_VIP_CHRNA2","Inh_L1_4_VIP_CHRNA2",2,0.0125125,1.67585964067951,3.37176972542919,0.12478125,"Inh","0.7 threshold"
"Peri_L1_6_MUSTN1","Peri_L1_6_MUSTN1",2,0.012825,2.05633114820823,2.75883633640583,0.12478125,"Peri","0.7 threshold"
"Inh_L1_LAMP5_NDNF","Inh_L1_LAMP5_NDNF",2,0.0160125,1.33011167639252,2.66450083828392,0.12478125,"Inh","0.7 threshold"
"Inh_L1_PAX6_CA4","Inh_L1_PAX6_CA4",2,0.0160375,1.32290984180761,2.55912206225011,0.12478125,"Inh","0.7 threshold"
"Oligo_L4_6_OPALIN","Oligo_L4_6_OPALIN",2,0.0166125,1.74914702365658,2.66323694292835,0.12478125,"Oligo","0.7 threshold"
"VLMC_L1_3_CYP1B1","VLMC_L1_3_CYP1B1",2,0.0166375,1.99241709931142,2.56432384651196,0.12478125,"VLMC","0.7 threshold"
"Exc_L5_FEZF2_DYRK2","Exc_L5_FEZF2_DYRK2",2,0.019425,1.50745855223721,2.60144159467079,0.137117647058824,"Exc","0.7 threshold"
"Inh_L5_6_LAMP5_SFTA3","Inh_L5_6_LAMP5_SFTA3",2,0.0210875,1.3759553515593,2.64986123304178,0.140583333333333,"Inh","0.7 threshold"
"Exc_L5_6_THEMIS_THTPA","Exc_L5_6_THEMIS_THTPA",2,0.0254625,1.55452672644422,2.65139197853488,0.151857142857143,"Exc","0.7 threshold"
"Exc_L5_6_THEMIS_IL7R","Exc_L5_6_THEMIS_IL7R",2,0.0263625,1.5336315013499,2.87741933658297,0.151857142857143,"Exc","0.7 threshold"
"Inh_L1_VIP_PRSS8","Inh_L1_VIP_PRSS8",2,0.026575,1.32289999476394,2.17715897507124,0.151857142857143,"Inh","0.7 threshold"
"Inh_L1_6_LAMP5_CA13","Inh_L1_6_LAMP5_CA13",2,0.03195,1.35120248141256,2.41860196059408,0.174272727272727,"Inh","0.7 threshold"
"Inh_L1_ADARB2_ADAM33","Inh_L1_ADARB2_ADAM33",2,0.0343,1.2653631080228,2.05878616701759,0.17895652173913,"Inh","0.7 threshold"
"Inh_L1_4_LAMP5_DUSP4","Inh_L1_4_LAMP5_DUSP4",2,0.039025,1.23381967353755,1.98773777724837,0.195125,"Inh","0.7 threshold"
"Inh_L1_6_VIP_RGS16","Inh_L1_6_VIP_RGS16",2,0.048675,1.25109837848923,1.79520629514767,0.232730769230769,"Inh","0.7 threshold"
"Exc_L5_6_FEZF2_CABP7","Exc_L5_6_FEZF2_CABP7",2,0.050425,1.42169399278049,1.57139946420184,0.232730769230769,"Exc","0.7 threshold"
"Inh_L4_6_SST_MTHFD2P6","Inh_L4_6_SST_MTHFD2P6",2,0.0540375,1.1790201310907,1.69682886584163,0.237696428571429,"Inh","0.7 threshold"
"Exc_L6_FEZF2_ETV4","Exc_L6_FEZF2_ETV4",2,0.0554625,1.23847167356084,1.63347905576648,0.237696428571429,"Exc","0.7 threshold"
"Exc_L5_6_FEZF2_MYBPHL","Exc_L5_6_FEZF2_MYBPHL",2,0.0624125,1.26621333549725,1.64441621308284,0.258258620689655,"Exc","0.7 threshold"
"Exc_L5_6_FEZF2_CYP26B1","Exc_L5_6_FEZF2_CYP26B1",2,0.0652625,1.34000221205584,1.57615031462163,0.26105,"Exc","0.7 threshold"
"Inh_L6_SST_NPY","Inh_L6_SST_NPY",2,0.074625,1.37555559000279,1.50195828509087,0.288870967741935,"Inh","0.7 threshold"
"Exc_L5_6_FEZF2_RSAD2","Exc_L5_6_FEZF2_RSAD2",2,0.0771875,1.26869142525499,1.23872009037685,0.289453125,"Exc","0.7 threshold"
"Exc_L6_THEMIS_C6orf48","Exc_L6_THEMIS_C6orf48",2,0.0832875,1.23936556881708,0.953468381822792,0.301588235294118,"Exc","0.7 threshold"
"Inh_L3_5_SST_MAFB","Inh_L3_5_SST_MAFB",2,0.08545,1.14918890435219,1.38173634179039,0.301588235294118,"Inh","0.7 threshold"
"Inh_L1_LAMP5_GGT8P","Inh_L1_LAMP5_GGT8P",2,0.090125,1.26578623908928,1.25200489782829,0.304,"Inh","0.7 threshold"
"Inh_L3_6_VIP_KCTD13","Inh_L3_6_VIP_KCTD13",2,0.0941,1.1825173434045,1.01520461156074,0.304,"Inh","0.7 threshold"
"Exc_L3_4_RORB_RPS3P6","Exc_L3_4_RORB_RPS3P6",2,0.0942875,1.1750799103333,0.8308559675381,0.304,"Exc","0.7 threshold"
"Inh_L5_6_SST_ISOC1","Inh_L5_6_SST_ISOC1",2,0.097575,1.19903016626066,1.1141312222864,0.304,"Inh","0.7 threshold"
"Inh_L1_VIP_TNFAIP8L3","Inh_L1_VIP_TNFAIP8L3",2,0.0988,1.23262956764126,0.928144062085548,0.304,"Inh","0.7 threshold"
"Inh_L3_6_PVALB_MFI2","Inh_L3_6_PVALB_MFI2",2,0.1031625,1.21398419862299,0.847018132182195,0.3094875,"Inh","0.7 threshold"
"Inh_L5_6_SST_KLHL14","Inh_L5_6_SST_KLHL14",2,0.1150625,1.22805876802942,0.946559786765195,0.336071428571429,"Inh","0.7 threshold"
"Exc_L3_5_FEZF2_ONECUT1","Exc_L3_5_FEZF2_ONECUT1",2,0.117625,1.22376500800951,0.83959386405752,0.336071428571429,"Exc","0.7 threshold"
"Exc_L3_THEMIS_PLA2G7","Exc_L3_THEMIS_PLA2G7",2,0.1305375,1.22584859187443,0.94421211285179,0.364290697674419,"Exc","0.7 threshold"
"Inh_L1_PAX6_GRIP2","Inh_L1_PAX6_GRIP2",2,0.1364875,1.17347842249169,0.854041432001785,0.366717391304348,"Inh","0.7 threshold"
"Inh_L1_3_VIP_GGH","Inh_L1_3_VIP_GGH",2,0.139325,1.14756905977517,0.663034229220324,0.366717391304348,"Inh","0.7 threshold"
"Inh_L1_3_PAX6_NABP1","Inh_L1_3_PAX6_NABP1",2,0.140575,1.16125197617319,0.935606291487606,0.366717391304348,"Inh","0.7 threshold"
"Inh_L1_SST_CXCL14","Inh_L1_SST_CXCL14",2,0.1493125,1.11706791552437,0.907908140405054,0.3775625,"Inh","0.7 threshold"
"Exc_L6_FEZF2_VWA2","Exc_L6_FEZF2_VWA2",2,0.151025,1.1125206471988,0.660022938293654,0.3775625,"Exc","0.7 threshold"
"Inh_L2_4_SST_AHR","Inh_L2_4_SST_AHR",2,0.15765,1.12404203377608,0.766622471667283,0.386081632653061,"Inh","0.7 threshold"
"Inh_L2_5_VIP_TOX2","Inh_L2_5_VIP_TOX2",2,0.1651625,1.11530054156584,0.886929012804788,0.39639,"Inh","0.7 threshold"
"Inh_L1_6_PVALB_SCUBE3","Inh_L1_6_PVALB_SCUBE3",2,0.172025,1.12577676202425,0.66057577427585,0.402317307692308,"Inh","0.7 threshold"
"Inh_L1_3_VIP_SSTR1","Inh_L1_3_VIP_SSTR1",2,0.1743375,1.09504696333464,0.458622956911183,0.402317307692308,"Inh","0.7 threshold"
"Exc_L5_6_THEMIS_GPR21","Exc_L5_6_THEMIS_GPR21",2,0.1784125,1.10587055558187,0.868622770940803,0.403952830188679,"Exc","0.7 threshold"
"Exc_L6_FEZF2_KRT17","Exc_L6_FEZF2_KRT17",2,0.19335,1.09353390449369,0.682311069890529,0.429666666666667,"Exc","0.7 threshold"
"Exc_L4_RORB_BHLHE22","Exc_L4_RORB_BHLHE22",2,0.1971125,1.08974847916042,0.696441888270927,0.430063636363636,"Exc","0.7 threshold"
"Exc_L4_5_RORB_LINC01474","Exc_L4_5_RORB_LINC01474",2,0.209525,1.07434408783144,0.67454813326698,0.430677966101695,"Exc","0.7 threshold"
