,CellType,annotLevel,p,fold_change,sd_from_mean,q
Micro_L1_6_C1QC,Micro_L1_6_C1QC,2,0,2.72247409744164,12.3148453493965,0
Endo_L2_5_CLDN5,Endo_L2_5_CLDN5,2,0,2.59387827597882,11.0369302910682,0
Inh_L6_SST_NPY,Inh_L6_SST_NPY,2,0,1.99621482450665,9.31818986645782,0
Exc_L6_FEZF2_VWA2,Exc_L6_FEZF2_VWA2,2,0,1.57898149631982,9.07820589807816,0
Inh_L3_VIP_CBLN1,Inh_L3_VIP_CBLN1,2,0,1.52268824372138,7.72340320021483,0
VLMC_L1_3_CYP1B1,VLMC_L1_3_CYP1B1,2,0,2.13357709848234,7.53266916735233,0
Inh_L2_5_VIP_TOX2,Inh_L2_5_VIP_TOX2,2,0,1.33487608374374,6.60478981371949,0
Astro_L1_FGFR3_MT1G,Astro_L1_FGFR3_MT1G,2,0,1.64606832115077,6.39720704283152,0
Inh_L1_ADARB2_ADAM33,Inh_L1_ADARB2_ADAM33,2,0,1.34179622919599,6.2788249750104,0
Exc_L6_FEZF2_SLITRK6,Exc_L6_FEZF2_SLITRK6,2,0,1.42775090805395,5.62329845809614,0
Peri_L1_6_MUSTN1,Peri_L1_6_MUSTN1,2,0,1.8253182450362,5.46730400024749,0
Inh_L4_6_SST_MTHFD2P6,Inh_L4_6_SST_MTHFD2P6,2,0,1.2324644686541,5.31926072815718,0
Astro_L1_6_FGFR3_ETNPPL,Astro_L1_6_FGFR3_ETNPPL,2,0,1.47354669727719,5.2654722430204,0
Astro_L1_FGFR3_FOS,Astro_L1_FGFR3_FOS,2,0,1.58059894734281,5.22364361998966,0
Inh_L1_3_VIP_ZNF322P1,Inh_L1_3_VIP_ZNF322P1,2,0,1.23974607584759,4.96693017959379,0
Inh_L1_4_LAMP5_DUSP4,Inh_L1_4_LAMP5_DUSP4,2,1e-04,1.24103248706733,5.24221471067995,0.000666666666666667
OPC_L1_6_MYT1,OPC_L1_6_MYT1,2,1e-04,1.52289655869035,4.68446119204298,0.000666666666666667
Inh_L1_6_LAMP5_CA13,Inh_L1_6_LAMP5_CA13,2,1e-04,1.22998746416826,4.32356898979889,0.000666666666666667
Exc_L5_6_FEZF2_CYP26B1,Exc_L5_6_FEZF2_CYP26B1,2,3e-04,1.43300763607403,4.77563344762032,0.0018
Inh_L1_6_VIP_RGS16,Inh_L1_6_VIP_RGS16,2,3e-04,1.22975678715584,4.19092171291535,0.0018
Exc_L6_FEZF2_P4HA3,Exc_L6_FEZF2_P4HA3,2,5e-04,1.46938263676268,4.54890082502444,0.00272727272727273
Inh_L1_PAX6_CA4,Inh_L1_PAX6_CA4,2,5e-04,1.19167905969846,3.85318890903297,0.00272727272727273
Inh_L1_6_VIP_PENK,Inh_L1_6_VIP_PENK,2,6e-04,1.39002584721923,4.32253407975047,0.0031304347826087
Inh_L2_4_VIP_DSEL,Inh_L2_4_VIP_DSEL,2,7e-04,1.37905204646073,4.2218423151592,0.0035
Exc_L5_FEZF2_DYRK2,Exc_L5_FEZF2_DYRK2,2,9e-04,1.35617699342626,4.30974686852983,0.00432
Inh_L1_SST_CXCL14,Inh_L1_SST_CXCL14,2,0.001,1.19373882479625,3.79806902352003,0.00461538461538461
Exc_L4_RORB_CACNG5,Exc_L4_RORB_CACNG5,2,0.0023,1.25641960052739,3.66300041494073,0.00993103448275862
Exc_L6_FEZF2_ETV4,Exc_L6_FEZF2_ETV4,2,0.0024,1.25664556106079,4.01506926389361,0.00993103448275862
Exc_L4_RORB_CCDC168,Exc_L4_RORB_CCDC168,2,0.0024,1.1590549676972,3.15327923936099,0.00993103448275862
Exc_L4_RORB_BHLHE22,Exc_L4_RORB_BHLHE22,2,0.0025,1.1634731809654,3.25144038154454,0.01
Exc_L3_4_RORB_PRSS12,Exc_L3_4_RORB_PRSS12,2,0.0033,1.11750044419545,3.01010365619451,0.0127741935483871
Inh_L5_6_LAMP5_SFTA3,Inh_L5_6_LAMP5_SFTA3,2,0.0045,1.18059593868385,3.1760728961977,0.016875
Inh_L1_LAMP5_NDNF,Inh_L1_LAMP5_NDNF,2,0.0051,1.17242006082139,3.35629827904084,0.0185454545454545
Exc_L5_6_THEMIS_IL7R,Exc_L5_6_THEMIS_IL7R,2,0.0055,1.2189197235304,3.3367702312955,0.0194117647058824
Exc_L5_6_FEZF2_CABP7,Exc_L5_6_FEZF2_CABP7,2,0.0064,1.34826631612254,3.34532565685211,0.0212307692307692
Exc_L6_FEZF2_KRT17,Exc_L6_FEZF2_KRT17,2,0.0065,1.14771206183434,2.93722037253203,0.0212307692307692
Inh_L2_6_VIP_VIP,Inh_L2_6_VIP_VIP,2,0.0067,1.18355406373414,3.20832575422995,0.0212307692307692
Exc_L3_LINC00507_CTXN3,Exc_L3_LINC00507_CTXN3,2,0.0068,1.15625312178467,3.02690917303652,0.0212307692307692
Exc_L3_THEMIS_PLA2G7,Exc_L3_THEMIS_PLA2G7,2,0.0069,1.2869324513941,3.17731356998373,0.0212307692307692
Exc_L3_4_RORB_FOLH1B,Exc_L3_4_RORB_FOLH1B,2,0.0081,1.11559753602216,2.68103462367143,0.024
Inh_L3_5_SST_MAFB,Inh_L3_5_SST_MAFB,2,0.0082,1.11359341909581,2.6510567378958,0.024
Inh_L1_4_VIP_CHRNA2,Inh_L1_4_VIP_CHRNA2,2,0.0086,1.26021384798387,3.13426223083756,0.0245714285714286
Inh_L1_2_VIP_PPAPDC1A,Inh_L1_2_VIP_PPAPDC1A,2,0.0095,1.2698164723485,3.00007580318318,0.0265116279069767
Exc_L3_5_RORB_CMAHP,Exc_L3_5_RORB_CMAHP,2,0.0108,1.12227745624977,2.52430114491052,0.0294545454545455
Exc_L2_4_RORB_GRIK1,Exc_L2_4_RORB_GRIK1,2,0.0119,1.07898933868414,2.29234680708047,0.0317333333333333
Exc_L5_6_FEZF2_ANKRD20A1,Exc_L5_6_FEZF2_ANKRD20A1,2,0.0154,1.11815603704564,2.46180792514289,0.0393191489361702
Exc_L3_4_RORB_SEMA6D,Exc_L3_4_RORB_SEMA6D,2,0.0154,1.08742811004932,2.23515219560189,0.0393191489361702
Exc_L5_6_FEZF2_MYBPHL,Exc_L5_6_FEZF2_MYBPHL,2,0.0164,1.17365551875172,2.60058041466228,0.041
Inh_L1_3_VIP_GGH,Inh_L1_3_VIP_GGH,2,0.0187,1.21054317898263,2.55023228282311,0.0457959183673469
Exc_L4_5_RORB_LINC01474,Exc_L4_5_RORB_LINC01474,2,0.0212,1.08982142021649,2.17335283355038,0.05088
Exc_L6_FEZF2_FAM95C,Exc_L6_FEZF2_FAM95C,2,0.0229,1.09459845136261,2.1707818455903,0.0530769230769231
Exc_L6_FEZF2_CPZ,Exc_L6_FEZF2_CPZ,2,0.023,1.13398655624502,2.32907353763601,0.0530769230769231
Exc_L5_6_RORB_LINC00320,Exc_L5_6_RORB_LINC00320,2,0.0244,1.10890344263471,2.17836436627892,0.0552452830188679
Exc_L5_6_THEMIS_THTPA,Exc_L5_6_THEMIS_THTPA,2,0.0281,1.18475615170752,2.29126104340835,0.0624444444444444
