symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
SMAD3	0.5304329344121326	0.864820012697545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1540377398485731	No data	No data	No data	0	0	1	1	0	1	No data	-0.6261721191914982	-0.8758774639922706	0	No data	-1	-0.7941175000000001	-1	-1
NOD2	0.528478535402936	0.8645899882950191	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.094341468568102	No data	No data	1	0	0	1	1	0	0	No data	0.510418837257762	-0.8138788816324416	0	No data	No data	0	0.5	0
WDR36	0.52216427550856	0.8580086874620975	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	No data	No data	No data	0.44692500000000024	No data	-0.5407376536778495	-0.7556000027913609	-1	No data	No data	0	-1	0
RORA	0.5234654599649722	0.856810652662706	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08500561247270494	No data	No data	No data	0	0	1	1	0	0.8661549999999998	1	-0.6238799749947905	-0.9563761055117226	0	-1	No data	0	0.5	-1
DYSF	0.5202503951570734	0.8557723958071908	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6484200000000001	No data	-0.21702438007918312	-0.23343595205601086	0	No data	No data	0	0.5	-1
IL6	0.5473159710095435	0.8554436600477806	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	0.3084245105792379	No data	No data	1	0	1	1	1	0	0	No data	-0.1933736195040634	-0.9759969951857208	0	-1	No data	No data	0.5	0
STAT6	0.5241582845659759	0.8533900964070433	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17620961479255903	No data	No data	No data	0	0	1	1	0	0.27391000000000004	No data	-0.762867264013336	-0.7235426153913512	0	No data	No data	0	-1	-1
CHI3L1	0.5649855496435048	0.8505254426280296	No data	0.3039653988058105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12786910779827101	No data	No data	No data	0	1	0	0	1	0	No data	0.016565951239841725	0	0	No data	No data	0	0.5	0
ADORA1	0.7302328288121035	0.8416156036110968	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9905034621838338	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	0	0.7392650000000003	1	0.23379870806418013	-0.31241169803217117	0	-1	No data	0	0.5	0
TBL1XR1	0.511323191071574	0.8410878229568405	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9513599999999997	No data	-0.9752031673265263	-0.8355138023702815	0	No data	-1	-0.6984425000000002	-1	-1
